test_study,auc
PRJEB41443,0.6625339015885315
PRJNA560950,0.623364084960309
PRJNA780023,0.4888513513513514
PRJNA891951,0.537571337983513
PRJNA293971,0.54125
PRJNA306884,0.5994871794871796
PRJNA428736,0.5859997464870346
