test_study,auc
PRJEB41443,0.6315381635025183
PRJNA560950,0.6495387255953659
PRJNA780023,0.47841216216216215
PRJNA891951,0.5464291376030438
PRJNA293971,0.578125
PRJNA306884,0.593931623931624
PRJNA428736,0.5904920565937516
