id_1,id_2,cor,label
RS-GCF-018784445.1-NZ-WQOH01000081.1,MJ006-2-barcode69-umi173364bins-ubs-3,0.0535679743357991,negtive
RS-GCF-018784445.1-NZ-WQOH01000081.1,RS-GCF-013301525.1-NZ-JAAIOL010000051.1,0.0608594065900748,positive
RS-GCF-018784445.1-NZ-WQOH01000081.1,RS-GCF-902497365.1-NZ-LR699993.1,0.0822087608531383,positive
RS-GCF-018784865.1-NZ-WQPA01000083.1,RS-GCF-900217715.1-NZ-OBMS01000001.1,0.0625060370781994,negtive
RS-GCF-018784865.1-NZ-WQPA01000083.1,G900545585,0.0575265835312911,positive
RS-GCF-018784865.1-NZ-WQPA01000083.1,MJ006-1-barcode28-umi157746bins-ubs-3,0.0568751640430303,positive
RS-GCF-018784865.1-NZ-WQPA01000083.1,MJ006-1-barcode37-umi141792bins-ubs-3,0.0526452133378432,negtive
RS-GCF-018784865.1-NZ-WQPA01000083.1,MJ006-2-barcode53-umi150828bins-ubs-3,0.0806621000473976,negtive
RS-GCF-018784865.1-NZ-WQPA01000083.1,RS-GCF-013301525.1-NZ-JAAIOL010000051.1,0.0718713215731254,positive
RS-GCF-019130915.1-NZ-JAHOLF010000125.1,RS-GCF-900217715.1-NZ-OBMS01000001.1,0.139967837210576,positive
RS-GCF-019130915.1-NZ-JAHOLF010000125.1,MJ006-1-barcode28-umi157746bins-ubs-3,0.0898201348938013,negtive
RS-GCF-019130915.1-NZ-JAHOLF010000125.1,MJ006-1-barcode43-umi102585bins-ubs-4,0.0562119710760604,positive
RS-GCF-900217715.1-NZ-OBMS01000001.1,G000431455,0.0695661263909555,positive
RS-GCF-900217715.1-NZ-OBMS01000001.1,G900545585,0.0537719301140466,negtive
RS-GCF-900217715.1-NZ-OBMS01000001.1,GB-GCA-000980215.1-LARH01000082.1,0.0845271494088905,positive
RS-GCF-900217715.1-NZ-OBMS01000001.1,RS-GCF-003473495.1-NZ-QUCI01000034.1,0.0612808293809714,positive
RS-GCF-900217715.1-NZ-OBMS01000001.1,MJ006-1-barcode45-umi215926bins-ubs-3,0.0687319906833806,positive
RS-GCF-900217715.1-NZ-OBMS01000001.1,MJ006-2-barcode53-umi182866bins-ubs-3,0.0518284878151609,positive
RS-GCF-900217715.1-NZ-OBMS01000001.1,RS-GCF-902497365.1-NZ-LR699993.1,0.070695163905391,negtive
G900545585,GB-GCA-000980215.1-LARH01000082.1,0.0514902364691015,negtive
G900545585,MJ006-1-barcode37-umi101248bins-ubs-4,0.067141934772799,negtive
G900545585,RS-GCF-003473495.1-NZ-QUCI01000034.1,0.0585600243543445,negtive
G900545585,RS-GCF-013302845.1-NZ-JAAIQT010000087.1,0.0916288135261039,negtive
G900545585,MJ006-1-barcode28-umi157746bins-ubs-3,0.0543452556609306,positive
G900545585,MJ006-1-barcode37-umi141792bins-ubs-3,0.0755743318742231,negtive
G900545585,MJ006-2-barcode53-umi150828bins-ubs-3,0.0616512282674577,negtive
G900545585,RS-GCF-013301525.1-NZ-JAAIOL010000051.1,0.0684747283455502,positive
GB-GCA-000980215.1-LARH01000082.1,MJ006-1-barcode28-umi157746bins-ubs-3,0.0849138484522212,negtive
GB-GCA-000980215.1-LARH01000082.1,HM037997,0.0505591758428285,negtive
GB-GCA-000980215.1-LARH01000082.1,MJ006-1-barcode43-umi102585bins-ubs-4,0.0698662739105925,positive
GB-GCA-000980215.1-LARH01000082.1,RS-GCF-902497365.1-NZ-LR699993.1,0.0700835577234874,negtive
MJ006-1-barcode37-umi101248bins-ubs-4,RS-GCF-013302845.1-NZ-JAAIQT010000087.1,0.0911913940042398,positive
RS-GCF-003473495.1-NZ-QUCI01000034.1,MJ006-2-barcode53-umi150828bins-ubs-3,0.0513075474888232,positive
RS-GCF-003473495.1-NZ-QUCI01000034.1,MJ006-2-barcode65-umi152818bins-ubs-3,0.0586273257675453,positive
RS-GCF-013302845.1-NZ-JAAIQT010000087.1,MJ006-1-barcode28-umi157746bins-ubs-3,0.101950648154432,negtive
RS-GCF-013302845.1-NZ-JAAIQT010000087.1,RS-GCF-902497365.1-NZ-LR699993.1,0.0590564957412733,negtive
MJ006-1-barcode28-umi157746bins-ubs-3,MJ006-2-barcode69-umi173364bins-ubs-3,0.0714718399930033,negtive
MJ006-1-barcode28-umi157746bins-ubs-3,U25952,0.0581458881409548,negtive
MJ006-1-barcode37-umi141792bins-ubs-3,MJ006-2-barcode53-umi150828bins-ubs-3,0.0794812064167426,positive
MJ006-1-barcode37-umi141792bins-ubs-3,MJ006-2-barcode69-umi173364bins-ubs-3,0.0511157596136737,negtive
MJ006-1-barcode37-umi141792bins-ubs-3,RS-GCF-902497365.1-NZ-LR699993.1,0.0705208510030321,negtive
MJ006-1-barcode45-umi215926bins-ubs-3,MJ006-2-barcode69-umi173364bins-ubs-3,0.0832568282280748,positive
MJ006-1-barcode45-umi215926bins-ubs-3,MJ010-1-barcode30-umi141257bins-ubs-4,0.06084016605519,negtive
MJ006-2-barcode51-umi107579bins-ubs-5,RS-GCF-013301525.1-NZ-JAAIOL010000051.1,0.0507974138960846,negtive
MJ006-2-barcode53-umi182866bins-ubs-3,RS-GCF-013301525.1-NZ-JAAIOL010000051.1,0.0521048812068828,negtive
MJ006-2-barcode65-umi112744bins-ubs-6,MJ010-1-barcode30-umi141257bins-ubs-4,0.0521393013456861,negtive
