"X"	"SRR16937042"	"SRR16937048"	"SRR16937053"	"SRR16937054"	"SRR16937062"	"SRR16937069"	"SRR16937070"	"SRR16937075"	"SRR16937078"	"SRR16937086"	"SRR16937090"	"SRR16937096"	"SRR16937099"	"SRR16937105"	"SRR16937110"	"SRR16937118"	"SRR16937123"	"SRR16937129"	"SRR16937134"	"SRR16937140"	"SRR16937141"	"SRR16937151"	"SRR16937156"	"SRR16937161"	"SRR16937165"	"SRR16937173"	"SRR16937174"	"SRR16937178"	"SRR16937185"	"SRR16937186"	"SRR16937196"	"SRR16937199"	"SRR16937202"	"SRR16937208"	"SRR16937213"	"SRR16937222"	"SRR16937224"	"SRR16937228"	"SRR16937231"	"SRR16937235"	"SRR16937243"	"SRR16937248"	"SRR16937252"	"SRR16937258"	"SRR16937264"	"SRR16937270"	"SRR16937277"	"SRR16937280"	"SRR16937283"	"SRR16937037"	"SRR16937038"	"SRR16937039"	"SRR16937043"	"SRR16937045"	"SRR16937051"	"SRR16937052"	"SRR16937055"	"SRR16937056"	"SRR16937060"	"SRR16937061"	"SRR16937066"	"SRR16937067"	"SRR16937071"	"SRR16937072"	"SRR16937079"	"SRR16937081"	"SRR16937084"	"SRR16937085"	"SRR16937087"	"SRR16937088"	"SRR16937091"	"SRR16937093"	"SRR16937094"	"SRR16937098"	"SRR16937102"	"SRR16937103"	"SRR16937106"	"SRR16937108"	"SRR16937109"	"SRR16937114"	"SRR16937117"	"SRR16937119"	"SRR16937122"	"SRR16937125"	"SRR16937127"	"SRR16937128"	"SRR16937131"	"SRR16937133"	"SRR16937137"	"SRR16937138"	"SRR16937144"	"SRR16937145"	"SRR16937147"	"SRR16937149"	"SRR16937150"	"SRR16937153"	"SRR16937154"	"SRR16937159"	"SRR16937160"	"SRR16937166"	"SRR16937167"	"SRR16937168"	"SRR16937169"	"SRR16937172"	"SRR16937175"	"SRR16937176"	"SRR16937182"	"SRR16937183"	"SRR16937188"	"SRR16937189"	"SRR16937192"	"SRR16937193"	"SRR16937195"	"SRR16937197"	"SRR16937198"	"SRR16937205"	"SRR16937207"	"SRR16937210"	"SRR16937212"	"SRR16937216"	"SRR16937218"	"SRR16937219"	"SRR16937220"	"SRR16937225"	"SRR16937226"	"SRR16937230"	"SRR16937232"	"SRR16937236"	"SRR16937237"	"SRR16937239"	"SRR16937241"	"SRR16937242"	"SRR16937249"	"SRR16937250"	"SRR16937251"	"SRR16937253"	"SRR16937254"	"SRR16937260"	"SRR16937261"	"SRR16937262"	"SRR16937265"	"SRR16937266"	"SRR16937271"	"SRR16937273"	"SRR16937276"	"SRR16937278"	"SRR16937282"	"SRR16937285"
"GB-GCA-000285855.2-HE978695.1"	0	0	0	0.773941718823609	0	0	0	0	0	0	0	0	0	0.151801821621859	0	0	0.144510289356649	0	0.0848467343033542	0.113452458414669	0	0	0	0	0	0	0	0	0	0	0	0.142187530643864	0	0.17942091488206	0	0	0	0	0	0	0.390949518643405	0	0	0	0	0	0	0	0	0	0.5474358312245	0	0	0	0	0	0.330317391928766	0	0	0	0.316067078694663	0	0	0	0	0	0	0	0	0	0	0	0	0.11890913790875	0	0.143799695482998	0.286819637139808	0.216633008995777	0	0	0	0	0	0.146109825885791	0.244401674151468	0	0	0	0	0.181973646708031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265726043503821	0	0	0	0.177089390495322	0	0	0	0	0.13623489764457	0	0	0	0	0	0	0	0	0.120057735630168	0.0771252575070275	0	0.507719212471088	0.648334872500424	0	0	0.14541738720327	0	0	0	0	0	0	0	0	0.249549133917712	0.257986606652761	0	0	0
"GB-GCA-000468795.1-AWPJ01000352.1"	0.930214147171753	0.647342596792149	0	2.96116831549902	0.209643605870021	0.00631632137443153	0.271921017402945	0.136870496356829	0.181823267783714	0.0665711807306691	0	0.0563253351357441	0	2.77423329079949	4.05699402481998	0	1.88199446604008	2.53140948473185	2.39737155648626	1.88698133039692	0.550241621644738	0.0593721396234817	0.36568867844762	0	0.182611342193365	0.0999967742976033	0.322362488728584	7.96015904253183	0.231984205330701	0.108972544579677	0	1.79352409343192	0	0	0.394064186310707	0.410382681850826	0	0.0931989924433249	0	0.99392897437275	1.46117382592973	1.93295077016007	0	0.459878544897117	0.0444181225940184	4.4095456323702	0.292031706299541	6.00720148502673	0.177533892834087	0.143779909440117	7.4058771884522	5.19645120405577	0.657782955896988	1.92663854305999	0	0	1.03882426157308	2.39025771736052	0.600207479128588	0.272704735145856	1.92659996376301	0.131228941301649	0	0	0.30681905346322	0.592817784533536	0	0.147819660014782	0.00804699444757383	0	0.0165986910746467	0	0.0688389169343736	0.0723794752488044	0.0971073772180208	0	2.23674848808253	5.35156967137874	3.53085448529582	5.12378178559426	0	1.056284895126	15.1097025841053	0.633142578838427	16.0663550545321	0	0	0	1.17115983955949	1.7736949420096	2.83245844269466	1.72650168467526	0	0.038301132011235	0.00397203686050207	0.0202938192085411	0.097379716830034	0.0725943726844898	1.62236229103864	0.12281749983403	0.0386819988043746	0.222100054975261	3.30461544306924	0.0084774499830451	5.39462686567164	0	0.457018885371839	0.314419061655613	0	0	0.0134132164893141	4.45927593724313	0.501022085053509	1.60437701538299	3.69338717315985	0	0	0.937721359583535	1.16158175886423	7.14718352513628	0.761519021238849	6.74019361201119	2.04022929465185	0	0	0	0	4.66606412971631	0.810830009843618	0.964671860500248	2.0534421482164	1.80742192653461	2.21847291524572	12.3843596415149	2.38170099041031	0	0	1.38127630419888	1.51766768152044	0.436674080858302	0.0432662261701912	0.187047510067557	0.513987071137538	0.745501824434845	0.115270611483149	30.225687320476	0.452394930414062	0.0530664847244333
"GB-GCA-000509145.1-BAIJ02000227.1"	0	0.136065641363955	0	0	0	0.0457933299646286	0	0.0805120566804879	0	0	0.138511828910189	0	0	0	0	0.395663956639566	0.00672140880728601	0	0	0	0	0.0321599089627192	0	0	0.0182611342193365	0.0999967742976033	0	0	0.148075024679171	0.0948202660628361	0.335147910653054	0.0186314695326443	0	0	0.211232604373757	0.16073321705824	0	0.0831234256926952	0	0	0	0	0.0600961538461538	0	0	0	0.0219572711503414	0	0	0	0	0	0.0412631374547926	0.133758617141681	0	0	0.0574465029441333	0.0396488246955537	0	0	0	0	0	0	0	0	0	0	0	0.231908354288908	0.00948496632836953	0	0	0	0.0912220816290498	0	0	0	0	0	0.317046934269377	0	0	0	0	0.113117906564609	0	0	0	0	0	0	0.0121477162293489	0.0223423270065537	0	0.286760488816341	0	0.200260338439972	0.772814469717731	0.0215760472681405	0.0527481801877835	0	0	0	0.0135323383084577	0.195940120699114	0.0284525376106982	0.0343895848685827	0	0	0.26528361501088	0	0	0.0118940635407306	0	0	0.0136932372524519	0	0	0.0726832222895215	0.197492845068537	0.046289773985147	0.0308191736352243	0	0	0	0	0	0	0.0172648207695794	0	0	0	0	0	0	0.104907863528553	0	0	0	0	0	0	0	0	0	0	0.102342506254264
"GB-GCA-000980245.1-LARE01000167.1"	0.0158334322922852	0	0	0	0.0524109014675052	0	0	0	0	0	0	0.0241394293438903	0.0668181210744354	0	0	0.791327913279133	0	0	0.396252301693324	0.0567262292073344	0.0327864178700232	0.0222645523588056	0.0887799103745667	0.0389220871396845	0	0	0.087917042380523	0	0.62685093780849	0	0	0	0	0.0230448881499893	0	0	0	0	0.0226184642062804	0.0349218288293128	0	0	0	0	0	0	0.250312891113892	0	0	0	0	0	0	0	0	0	0.0359040643400833	0	0	0	0	0.0283738251463025	0	0.0648277203332145	0	0	0	0	0	0	0	0.0738597894995999	0.0826067003212483	0.0310197751066305	0	0.0310156205943721	0.0311277125578086	0.033045713236644	0	0	0.0792617335673442	0.0100598561440571	0	0	0	0.101806115908148	0.0345118490681801	0.0362882740490456	0.352186491132447	0.0789283286926399	0.113006707494896	0.0627396305332869	0.0202461937155815	0.0297897693420717	0	0.0855869766621079	0.231917483503107	0	0	0	0	0.702583837273227	0	0.220413699559173	0	0	0.357435003734396	0.370916236796856	0.0828222673581669	0.0799529688418577	0	0	0.0160327067217123	0.0185018766189142	0.00249258456093123	0	0	0.130426472076367	0.111138995446886	0	0	0	0	0	0	0.03597931189566	0.0146186363248748	0.151083892028976	0.0142072842776103	0	0	0	0	0	0	0	0	0.00611725555446804	0	0	0.0208318866745365	0.0528134146073103	0.0143973969506313	0.0314557731829048	0.0658689208475134	0.106688551497743	0	0
"GB-GCA-000980385.1-LARF01000116.1"	0.197917903653564	0	0	0	0.57277628032345	0.48477766548762	1.38470548862115	1.155348013365	0.117485803798708	0.330838595146356	0.465399745138235	0	0.378636019421801	0.178202138425661	1.48000612838977	0	0.0705747924765031	0.29502026144899	0.704047369751237	0.452141415152577	0.756938603868797	1.52141107785172	1.52405512809673	0.313666231655104	7.48503601501471	2.5902390245476	0.63570784490532	0.269087111932206	0	0	0	0.388319049206692	0.598685494891651	1.00409869796382	0	2.0279744194795	0.0298797340703668	1.95969773299748	0.337392091077016	0.354590877343792	0.425157601524703	0.103550934115718	0.106534090909091	1.25877011968634	0.389892409436383	0.0754484994131783	2.94666578837582	0.0827499832263548	3.92726490208737	0.399150196356145	0.0335691783298043	0.0767126942832366	0	0	0	0	0.0167552300253722	0.0566411781365052	0.0296398755125228	0.123956697793571	0.197290278420873	2.07483596382337	0.224696659509662	0.126414054649768	0.287642862621769	0.285008550256508	0.307871167757492	0.884454299088445	0.261527319546149	0.304554344789047	1.13345347624016	0	0	0.0542846064366033	2.61012859370862	0.310156205943721	0.164532194948417	0.0844501560492014	3.8779240611768	0.181471939061275	0	0.179065439364217	0.248659190638713	0.342796129962817	0.0168026150979134	0	0	0	1.16137688147247	1.31547214487733	0.721784776902887	0.395027303357732	0.925251052802073	0.648991403523704	0.387273593898951	0.16852693342745	0.880261387660965	3.38690297386603	0.520690600164429	3.06711810396335	4.59612476702887	0.882902693787795	0.246017648679199	0.604724765457217	0.18547263681592	0	0	0	1.05302597069669	0.84891240446796	0	0.0419927808155534	4.93406549360696	0.170481577417138	0.0380119145542013	0.327045494364305	0.506649778340722	1.03216811522504	0.378231097407952	0	0	0.0623905649365025	0.528035174950176	1.41216882414681	0.60721960451866	0.152912075556555	0.22537064334182	0.113312919021732	0.0903177357648086	2.53145434533958	0.0695763365238158	0.39201643453514	0.34641203288222	0.650477016478751	0.40481056437667	0.754845426878103	1.11065498996533	1.61740236860135	2.40566472921856	0.299293471150072	1.16124414437032	0.200250863719385	0.253394186331111	0.0786394329572621	1.87451970578549	0.410340582683627	0.227924163414718	2.75566674247593
"GB-GCA-000980425.1-LARJ01000052.1"	0.0554170130229981	0.684451408073228	0.0198066867374426	0.861430782690625	0.426774483378257	0.292129863567458	0.363955823293173	0.426713900406586	0.0727293071134857	0.221903935768897	0	0.397495936529394	0.120272617933984	0.143001716020592	0.144017159491344	0	0.0873783144947181	0.166160836908052	0.119146477957902	0.111784039908571	0.15823010363359	0.0296860698117408	0.257884501564217	0.0938709160427685	0.0142031043928173	0.270959001322538	0.162308385933273	0.0763082854733122	0.054294175715696	0.318426266628927	0.14142079466863	0.0225538841710957	0	0.50534147586048	0.0142005112184039	0.150473650011969	0.353576853166007	0.0377833753148615	0.0188487201719003	0.400257884274432	0	0.27182120205376	0.199409965034965	0.0147396969518307	0.562629552857566	0.22913988710669	0.0329359067255122	0	0.0699375941467614	0	0	0	0.771863394742591	0.0257228109887849	0.140244586558959	0.137423530454828	0.442816793527694	0.75332766921552	0.266758879612706	0.154257223920888	0.251645763291929	0.0744812910090442	0.494332650921256	0.0551035622832323	0.0345171435146123	0.136804104123124	0.251894591801585	0.199556541019956	0	0.10896898575021	0.165986910746467	0.766295316058349	0.424506654428637	0.498901382964973	0.376658917694141	0.34963063215474	0.037797936677339	0.117495869285845	0.31467641546542	0.118740898398118	0.288739172281039	0.0865147628388914	0.213310580204778	0.0393372608154052	0.308557113616228	0.0339353719693828	0.0582866784262597	0.134669817026458	0.0391318323480497	0.107430225164982	0.277048702245553	0.125479261066574	0.0182215743440233	0.157460209379522	0.0556085160470289	0.197644152291878	0.01665705682619	0	0	0	0	0.0241891148982958	0.147230639170949	0.0452130665762405	0.121791044776119	0.141076886903362	0.0231176868086923	0.046671579464505	0.252410719567747	0.510288065843621	0.0223553608155236	0.220685465137057	0.0280572367629965	0.0317175027752815	0.105934843839577	0.592769958535303	0.154048919090084	0.573426730680579	0.247373893091457	0	0	0.0644031638054219	0.0287645620595426	0.329188002926116	0.374583522268005	0	0.0109639772436561	0.080937799301237	0.371419003257527	0.155383386926214	0.0507719212471088	0.0226163327616427	0.096923573967046	0.383058687481931	0.477519257978305	0.0440493352554861	0.168764823937238	0.00611725555446804	0.0645816034689547	0	0.195499244176419	0.132033536518276	0.0345537526815152	0.810510422346181	0	0	0	0.0379046319460238
"GB-GCA-000980425.1-LARJ01000055.1"	1.7654277005898	5.12101595678885	2.13119949294882	3.71492025035332	0.224618149146451	0.988504295098535	1.69218540829987	1.35662815506622	2.00844778874934	1.34957939117629	0.288104604133193	1.43870998889586	1.17599893091006	2.68843226118713	0	0.159891598915989	2.73337291496298	2.07022838637481	0.503664656822038	2.18229140597628	1.28722327550569	0.472503277836875	4.16631436543502	1.32106142821164	0.0243481789591153	1.59994838876165	1.43823264201984	2.95192578015181	0.108588351431392	2.33937163883385	2.15230825858695	1.49836239188845	0	2.52999950618097	1.4626526554956	2.61276974111692	1.01342098055327	0	3.08553549214008	1.30553913931123	0	1.0182508521379	0.939685314685315	0.256470726961854	0.967328003158622	1.95607220700833	1.51944316360363	0	1.56552614590058	0	1.70944585033311	1.4141818424388	5.13847423481152	5.80306615906986	4.01660495904858	6.54313325649437	3.20264253913543	5.63579722458227	1.133725238354	0.589482962840537	4.25784631489944	1.92587338180528	2.38178459080242	1.86703834559658	2.0058295620158	2.8348850465514	1.04633138132966	2.88741069228874	0.10461092781846	0.706901369097513	0.353314995731765	2.646642457069	3.05415328132171	1.58976347421481	4.11087896889621	3.23126374555913	2.26787620064034	3.36515513126492	0	0.024644337403383	1.77772745286758	1.04119511090991	1.68454412481716	1.32341784600399	3.16194665933462	8.35187210135364	0.19096556484393	0.23385776609385	1.22007462999455	3.46188419460218	1.62583843686206	2.12850005809225	0.398850016196955	0.994765511958465	0.855973943438195	1.1205717562977	1.61701582420398	0	0	0.0481311823673903	0.0527481801877835	0.440901594282573	0.659213313449281	0.169548999660902	1.57452736318408	1.17788003985982	0.229398584486254	0.0245639891918448	0.455522470469918	1.11699000587889	1.47545381382456	1.4617061577499	0	2.82550087223133	2.40160522445724	0.548969222682941	0.645293805521798	1.67755427877534	1.2547951098842	4.51443569553806	0.577415521598688	5.62118864089198	4.30852047420435	1.29289780859387	1.44313230684305	4.90667865977063	4.27473290533215	0.632663797871336	1.20254513349773	0	0.761578818706632	0.0923500254433744	0.703593351760778	5.47846198323215	0.383194466278887	0.508569597949704	2.08903484765554	0.0697367133209357	0.929513792785312	0.0899515896899123	0.64952754349324	1.34234095460247	0.634925205522841	1.47527576227824	7.67372927873532	5.4411161263849	0	0.572359942384959
"GB-GCA-000980475.1-LARM01000062.1"	0.174167755215137	0.255638477714097	0.261448264934242	0	0.359389038634322	0.219492167761496	0.242637215528782	0	0.455956809980699	0.234007786810837	2.14139287495152	0	0.262817942892779	0.0770009240110881	0.272713344568715	1.21409214092141	0.0593724444643597	0.130554943284898	0	0.123462969451257	0	0.324072928778171	0.30016064936163	0.256427868214392	0	0.306441727686204	0.525247971145176	0.297200690790795	0	0	0	1.15318990370472	0	0.309459926585571	0	0.360794774460518	0	0	0.126286425151732	0.204158383925214	0	0.314967424601976	0.0519012237762238	0	0.227025959924983	0	5.46955624355005	0	0.139875188293523	0.0300435631665916	0.0671383566596085	0.166766726702688	0.0849535182892789	0.205782487910279	0	0.208351804237964	0	0	0.318628661759621	0.650084015095171	0	1.02855116155347	0.0449393319019324	0.249586723282876	0.747871442816599	0.391411742352271	0.103341370995522	0.236511456023651	0.148869397280116	0.368818105616094	0.222896708716684	0	0	0.108569212873207	0.220698584586411	0.183274121694017	0.117840626111704	0.060583807600514	1.24482287882644	0.1456256301109	0.152861914737021	0.596549469342588	0.0475377864456363	1.02464198409651	0	0.147053278533992	0.953293964261063	1.00236276984364	0.176093245566224	0.192935914582009	0	0	0.34924684159378	0.205336624393565	0.0655386081982841	0.121762915251246	0.319046703824717	0.946230099128868	0.570019183337901	0	0	0.991753710830126	0.145330888988098	0.378659432576014	0.234029850746269	0	0	0	1.2423340103725	0.228101116990006	0	0	0	0.487656605169953	0.0143323612253546	0	0	0.55318814018597	0.430215466246012	0	0	0.0865417513635357	0.54652667913131	0	0	0.319316393073982	0.28262696894758	0.403340033184498	0.0801696755665155	0	0	0	0.62461858778763	0	0.715296337053922	0.122136793208393	0.129994526546251	0	0.0184518867054156	0	0.202977357341638	0.200250863719385	0.106540737434672	0.08702763913937	1.23778680425952	0.320065654493229	0	0.902130240315366
"GB-GCA-008669045.1-RQAJ01000001.1"	0.332502078137988	0.255638477714097	24.0928537474251	6.1848038225991	9.98053309374064	1.34063921172309	0	0	0	2.71933186742248	0	0	0	0.143001716020592	0	0.7289972899729	0.803208352470678	0	10.8495504928332	0	6.9179341705749	0	0	0.251848799139135	0	0	16.1181244364292	1.20888389091931	0	3.04557033682423	5.66845541370426	1.15515111102395	2.01080236871218	0	0.766827605793809	0	0	2.8816120906801	3.81309609077544	0	1.0213556174559	2.20045734995901	0	0	1.50034547428684	0	13.2226686867356	0	0	0	0	0.470282169301581	0.21117017403335	0.789690297355695	24.9074385728711	15.076691196028	0.974196945760927	1.55763239875389	5.63404633700539	8.28030741261053	0	0	0	0	0	0	1.98286255597658	1.19241192411924	0	0	1.28284169591198	0	0	0	0	0	0.175649235147634	0	0	0	2.54769857895035	1.42749358684171	0	2.09705064204029	0	0.407224463632593	9.13183526344045	6.58511213076681	0	0	7.56415864683581	3.91077030324155	0	0	1.10025421035907	4.30317201217629	0	16.7667968358867	10.4247739106605	0	0	5.63936228697086	0	1.13880411438906	0.664676616915423	5.66994726411609	0	0	0	0	2.15356642522877	0	9.5795422662231	2.62330179203891	0	2.8893885417275	2.69072112010681	0	0	0	0	0	0	0	0	2.07780526197436	0.64931109676319	0	0	10.4991691305005	0	0.425940933677604	0.430771439853538	0	1.60745165854425	0	0	0	0	0	1.88074546105238	1.07167220474	0	0	10.4210121857504	1.0750923266311	0	0
"GB-GCA-008673455.1-RPUK01000107.1"	0.138542532557495	0	0	0.242277407631738	0	0	3.29024431057564	0	0	3.57467067438623	0	1.20536217190492	0.062363579669473	0.239802877634532	0.753791941167458	0	0	0	0.580387767628263	0.00667367402439228	0.0784023036022295	0	0	1.4218009478673	0	0	0	0	0	0	0	0.518739335935202	0	6.46738325295057	0	0	0	0	0.278961058544125	0.470101541933058	0.708596002541172	0	0	0	0	0	0.199811167468107	0	0	0	0.655890099674637	0.400240144086452	0	0	0	0	0.579252238020011	0	0	0	1.12334668733517	3.72051782230892	0	0.0842760364331788	0	0	2.25413365483982	1.29834934712984	0	0	0	2.33581584292485	1.71638366223038	0.20679850071087	0	0.0197372131055095	0.0466915688367129	0.332293005324032	2.14951757328953	0.961129158731937	0	0	0	0.645318397662243	0	0	0	0	0	0	0.44838145231846	1.13163703961891	0	0	0	0	0	0	0	0	0	0.00659703133589884	0	0.206284616254097	0	0	0	0	10.0254382678314	5.75191064079953	0	0	0	3.47967436697151	0	0.00730012264206039	0	0	0	0	0	0	0	0	0	0.148414661569597	0.652965755844409	0.708205743885824	0.252686698937498	0	1.29186332950977	1.01396558548031	0	0	0	0	0	0.0244690222178722	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008680325.1-NALL01000016.1"	2.67585005739619	4.00362841710304	0.919030264617335	4.35426340938152	6.59628631326744	0	0	3.55460730244354	0.262944418025679	0	0.346279572275472	2.36244548512206	0.240545235867967	2.92383508602103	2.03156120729278	0	2.46563679747275	1.55648620695502	0.531646026645485	3.29012129402539	2.36774956878733	0	0.209266931597193	1.34395677358793	0	2.57088481016741	0.676284941388638	2.50210851841439	0	0	0	0	0.995640007808941	2.27156754621323	0	1.80739372798468	0.590124747889744	0	0.927357032457496	0.521141137914361	0	0.332225913621262	2.90920017482518	0	2.09258710887375	2.69658525680434	0	0	0	0	1.80757114083561	3.79227536521913	3.55348430787155	1.37102582570223	0.667564232020644	2.6952744037592	0.528986547943894	3.64769187199094	0.822506545472509	0.991653582348566	0	0	1.26329455235432	0	0	0.577617328519856	0.258353427488805	0	0	0.556021234981839	0	1.1017418600357	2.18907755851308	0.834948946620137	1.80090045022511	1.05735070208087	0.767075773745998	0.567284743895722	0.883870519910225	2.40618348829394	2.36086734982732	4.42231276092752	0.620429058995612	0	0.203158891638408	3.329437049885	0.0920315975151469	0.453200222568081	0.388523192598493	0.703777597509373	0.31350247885681	0.415940513535494	0	0	0	0	0	0	0	0	0	0	0	0	0.846169154228856	0	0.499697691787886	0.923605993613363	0.544260614067954	1.90005878894768	0	2.70183338694114	0	0	0	0.614670326461485	0.441606901391575	0.987193469681467	1.20101817660345	0	0	1.83549016845453	0.733496332518337	1.17521707324831	0	0.796042275691477	0.920974088467114	0.205042424896467	2.79477577860992	0	0.923296790086312	0.265741909949302	0.131026312955451	1.40575310783463	0	0.214239948742592	0.839262908228425	0.0917588333170206	0.32521450318295	0	0.420376790073339	2.986158484255	0.621967548267273	2.47032672063079	0	0	0	0
"GB-GCA-013303885.1-JAAISE010000123.1"	2.04647112377786	15.2517214365233	4.25843764855015	3.48610269870112	7.50973345312968	4.21456543708944	11.7762717536814	1.02652872267622	2.74972726509832	9.19892679187428	0.473710454872846	4.21313506815366	0.54790859281037	14.8061776741321	3.69541902865022	0.934959349593496	5.60117400607167	1.05800369623086	3.79012167382749	1.09948779551863	4.38767800886659	0.235014719342948	4.47070262957639	3.50527737710923	2.90149132596125	0	2.20018034265104	7.30953050323306	0.468904244817374	22.1454854231531	0.277029775857727	9.99137068779541	0	0.967885302299551	0.773927861403011	3.44550459970589	15.6619606085506	0	0	5.86418094879923	1.51981625372624	0.642878715968417	2.97475961538462	0.840162726254348	2.80327707037805	1.13452188006483	4.95575609863206	0	2.232623197762	0	0.785002324020038	0.690414248549129	8.02689385664701	8.22358267311452	1.78391114102996	6.11756361379555	5.21566374646943	17.6777116964033	6.14780417922245	3.76828361292455	1.51792724417692	2.40113495300585	10.046437309632	1.9804868561797	0.76704763365805	5.43796313889417	11.503186358939	6.75289480167529	0.925404361470991	2.00894104498463	3.13952385469032	8.21997907305964	6.02111060119321	0.912498384386713	0.388429508872083	0.761292505498224	10.6479011028104	3.72682210391041	2.2582660403989	4.81012658227848	0	0.896333182435491	2.52315943442223	6.23776564358568	6.87837961690038	3.00516571773312	0	0	1.7357762777242	1.64214772752187	3.47404491105278	5.21900778436157	0.200437317784257	0.361732913439442	3.62646965363839	0.689107513124807	0.23319879556666	0	0	0.486290911505012	1.36441959419067	2.04068169323804	2.32529422380957	0.0621679665423307	5.9852736318408	0	0.773553366290856	0.771309260623925	0.372700203111751	1.11228689006467	0	2.54100997105179	0	8.70248982396786	0.502255789027643	0.496408339660106	0.972219844924088	1.45830288175041	1.13827842110924	0.266505148394912	0.572394517063047	12.59081852396	4.72971584721908	9.87564008778347	11.5982887447509	0	0.582309013607514	4.72272058922718	11.8752600440426	0	3.47129506008011	1.27782280103281	0.168718813942636	14.0900549291703	0.220091180631976	0.75284318436649	2.50638569604087	0.398845062151316	8.60319217640004	0.407235378777967	1.85937942343747	0	0.300905596268195	1.09466090676509	1.10879350093314	0.188756668034469	0	0
"GB-GCA-014868765.1-WHEU01000011.1"	2.60855797015398	0	0.66550467437807	0.383605895416919	1.98038334830788	0.140538150581102	2.17118473895582	0.503200354253049	0.752468600520294	1.74698916705332	0.39614383068314	1.71229018812662	1.67936210967081	1.50261803141638	2.63214340432051	0.13550135501355	2.68744328811319	0.217026399226843	1.32685850453118	3.19168460216561	1.29577625408048	1.06127699576974	0.36780248583749	4.19442727293541	0.529572892360759	0.864488242314764	3.47835888187556	3.21699666653279	0.315893385982231	0	0.0523063213157946	0.21279099413599	0.696297260363116	1.67404651775279	2.43183754615166	0	2.09905131844327	0	0.201681305839333	4.21479611024553	0	0.768002761358243	1.44230769230769	1.09073757443547	2.04816898627974	1.20717599061085	0.902443844279033	0	0.586399827845922	0	7.45493983370346	9.15882863051164	0	0	3.15269830584539	3.44445429559358	0.579252238020011	0.186915887850467	4.54972089117226	2.87579538881084	1.13945201618586	2.34084057456996	1.20836870225196	1.07614015753136	0.387359054997315	1.03743112293369	1.71805029280055	2.55481645725548	0.225315844532067	0.215143894942721	0	0.858620052932849	0.993575034419458	1.30800051699625	0.488479533884589	0.83460215417583	1.90101387406617	2.05984945841748	3.62109257502487	2.51148202083567	1.41538809941686	3.95553543584327	0	0.606917738294823	0.131365899856414	0.53542475773915	0.381164199708567	1.06284322659205	1.74136653948821	2.25164982131503	1.15193934091572	0.367143023120716	2.0074101068999	2.94173972252958	0	0.237349450743371	1.10449099878275	0	0	0.781716789484166	0	0.484881803188565	0.190924893376521	0.765796315135074	1.96059701492537	0.076136732614513	0.296973361311662	0.555146155735691	1.38628699887598	1.4320987654321	0	1.59661913441264	0	0.597346302267801	1.41017971534684	2.71272557378964	1.11942214538795	1.92154173084923	2.98999749040978	7.32889158086008	2.69460576746054	0	0	2.22798257052893	5.4886343473375	0	0.305773143128632	1.28825997221136	1.93827949787398	0	1.27493935576073	0.706760398801334	0.881286570700363	1.73099161607401	0.532542053136299	0.911020342783918	1.77431125706988	0.72550650875991	0	0.394151511186707	0.275087734291956	0.316880487643862	0.810573448320544	1.70490290651344	0.400702601822373	0.615510874025441	0.113962081707359	0.750511712531271
"GB-GCA-015555245.1-JADNKD010000034.1"	0	0.808147445676823	0	0	0	0	0.29911311914324	0	0	0.583002158520103	0	0	0.0579090382645107	0.26840322083865	0	0.978319783197832	0	0	0.091165108134455	1.03275105527471	0	0	0	1.9438148224466	0.00811605965303845	0	0.103697024346258	0.0642596088196313	0.0592300098716683	0	0	0.430485006570045	0.780894123771719	0	0.0230758307299063	0.0290687732977668	0	0	0.431635691936518	0	1.32434149440454	0.103550934115718	0	0.0560108484169565	0	0	0	0	0	0	0	0	0.327677856258647	1.3993209177899	0	0	0	0	0	0	0.148974291868822	0.663238162794822	0	0	0	0	0.0818119187047882	0.4409953190441	0	0	0	0	0	0.0336047563655164	0	0	0.526947705442903	0.223976500826143	0	0	0.226462095906698	0.282681957648006	0	0.0177954275117309	0	0	0.160288365672214	0.187892618965058	0.286500915405364	0.436298261384315	0	0	0	0	0	0	0	0	0	0.0199163513244374	0	0.595931830676196	0	0.861874081609585	0.0167164179104478	0	0.0355656720133727	0.0319331859493982	0	0	0	0.00625424395125264	0	0.0171803140032775	0	0.236523973602757	0.357735823220307	1.19632557145909	2.67450614849604	0.125176660609731	0	0	0	0	0	0.584663818304475	2.82870612886328	0.0134896332168728	0.0111628662181224	0	1.60213618157543	3.13236208748751	0.0107692859963384	0	0.027511397578997	0	0	0.00978760888714887	0	0.11121287452571	0.00160245282111819	0	0	0	0	0	0.0103601892461236	0
