"X"	"ERR4856242"	"ERR4856124"	"ERR4856128"	"ERR4856134"	"ERR4856138"	"ERR4856140"	"ERR4856144"	"ERR4856148"	"ERR4856152"	"ERR4856158"	"ERR4856160"	"ERR4856166"	"ERR4856170"	"ERR4856172"	"ERR4856178"	"ERR4856182"	"ERR4856184"	"ERR4856188"	"ERR4856194"	"ERR4856196"	"ERR4856200"	"ERR4856206"	"ERR4856210"	"ERR4856212"	"ERR4856216"	"ERR4856222"	"ERR4856226"	"ERR4856230"	"ERR4856232"	"ERR4856238"	"ERR4856123"	"ERR4856127"	"ERR4856133"	"ERR4856137"	"ERR4856139"	"ERR4856143"	"ERR4856147"	"ERR4856151"	"ERR4856157"	"ERR4856159"	"ERR4856165"	"ERR4856169"	"ERR4856171"	"ERR4856177"	"ERR4856181"	"ERR4856183"	"ERR4856187"	"ERR4856193"	"ERR4856195"	"ERR4856199"	"ERR4856205"	"ERR4856209"	"ERR4856211"	"ERR4856215"	"ERR4856225"	"ERR4856229"	"ERR4856231"	"ERR4856237"	"ERR4856241"	"ERR4856221"	"ERR4856125"	"ERR4856129"	"ERR4856131"	"ERR4856135"	"ERR4856141"	"ERR4856145"	"ERR4856149"	"ERR4856153"	"ERR4856155"	"ERR4856163"	"ERR4856167"	"ERR4856173"	"ERR4856175"	"ERR4856179"	"ERR4856185"	"ERR4856189"	"ERR4856191"	"ERR4856197"	"ERR4856201"	"ERR4856203"	"ERR4856207"	"ERR4856213"	"ERR4856217"	"ERR4856219"	"ERR4856223"	"ERR4856227"	"ERR4856233"	"ERR4856235"	"ERR4856239"
"G900539185"	1.43948984854879	1.30959387875221	1.99212327457653	1.25424009266154	2.36498222922958	2.25893065608219	0.759381056778826	0.392989650458895	1.50717652778659	1.74113698342773	1.24169162223358	3.57402517889259	1.67525773195876	1.27620564039468	0.680171521514121	1.37832699619772	1.17747561756959	0.354008407699683	2.91006355080042	0.81702859600086	2.52345519249434	1.58661629789531	0.982671967594329	0	2.06320336478345	2.47674278120092	2.15907347752723	2.17319903656667	2.02262505111081	0.75677863213274	1.32963006736792	0	2.23678760264126	2.13446515347235	0	0.814150159103288	0.883725103176027	1.70170787348172	2.65090658710122	1.20496254310516	3.23491353958358	1.2921038100497	1.01162790697674	1.01954813626601	0.820339771933907	1.09342621577532	0.791299602401185	3.44041284954194	0.93180129194535	1.74689958661155	2.18996689584925	0.967117988394584	0.461972794935409	2.66731328806984	3.07672108188542	1.61054885169327	1.5869206539673	0.929137760158573	1.54068367838228	1.50191570881226	0	1.50922856153199	2.1172788364172	2.3290243374016	0	0.54464337447129	0.838953775291989	1.82841837710787	1.49188432427703	3.72714274206541	1.02814126206235	0.505801844689081	1.18651942389479	0.66602941629922	1.07410611303345	0.490542422835456	1.58291709006598	0	1.71754293857346	2.36072698538127	1.207762247252	0	2.95099244686457	2.30974237488895	1.85815887007913	1.61053194333066	1.84252153025954	0.778570766521457	1.62189559047136
"G900539545"	0.0140666760444507	0	0	0	0	0	0	0.346611989845733	0	0.675477239353891	0	0	0	0	0.0998077776134852	0	0	0	0	0	0	0	0	0	0	0	0.605921153551158	0	0	0	0	0	0	0	0	0	0.331957652969675	0	0.292632545329355	0	0	0	0	0.290911068214567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63132278811055	0.148050666227998	0	0.205626285164282	0	0.0656797857828525	0	0	0	0	0	0	0	0.255006375159379	0	0	0	0	0.167801796466292	0	0	0	0	0.206115897955736
"G900539795"	0	0	0	0	0	0	0.060369205350618	0	0	0	0	0	0	0	0	0	0	0	0.164910304882954	0	0	0	0	0.149633398174473	0	0	0	0	0	0.0768919465803319	0	0	0	0	0	0.2178711693375	0	0	0	0	0	0	0	0	0	0	0	0.296035524262912	0	0.326710228030404	0	0	0.175378561040294	0	0	0	0	0.231252064750578	0.155138287059327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405032130640752	0	0.112502812570314	0	0	0.250766230147673	0	0	0	0	0	0.35530015138876	0.19597905051529
"G900549925"	0	4.31871689228958	0	0.0512947795151816	0	0.286014475834695	0	0	0	0.0881057268722467	0.993353297786867	0	0	0	0	0	0	0	0	0	0.857327725655128	0	0	0	0	0	0	0	0	0	1.94125989835717	0.755588204428586	0	0	0.193812107970963	0	0	0	0.177874684415883	0.182329858496175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16733136812901	0	0	0	0	0	0	0	0.161876011725073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G900551515"	0	0	0.152946124727565	0.213452469595433	0	0	0.530613541765958	0.100078109744191	0	0	0	0	0	0	2.03312139583025	0	0.0768847440734676	0	0.774273992438259	0	0	0	0	0	0	0.144980065241029	0	0	0	0	0	0.0734599643194459	0.280207597280768	0	0	0.346873835392598	0	0	0	0	0	0	0	0.443163589896958	0	0.374763017503637	0	0.832099851982238	0.160064025610244	0	0	0	0	0	0	0	0	0	0	0.275862068965517	0	0	0.515511368866795	0	0	0.0898082160032447	0.131600592202665	0	0	0	0	0	0.360959222329438	0	0.434928873510188	0	0.977515707518141	0.507675571135018	0	0	0	0	0	0.365215674661929	0	0	0	0	0
"G902363025"	0	0	0	0	0.414205927153203	0	0.0889651447272265	0	0.0930094911958061	0	0	0	0.737646640597227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485211939484803	0	0.206831343812788	0	0	0.267577043735006	0	0	0	0.181885442998952	0	0.142692932736137	0	0.368120743603902	0	0.106033006171665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133263804391911	0.283763776936996	0.172182896498948	0	0	0.303137472843935	0	0.107215610592902	0	0.199442522106882	0	0.201800460849279	0	0	0	0	0	0	0	0	0	0.518483801042826	0	0
"G902387315"	0.206311248651944	0.353148911124191	0.179711696554889	0.19690576652602	0.261885037812993	0.210133084286715	0.896006100467067	0.0707869556727202	0.143741940938973	0	0	0	0.204408105225738	0.072374610986466	0.28833357977229	0	0.0797323271872998	0	1.30922693266833	0	0	0	0	0.194523417626814	0	0	0.126553152323976	0	0	0.327802509105625	0.307292282236142	0.194144191415678	0.307010063107624	0.221443070677247	0.183240538445275	0.57621190837944	0.148035169567558	0.154140205931315	0	0	0.043132180527781	0.1509295048776	0.317829457364341	0.165846496832604	0	0.207221903796129	0	1.20814497739729	0	0	0	0	0.0898280434596629	0.315227934044617	0	0	0	0.210604558969277	0.123040710426363	0.490421455938697	0.728281602219525	0.188035033895789	0.386633526650097	0.213042536289449	0.0873327775792942	0.130366765166	0.22618851784833	0.103856350269207	0	0.0256766553890769	0.43449704440964	0.130913418625409	0.207283513812944	0	0.192233756247597	0	0.419344220062687	0	0	0	0	0.11145165784341	0.404004918320745	0.138189714736946	0	0	0	0.139030494021689	0.114884270991722
"GB-GCA-000980335.1-LARC01000083.1"	0	0	0	0	0.0774965928222121	0	0	0	0	0	0	0	0	1.38718004390726	0.521218394203756	0	0.0298996226952374	0	0	0	0.436751860239405	0	0	0	0.505854268500625	0	0	0	0	0	0	0	0.823566677225214	0	0	0	0	0	0	0	0	0	0.13953488372093	0.372474919115848	0	0	0.0272861931862478	0	0	0	0.458365164247517	0	0.316536915048336	0.109117361784675	0	0	0	0	0	0	0	0	1.72143974960876	0	0	0	0	0	0	0	0.118728843530541	1.05325795894079	0.46460097923591	0	0	0	0	0	0	0	0	0	0.298612330932724	0	0	0	0	0	0
"GB-GCA-000980395.1-LARI01000057.1"	0	0	0	0	0	0	0	2.37502440929506	0	0	0	0	0	0	0.447286707082656	0	0	0	0	0	0.274991912002588	0	0	0	0	1.52229068503081	0	0	0	2.59004451639013	0	0	2.18318267098755	0	0	0	3.48106944195227	0	0	0	0	0	0	1.41921100568228	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0812685827552	0	0.505747126436782	0	0	0.478689128233453	0	0	1.52963671128107	2.65257443658496	0	0	0	0	0	1.40095064508059	0	0	0	0	0	0.765019125478137	0.0839589095219281	0	0	0	0.592241634586911	0	0.735097567495322	0	2.08545741032533	0
"GB-GCA-000980475.1-LARM01000066.1"	0.220377924696394	0	0.065002103009215	0.0926615371887151	0.481013334758558	0.128414662619659	0.152511676675245	0.383225932435071	0.0697571183968546	0.092301237675687	0.248338324446717	0	0	0	0	0	0.115327116110201	0.162253853529021	0.227254444533827	0.0559019565684799	0	0.679978413383702	0	0.389046835253629	0.147777651472093	0.229551769964963	0.0460193281178095	0	0.607877879242197	0.902468636179684	0.452074222905094	0	0.0755342218756853	0.56898566771237	0.0986679822397632	0.0774015996330591	0.255697111071236	0.0585732782538998	0	0.380514487296365	0	0	0	0	0	0.0484987434416472	1.83207297107664	0.236028323398808	0	0.273369782637685	0	0	0.453417743177346	0	0.0525187097903628	0	1.03794810259487	0.231252064750578	0.0855935376879046	0.352490421455939	0.242760534073175	0	0	0.494691991044992	0.0436663887896471	0.753230198736891	0.456489554202994	0.092924102872448	0.231876449227808	0	0	0	0	0	0.151384083044983	0.541009750287664	0.356371026606174	0	0.47251181279532	0	0	0.167177486765116	0	0.394827756391274	0.290493839527196	0	0.515554514031285	0.305867086847715	0.141915864166244
"GB-GCA-003463955.1-QSEG01000126.1"	0	0.169217186580341	0	0	0	0	0.146157023480444	0	0	0	2.07435541596669	0	0	0	0.1478633742422	0.190114068441065	0	2.69685571698995	0	0	0	0.442525634106854	0	0	2.26781857451404	0.265796786275221	0.337475072863936	2.61659732866214	1.04947526236882	0	0.913012646259307	0	0	0	0	0.355474013129605	0	0	0	0.784811130048753	0.152923185507587	0	0	0.125064571381964	0.157086339306493	0	2.67794495985032	0	0	0	0	0	0	0	0	3.25515764889062	0.554972251387431	0	0	0.659003831417625	0.693601525923357	0	0	0	0	0	0	0	0	0.217999838891574	0	0	0.353811514956578	0.117171841756344	0.129757785467128	1.43327209964269	0	0	0	1.02726195179771	0	0	0	0.493534695489093	0	1.97808072707832	1.08383619427031	0	0
"GB-GCA-003471845.1-QRKF01000046.1"	0	0	0	0	0	0.134251692738735	0	0.156219488381176	0.0866679349779102	0	0	0	0	0	0	0	0.041289955150566	0.0319590923617769	0.34188721744027	0	0.0808799741184083	0	0	0	0	0	0	0	0	0	0	0	0.0609146950610365	0	0.0669532736626964	0	0.314013996052395	0.123312164745052	0	0	0	0	0	0	0	0.057316696794674	0.15202307632338	0.176021122534704	0.125764591550906	0	0.280112044817927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0873327775792942	0.1825134712324	0.193288369797664	0.117521659515155	0	0	0	0	0	0	0.0528642829680892	0.135252437571916	0.264773654305792	0.169225190378339	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008669045.1-RQAJ01000001.1"	0	0	11.0962413489848	0.911723339124679	0	2.16553817417698	0	0	0	1.38451856513531	6.53714118764152	0	0	0	0	1.87143536121673	0	0	0	0	0	0	0	0	0	0	0.42184384107992	0.147799430698489	0	0	0	1.66859061811313	0.289953948490534	0	1.81126224540137	0.0802683255453946	0	0	0.780353454211614	1.62115026358556	0	0	0	0	2.0799394926693	0	0	0	0	0	0.369238604532722	0	0	0	0.560199571097203	0.194628260023355	0	0	0	0.475095785440613	0	1.71210846652482	0.202522323483384	0	1.52038426422135	0	0	0	0.573128582053638	0	0	0	0	1.06996392340662	0	0	0	0	0	0.207427894112999	0	0	0	0.463922613759747	0.340578984273265	0.240577385725742	0	0	0
"GB-GCA-008671775.1-RPXR01000060.1"	0	0	0	0	0	0	0	0	1.17318790031074	0	1.44620553648382	0	0.195520796302879	0	0	0	0.0327472058090696	0.0122919586006834	0	0.507417759621587	0	1.6082029141932	0	0	0	0	0	0	0	0	0.239333412126226	0	0.0292390536292975	0	0	0	0	3.1413773968802	0	0.420151413056403	0	0.0441744892324683	0	0	0.020363043984175	0	0.237779683480159	0	0.971817298347911	0.620082677690359	0	0	0	1.07904946653734	0	0	0	0	0	0	0.173400381480839	0	1.97919543404216	0	0	0	0	0	0	0	0.156621027636033	0	0	0	0	0.0666168722369138	0	0.410975462347395	0.255006375159379	0	0	0	2.51185666608115	0	0	0	0	0	0
"GB-GCA-008673455.1-RPUK01000107.1"	0	0	0.141475165372997	0.104244229337305	0	0.303525566191922	0.810218282337241	0.156219488381176	0	0.599958044891966	0	0	0	0.0868495331837591	0.28833357977229	0	0	0	0	0	1.56907149789712	0	0	0	0	0.386613507309412	0	0.301072914385811	0	0	0	0.802812467205373	0	0	0.429910494044683	1.10655620216151	0.479992822537233	0	0.487720908882258	0.237821554560228	0	0	0.236434108527132	0.345286968815421	0	0	0	0	0	0	1.08225108225108	0	0	0.65470417070805	0	0.160568314519268	0	0	0	0.398467432950192	0	0.455242713642437	0	0	0.30169504981938	2.89993626513703	0.682678072051324	0	0.949380933630835	0	0.101045824281312	0.642665873252008	0.0357385368643008	0	0	0	0	0	0.142503562589065	0.602528644804425	0	0	0.755313542947479	0.118448326917382	0	0	0	0	0
"GB-GCA-009719285.1-WNCD01000184.1"	0	0.397292525014715	0.110885940427484	0.605609332340531	0.55850992758077	0	0.0127093063896038	0	4.10510072505126	0.0545416404447241	0	0	0	0	0	0.34458174904943	0.21356873353741	0	4.20320167323626	0	0	0	0.765133898432226	0	0.659315675798568	0	0	0.153273483687322	0	0	0.446164755939014	0.377794102214293	0	0.193762686842591	0.0176192825428149	0	0.865781446258748	2.21653616129231	0.120495753959146	0	0.0548955024899031	0	0	0	0.206539446125204	0.123451346942375	0	3.90846901628195	0.062882295775453	0.293372449659955	0	1.62798194713088	0	1.24878758486906	0	0.0291942390035033	3.06284685765712	0	0	0	1.28316282295821	0.133603839873324	0.810089293933536	0.736621650899112	0	0.0579407845182224	0.111037999670999	2.17278417010577	0.0787504921905762	0	0	0	0	0.0555024513582683	0.129757785467128	0	0.400738503814172	0.749425843104073	3.937598439961	0	0.0407110869860225	0	1.01879501141753	0	0	0.0400962309542903	0.00585857402308278	0	0
"GB-GCA-015554585.1-JADNIT010000076.1"	2.26004595114175	5.61359623307828	3.83512407754369	14.1126830479027	7.2392506881163	1.47676862012608	0.467067009817939	3.34407342315954	4.12412539370495	0.578980490874764	0.737710904974071	8.75521371446064	4.35922502666193	1.30756797182215	3.09034452166198	1.20009505703422	5.09290239908877	13.0098089829633	0	2.50268759406579	1.61759948236817	2.22342147868322	1.98034656064811	6.95795301511297	8.80413777424122	5.78712093753776	0	11.993650098533	2.71500613329699	1.61068393363011	2.79813260843872	4.04029803756952	5.15581978996613	2.83877714215415	0.71181901472972	0.375541094515953	2.82612596447156	5.29625747579999	0.470507229745238	0.947322525664909	7.81476689016978	0.784097183876311	0.286821705426357	2.68888828471222	0.212357458692111	5.04386931793131	4.24105402666251	0	2.71537186303093	5.32070942792372	1.42602495543672	2.55480335267569	5.12019847720079	1.75800193986421	0	7.1574542623589	4.23578821058947	3.21275189957053	6.11993794468518	1.82375478927203	0.39882087740593	3.80028700084121	3.47049617969253	6.57543150140825	0.531936008892065	7.63949243872762	4.25645665405494	7.85208669272186	0	3.69139681005317	1.42474612236649	0.205296042844392	2.61248704478039	0.274428787271438	2.27556708958093	4.74594747360559	0.0558171487455454	0.338450380756678	0	3.36329514026077	3.21617587189578	6.88213987183059	1.68628139820833	1.01668147270753	0	8.98155573376103	3.01716562188763	1.49535020236661	2.02399053894239
"GB-GCA-018370675.1-JAGYZX010000010.1"	0	0	0	0	0	0.309362596310997	0	0	0	0.12586532410321	0	0	0	0	0	0	0	0	0	0.245108578800258	0	0	0	0	0	0	0	0	0	0	0	0.42501836499108	0	0	0.341814081330608	0	0	0	0.172136791370209	0	0	0	0	0	0	0	0	0	0.154347453267021	0	0.980392156862745	0	0	0	0	0	0	0	0	0	0	0.267207679746648	1.07705053852527	0	0.535905680600214	0	0	0	0.19250120313252	0	0	0	0	0	0	0.345196519773099	0	0.616463193521093	0	0.424733306993283	0	0	0	0	0	0	0	0	0
"GB-GCA-018383075.1-JAGZOU010000022.1"	0	0	0	0	0	0	0	0	0	0.881057268722467	0	0	0	0	1.42318497708118	0	0	0	0	6.57062997204902	0	0	0	0	0	0	0	1.42325377709656	0	0	0	0	0	0	0	0	0	0	0.218039935735598	0	0	0	0	0.69873032272097	0	0	0	0	6.25393014348597	0	0	0.0483558994197292	0	0	0	0.973141300116777	0	0	0	0	0	0	0	0	0	0	0	0	0.113750710941943	0	0.113676552316476	0	0.350237661270148	0	0	0	0	2.87682823643177	0.0750018750468762	0	0	0	0	0.0987069390978186	0	2.4993317294841	0	0	0
"GB-GCA-900066055.1-FMEF01000035.1"	0	0	0.317363208809697	0.175395052535782	0.339381630635205	1.0448283913145	0	0.468658465143527	0	0.646108663729809	0.146081367321598	0.122450541460988	0	0.50420978987238	0	0.207937262357414	0.320353100306115	0.902229761290164	0	0.791227692969254	0.436751860239405	0	0.435076138324207	0.359120155618734	0.386495396157781	0	0.126553152323976	0.372235603240639	0.261687338149107	0.0971266693646297	0.283654414371824	0.257109875118061	0.358178406958895	0.412130159315987	0.71181901472972	0.0544677923343749	0	0	0.401652513197154	0.210075706528202	0	0	0	0.261004322884098	0	0.211630880472642	0.506743587744601	0	0.680272108843537	0	0.738477209065444	0.370728562217924	0.393532380870904	0.230358874878759	0.306359140443783	0.729855975087583	0	0.536835150313842	0.256780613063714	0	0	0.465139294373794	0.791678173616865	0.202209864952697	0.615299114763209	0.237557216524712	0.51406481329166	0.0874579791740687	0.170626066412915	0.152549540840986	0	0	0.264465172795826	0.0925040855971139	0.341214917339485	0.821608090921937	0.333471683531079	0.278012812764414	0	0.33089687870407	0.223910978423124	0.557258289217052	0	0.493534695489093	0.350596013222478	0.608126169473403	0.213837951842522	0.330583619118238	0.128400067578983
"GB-GCA-900066275.1-FMFG01000089.1"	0.698644910207718	0.4635079458505	0.913853095247199	0.297840655249442	1.87595200555838	1.19659117441046	0.241476821402472	0	0.131058828503181	4.73253618628068	1.13213059674239	0.141583438564267	0	2.09886371860751	0.543397900340086	3.45175855513308	1.83526731686481	10.4604567691816	0.844662537205374	2.34358202537089	2.34551924943384	0.679978413383702	0	0.59853359269789	0.181880186427191	0.459103539929926	5.15416474919466	2.83008539522663	0.0954068420335287	2.00728450020235	0.913012646259307	0.650645398257949	0.845495967447187	0.879621086301286	1.05010923955177	1.20975833500559	0	0.0801529070842839	4.23456506770714	1.77969796662571	0.219582009959613	0	0.856589147286822	0.875451999673745	3.74970909937165	0.996428728892024	4.84914633195603	0.64807776933232	1.32624478362774	2.14695292705694	1.70613700025465	0.274016763378465	0.235263923346736	0	3.31305527594205	1.83437135072012	0	4.78196233894945	1.54068367838228	0	0	0.974813202038696	1.53732854644205	2.30374810428252	1.11150807828193	0	0	0.185848205744896	8.14630091438072	0.143990655711294	0	0.853912526033918	0.886315714234659	5.22031389719713	0.96357170319108	10.8323071643418	3.3747906856922	0.531850598331923	1.0875271881797	0.814895298301067	0.359614601709866	0.75229869044302	0	0.651465798045603	3.95171792046479	1.28976209569634	0.164040072646318	5.19356134334353	0.550768710930901
"GB-GCA-900112995.1-FONU01000001.1"	0.684578234163267	0	0	0.380574170596509	0.104219555864354	1.0214802708382	0	1.30101542667448	0	0	0	0	0	0	0	0.552519011406844	0	0	0.140777089534229	1.10943883035906	0	0	0.382566949216113	0.76313033068981	0.244401500511538	0.881962063549595	0	0.530983139916794	0	0	0	0	0	0.652026819216338	0.313623229262104	0	1.04073210120223	0	0	0.150620317888145	0	0	0	0	0.375261810565511	0.154314183677968	0	0	0.360144057623049	0.253367115615415	0.547491723962312	0.338491295938104	0.941055693386945	0.65470417070805	0	1.26994939665239	0	0	0.449366072861499	0.934865900383142	0	0.435449552179722	1.22433950105864	0.148046508268939	0.103211464411893	2.52042412654267	1.43526895871031	0.0956571647216377	0	0	0	0	0	0.206592457833554	0.261918492887351	1.13046813492945	0.820082723876859	0	0	0	0.549599674311304	1.22596823627751	0	0.335603592932583	0	1.02913659449345	0	0	0.861632032437912
"GB-GCA-900542515.1-UQOA01000002.1"	0	0.257504414361389	0.340305127518832	0.471581037478282	0	0	0	0.248974809607499	0.0718709704694866	0	0.0584325469286393	0	0	0.127861812742757	0	0.362404942965779	0.223535274435823	0	0	0	0	0.582838640043173	0.127522316405371	0	0	0	0	0	0	0	0.419572154591656	0.28334557666072	0	0	0	0	0.619056163646151	0.157223010049941	0	0.0277458480320266	0	0	0.13953488372093	0	0.395624854549686	0.105815440236321	0	0	1.22906305379295	0.280037338311775	0	0.153127014829142	0	0	0	0	0	0	0	1.57854406130268	0.416160915554014	0.351328615963185	0	0	0	0.680804218089113	0.50172725777266	0.144852278007051	0	0	0	0.121987503719131	0	0.60127655638124	0.062475970780469	0	0	0.664813247914904	0.480012000300007	0	0.603881123626001	0	0	0.227025959924983	0	0	0	0	0
"GB-GCA-900545115.1-UQXN01000021.1"	0	0	0.095591327954728	0.188632414991313	0	0	0.714898484415213	0	0	0	0	0	0.164415215072876	0.149574196038696	0	0	0	0	4.63558844823425	0	0	0	0	0	0	0	0	0	0	0	0	0.194144191415678	0.151068443751371	0	0	0	0	0	0	0	0	0	0.577519379844961	0	0	0	0	7.8129375525063	0	0	0.458365164247517	0	0	0	0	0	0	0	0	0	0	0.291949131575041	0.340605725858418	0	0	0	0	0	0.122500765629785	0	0.0985196786742788	0.830110086283844	0	0	0	0	1.47557641940147	0	0	0.469182141446069	0	0	0.843140699104163	0	0	0	0	0	0
"GB-GCA-900553025.1-USBT01000031.1"	0	0	0	0	0	0	0	0.954403436828744	0	0	0	1.03317644357709	0.328830430145752	0	0	2.51901140684411	0	0	0	0	0	0	0	0	0	0	0	0	0.0872291127163691	0	0	0	0	0.2368210616965	0	0	0.744661762067109	0	0	0	0.870485825197036	0.522731455917541	0	0	2.26029788224343	0	0	0	0	0	0	0	0.278039182137052	0	0.179438925117073	0	0	0	0	0	0	0	0	0	0	0.0898082160032447	0.143938147721665	0.560277679083878	0	0.507995005638795	2.58172081038751	0	0	1.03912922820758	0	0.0504673274522074	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900756345.1-CAAEJT010000082.1"	0	0	0	0	0	0	0.0826104915324246	0	0	0	0	0	0	0	0	0	0	0.086043710204784	0.185021317673558	0	0	0	1.09519165854024	0	0	0	0.187912256481055	0	0	0.161877782274383	0.130008273253753	0	0	0	0	0	0	0	0	0	0	0.132523467697405	0	0	0.125087270188504	0	0	0.160019202304276	0	0	0	1.12024500322373	0.265206604499957	0	0	0	0	0.185827552031715	0	0	0	0	0	0	0	0	0.115150518177332	0	0	0.0151039149347511	0.128833425958672	0	0	0.249761031112207	0	0.0868038032177968	0.0515235219189649	0	0	0	0	0	0	0	0.0951617750175298	0	0	0.169926159359842	0
"GB-GCA-900762515.1-CAAFHA010000156.1"	0	0.331077104178929	0.401483577409857	0.211797799288492	0	0.0817184216670558	0	0	0	0.172015942941053	0.204513914250237	0.298473194811158	0	0.0192998962630576	0.458376460150821	0.451520912547528	0.0469851213782302	0	0.132732684417987	0.159105568694904	0.161759948236817	0	0	0	0.0511538024326475	0	0.839852738150023	0.0547405298883293	0	0	0.260016546507505	0.503725469619058	0.487317560488292	0	0.0740009866798224	0	0	0	0.37870094101446	0	0.337215229580834	0	0.166666666666667	0.127783366412006	0.165813358156854	0.0617256734711873	0	0.196023522822739	0.120048019207683	0	0.343773873185638	0	0.13688082812901	0	1.09851634644842	0.0973141300116777	0	0	0.0320975766329642	0.168582375478927	0.329460724813595	0.232569647186897	0.303783485225076	0	0.103211464411893	0	0	0	0.393752460952881	0.472249073626551	0	0	0.239448196990815	0.292929604390861	0.240292195309496	0	0.111634297491091	0	0	0.19261161596207	0	0.125383115073837	0	0	0.170289492136632	0	0	0	0.0574421354958608
"GB-GCA-900767615.1-CAAFZU010000193.1"	0.286022412903831	0	0	0.105898899644246	0	0.14008872285781	0.123915737298637	0	0.0528463018157989	0	0	0.0535721118891823	0.186633487380021	0	0.11089753068165	0.0534695817490494	0	0.189296162450525	0.00603330383718124	0	0.48527984471045	0.32379924446843	0	0	0	0	0	0	5.55813002589614	0.708215297450425	0	0	0.0901537486903341	0	0.58143632391289	0.13473611787977	0	0.114063752389173	0	0	0	0	0	0.206628422283244	0.130905282755411	0.33949120409153	0.29625009745069	0	0.251529183101812	0.326710228030404	0.623885918003565	0	0	0	0	0.155702608018684	4.47877606119694	0.25602907168814	0.342374150751618	0	0	0.356276906328863	0	0	0.134968838077091	0	0	0.0655934843805515	0	0	0.143990299600869	0.107110978875335	0	0.111004902716537	0.201845444059977	0.468336798756485	0.0787164918206409	0	0.232505812645316	1.43224022125642	0	0	0	0	0	0	2.09736950026364	0	1.00354789660416
"GB-GCA-902646515.1-CACRCQ010000098.1"	1.4441787405636	1.43466745144202	1.12033036362941	2.06171920244891	0.22180059324978	1.46509455988793	0.320909986337496	1.8526654950205	1.63612150421713	0.826515628277743	4.93755021547002	0	0	4.3641890424839	3.58938340972941	1.00998098859316	0.758880899836264	0.0172087420409568	0	0.864330251558804	0.598511808476221	1.79168915272531	5.1984097217013	0.478826874158312	2.44401500511538	0	0	1.25355813444274	0	0	2.82767994326912	1.35376219960122	3.18462025779099	0	0.690675875678342	0.610612619327466	2.83061187870088	2.39842160429126	0.223777828781272	3.65452455507551	0.207818687997491	0	2.39147286821705	1.58233870748484	0.8959739353037	0.709845244918654	0.440477118578	0	1.90361859029326	1.10014668622483	0.623885918003565	4.33591231463572	1.43724869535461	3.94034917555771	0	0.569287660568315	0	0	0.871984165195528	0	3.39864747702445	2.15250630907022	2.21853999815889	0.0505524662381743	0.678813862093605	0.915464395387914	1.36946866260898	1.54144688294296	0	0.301574834863863	0.17177790127823	9.76495090746802	2.14788606554448	2.68570195183621	1.78056516724337	0	0	1.59555179499577	1.18502962574064	0.266693006716713	1.70308047224861	0.37614934522151	3.21447391533462	0	0	1.91125367548784	0	0	0.949484710255111
"GB-GCA-905205225.1-CAJLCQ010000073.1"	0.642378206029915	0.515008828722778	1.05150460750201	0.944816745263506	1.69690815317602	1.1148727527434	1.03898579735011	0.202597148994337	0.317077810894794	0.973358506398154	1.38777298955518	1.31251674128497	1.47529328119445	0.53798460833273	0.861304154960816	0	0.636434825941482	0.897312977849891	0.542997345346312	0.842829499032466	0.647039792947266	0	0.495086640162028	0.957653748316624	1.23905877003524	1.14775884982482	2.86853811934346	0.777315524414276	1.37385852528281	1.3314447592068	0.434345822006855	2.09885612341274	0.75046904315197	2.30054745648029	1.24744520403129	0	0.457563251390633	0.357605277760651	0.722974523754877	2.53279955606643	0.933223542328353	1.25529173568931	1.43410852713178	0.889045974823958	0.378170816848964	1.82090736740003	0.830279878381539	0.612073448813858	0.857485851483451	1.29350580077344	1.12044817927171	0.644745325596389	0.881170331080503	2.25509214354995	2.21016237034444	0.802841572596341	1.50592470376481	1.22646184340932	1.29460225752956	1.79310344827586	0	1.97436785590578	0.994200497100249	2.80205098577309	1.01226628557818	0.30998319717249	0.329001480506662	1.42392522342781	0.603753773461084	1.21334783309167	1.16202697923508	0.282653972032133	0.825560201565348	0	0.725682429834679	0.890243656256939	1.53854961285798	1.40215157742052	0	0.923548004741209	2.17125797258787	0.738367233212594	2.42402950992447	1.42137992300859	2.49924872282881	0.588078053996258	1.07211904622415	1.40266320635215	1.06436898124683
