"X"	"SRR10022095"	"SRR10022096"	"SRR10022097"	"SRR10022098"	"SRR10022099"	"SRR10022100"	"SRR10022101"	"SRR10022102"	"SRR10022103"	"SRR10022120"	"SRR10022121"	"SRR10022122"	"SRR10022123"	"SRR10022124"	"SRR10022125"	"SRR10022126"	"SRR10022127"	"SRR10022128"	"SRR10022129"	"SRR10022157"	"SRR10022158"	"SRR10022162"	"SRR10022180"	"SRR10022181"	"SRR10022182"	"SRR10022199"	"SRR10022200"	"SRR10022201"	"SRR10022203"	"SRR10022204"	"SRR10022205"	"SRR10022206"	"SRR10022207"	"SRR10022229"	"SRR10022230"	"SRR10022231"	"SRR10022232"	"SRR10022233"	"SRR10022234"	"SRR10022235"	"SRR10022238"	"SRR10022239"	"SRR10022240"	"SRR10022258"	"SRR10022259"	"SRR10022268"	"SRR10022269"	"SRR10022270"	"SRR10022271"	"SRR10022272"	"SRR10022104"	"SRR10022163"	"SRR10022165"	"SRR10022178"	"SRR10022183"	"SRR10022225"	"SRR10022237"	"SRR10022251"	"SRR10022262"	"SRR10022279"	"SRR10022110"	"SRR10022175"	"SRR10022189"	"SRR10022194"	"SRR10022214"	"SRR10022256"	"SRR10022257"	"SRR10022267"	"SRR10022273"	"SRR10022115"	"SRR10022160"	"SRR10022167"	"SRR10022168"	"SRR10022170"	"SRR10022173"	"SRR10022208"	"SRR10022219"	"SRR10022245"	"SRR10022284"
"GB-GCA-015657165.1-JADBMQ010000006.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214778595256592	1.13475868114742	0	0	0	0	0	0	0	0	0	0.503695035551203	0.544076605986123	0.930905552140955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0996109787451709	0	0	0	0	0	0.556542115958479	0	0	0.895862946061195	0.633551396083125	0	0	1.8232946298984	0	0	0	0	0	0	0	0.014021902211254	0	0	0	0	0	0.126383842311852
"GB-GCA-018052775.1-JAGPMS010000005.1"	1.5929967492615	1.74332244038134	0.646361249983511	0.818807135319322	0.807041097933915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0651190421788603	0.0194808357278527	0	0	0	0	6.83547217586465	4.02635962053733	5.93693040823945	5.96396376269255	5.39562550343888	0	0	0.0102438024994878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06731596580195	0	0.0724182880316709	0.215081918156654	0	0	0	0.299346879535559	0	0	2.38664554502795	0	0	1.97084667456175	0	0	0	0	0	6.69457219177705	0	0
"GB-GCA-018366555.1-JAGZHV010000024.1"	0.0283259371164196	0	0.0910182168344128	0.0508575860446784	0	0.030148450972589	0.0233372228704784	0.0100599284307949	0.046191205194531	0	0.163693366256971	0	0.656261591577025	0.607508114397697	0.36337793987503	0.0926365009870199	0.101597486799011	0	0	0.0351587770370995	0	0.0830740662312065	0.0559795274870904	0.141236059026932	0	0.0312075485552741	0	0.0209352549693684	0	0	0.0109800821310143	0.0100535069983579	0	0.0457904577773821	0.106254960698466	0.112681827494366	0	0	0	0	0.0501679535837369	0.0206273129891403	0.0205819066329872	0	0	0.0405295865982167	0.0209918008495505	0.032441200324412	0	0.0357370375549651	0	0.0457672064504839	0	0	0	0	0.241468980523271	0	0	0	0	0.0371463359266979	0.317537464560551	0	0.0559385582970489	0	0.0934751039075932	0.0149445556983591	0	0.596327166768313	0	0.350317913506507	0.0827292230463985	0	1.28196385952949	0.508108108108108	0.72838928207529	0.0412933063550398	0
"GB-GCA-018370675.1-JAGYZX010000010.1"	0.729730094284905	0.478029546006968	0.237438826524555	1.12903841019186	1.12926083389274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276470319426039	0.326303998441533	0	0.436905679773837	0.78497198291822	0.698576402662083	0	0	0	0	0	0.176802045307114	0.268837852369614	0.239448883425528	0	0	0	0	0	0.391918946793666	0.0841987089531294	0	0	0	0	0	0	0	0	0.144032090888288	0	0	0	0	0.0398025792071326	0	0	0	0	0.924531027508925	0	0	0.885945815191098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900066145.1-FMEX01000041.1"	0.724334677691301	0.464525886515246	0.390454959173713	0.279716723245731	0.502722458417245	0.14230068859062	0.187926057851747	0.35066036244485	0.197962307976561	0.210822206605762	0.219182642954249	0.346129641283826	0.28533112677262	0.206993692204054	0.245380675266164	0.273498241009297	0.473230399037497	0.376049298850017	0.316280443531019	0.192670098163305	0.187231917935683	0.11402322816048	0.516382580084997	0.233770028734233	0.295561566977257	0.666372948562617	0.280170817802572	0.111287407995064	0.0840191057144501	0.108624809906583	0.130662977359071	0.10165212631673	0.0917033273437016	0.256935346417533	0.276518933865888	0.254814587174759	0.436436884512086	0.631740657135691	0.352625097951416	0.169739192041446	0.462417659119661	0.052174968149002	0.510805500982318	0.352813309923919	0.271957581458993	0.537017022426371	0.439593006025882	0.354149770208164	0.192814701137213	0.358924159791171	0	0.0673047153683587	0.270784739537253	0.787836741413167	0.0750567004421819	0.19721833836191	0.151249800987104	0.20870329348443	0.116491747593956	0.0434509728190026	0.1758060896237	0.489093423034856	0.0615633859862292	0.211290120796786	0.216194968553459	0.0344640182394189	0.0567527416581816	0.39453627043668	0	0.0406586704614759	0.349430530578827	0.0998406053493545	0.175273777640675	0.621964222248549	0.168769178315718	0.375975975975976	0	0.1032332658876	0.522548578789389
"GB-GCA-900112995.1-FONU01000001.1"	0.356097495177846	0.159343182002323	0.441900038254033	0	0.116357126874021	0.12541755604597	0.229687404041024	0.316169179253553	0.108219395027187	0	0.194212468440474	0	0.269637914800126	0.0379692571498561	0	0.0551407743970356	0	0.192876898442428	0	0.292521024948668	0.0431200780700361	0	0	0	0	0	0	0	0	0.312598064064499	0.0977227309660276	0	0	0	0	0	0	0	0	0	0	0.0182005702845356	0.0617457198989615	0	0.0821004019498845	0	0	0	0	0	0	0	0	0	0	0.0264920156008536	0.0650108793716499	0.111674569320616	0	0	0.0766813795167203	0	2.56298096395302	0.569927299517647	0.297835026608611	0.616375710820376	0	0	0.47285578716581	0.0722820808204016	0	0	0	0	0.303443573133311	0.867267267267267	0	0	0
"GB-GCA-900542515.1-UQOA01000002.1"	0.0296747912648205	0	0.0408922423458956	0	0	0	0	0	0	0.916618289590272	0	1.53688185220761	0	0	0	0	2.6655972194372	1.71527002765782	1.81522822649126	0	1.37303406486168	1.21516183153883	0	0	0	1.94404670117854	1.49342153982869	0.328352946361673	0	0	0	0	0	0	0	0	0	0	0	0	0.796143611220172	2.06273129891403	1.16381326597437	0.344452804949419	4.07081159668178	0.844366387462848	0.259310481082683	1.32873749662071	1.77992890777686	0.633943970540251	0.0378205885829098	3.40292640902422	0.0241293332260919	0	0	0.164839208183089	0	0	2.31132691721465	0.0691996974524856	0	1.90890892956642	1.88092345078979	2.47848871960967	0	0.0159064699566549	0	1.7813910392444	2.73896397133414	3.42436357886653	1.99716361828735	3.8710129442469	0	0	0	0	0	0	0
"GB-GCA-900553055.1-USBV01000043.1"	0.714892698652495	1.05193507440516	0.955031724465433	0.69420604950986	0.727977921981055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0365580587670795	0.146106267958895	0	0	0	0	3.16510329746216	1.84662176841191	2.56714320223115	1.19748438913774	2.72755437139848	0.0661417723451074	0.0524873902245436	0.0806699446834665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145942790426153	0.0732292257840104	0	1.26490609761985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900762445.1-CAAFGP010000033.1"	0.130838852394891	0.176897939341562	0.0831035892835943	0.105529491042708	0.134258223316178	0.283395439142337	0.334090769514217	0.423954126726356	0.422319590349997	0.210822206605762	0.116527481064284	0	0.189745199303792	0.285381835997305	0.0683847783528655	0.15549698379964	0.109618341019985	0.0424571789024213	0.0590718338112409	0.352994121452479	0.0635453782084742	0.198726197651121	0.0594068454965041	0.053572298251595	0.146528403967538	0.0936226456658222	0.0950359161709165	0.049583498611662	0	0.0374152123011562	0.0549004106550717	0	0.0904640931904083	0.0635978580241418	0.0640090124689556	0	0.215420769919427	0.139515926761976	0.0769618269338408	0.171215185015719	0.115604414779915	0.0558150822059091	0.0636168023201422	0.0451467268623025	0.188146754468485	0.246554985139152	0.219796503012941	0.220329818869965	0.173139731633416	0.158485992635063	0.0460938423354213	0.0982648844378037	0.288211480200542	0.537375210187787	0.0897417070504348	0.0456251379792479	0.0955261900971183	0	0.172015851587336	0.318640467339352	0.243136081394479	0.0557195038900468	0.157148643175375	0.116765593071908	0.101294146105467	0.0768812714571652	0.232018561484919	0.115073078877365	0.103079289243758	0	0.13597087591561	0.0665604035662364	0.119186168795659	0.438336689965644	0.37163314012956	0.116516516516517	0	0	0.106940174263875
"GB-GCA-900762515.1-CAAFHA010000156.1"	0	0	0	0	0	0	0	0	0	0.290262458370253	0	0.405750057964294	0	0	0	0	0.17645879286144	0.17104177786404	0.0713784658552494	0	0.149785534348546	0.159632519424671	0.053694648814148	0.0990275816165847	1.53541729285643	1.4337114953923	0.970106884549875	2.69073119132619	0.210623237612937	0.0591401742824728	0.0406263038847531	0.0815451123200143	0.200755932833509	0.0635978580241418	0.119056763192257	0.0870723212456464	0.95680393912265	0.724228743416102	1.39930594425165	1.5394606721672	0.157047506870828	0.675847843232421	1.69894283843203	0.423041551709723	0.123150602924827	0	0	0	0	0	2.04940314383643	0	0.0187672591758492	3.90390743506226	0	0	1.01629252242212	0	0	0	1.93012643076233	2.00383845471243	0	0	0.120948234155781	0.38838297477499	0	0.270496458140299	0	0	0.467856777344036	0.99490287435848	0	0.313943845515934	0	0	0	0.148655902878143	0.585740499945315
"GB-GCA-900767615.1-CAAFZU010000193.1"	0.24549145500897	0.745402003943069	0.224247780606524	0.525104575911304	0.962183933765943	4.63200800742858	1.1840569919548	0.153773191727865	0.370849390276091	1.46506156619512	1.78120578198263	1.41432877347554	2.33400861700003	2.44595504929879	0.964091286974711	0.475313475302447	0.497292961700421	2.78519093599884	1.49771711975584	2.01108204652209	1.67487461135193	2.34399179032757	1.43947356395375	0.264614685303333	0.121480813545737	2.12211330175864	1.20090839525067	0.442945920930848	0.611152673073603	0.604678108479977	1.80292948591255	0.88805978485495	1.0669806059855	2.14579172973454	0.514632460250403	1.90918869084204	0.720400626678603	0.319789315274643	0.514944587484608	1.29739782438636	1.83003969811979	1.27403991991749	0.617457198989615	4.28893905191874	0.239459505687163	1.26092047194452	4.36382495307715	1.88294133549608	2.70858746835609	3.47892291676378	0.147736674151991	1.37301619351452	0.14343548084399	0.304551814964195	0.928418751121771	0.304658179409817	0.73236745741124	0.221518407996631	3.22584157122327	0.12552503258823	2.61464801376524	0.817219390387354	0.129607128392062	0.533785568328723	0.878386550556362	1.42495460028367	0.155235440417967	0.286935469408494	0.551392388494388	0	0.763191368042458	6.85046679861975	0.356156316165851	0.592346878331951	0.114217524718718	0.0504504504504504	1.27777930768595	1.49481769005244	0.379151526935556
"GB-GCA-905205225.1-CAJLCQ010000084.1"	0.250886871602574	0.275474653631134	0.164888073975386	0.233944895805521	0.255090624300738	0	0	0	0	0.0718017660179046	0	0	0	0.38091738624533	0.368741451902706	0	0.180469219971927	0	0.185830143864529	0	0.256450990627057	0	0	0	0	0	0	0	0.250906370489728	0	0.122976919867361	0.120642083980295	0.0594832393580767	0	0	0	0	0	0	0	0	0	0	0.0652119388011036	0.336953733002651	0	0	0	0	0	0	0	0	0	0.190905085907289	0	0.805338852624317	0.241656445087234	0.185080346644602	0	0	0	0	0	0	0.0702535756418923	0	0	0	0	0	0.178662135888319	0.12199054923791	0	0.243777702011592	0.542942942942943	0	0	1.17634191690262
"GB-GCA-905212165.1-CAJMDO010000177.1"	0.879452904757409	0.468576984362762	0.853460670896595	0.338202947197111	0.565376295964795	0	0	0	0	0.372758104433377	0	0.357722500082806	0	0	0	0	2.50116970790723	0.0181959338153234	0	0	0	0.44469058982587	0.784855824155737	1.1639799347392	0	1.05004222197746	0.941719532966355	0.565251884172947	0.0195660931115843	0	0.0131760985572172	0.0223411266630176	0.0123923415329326	0.848395426042051	1.12655861945362	1.40468141774227	0	0	0	0	0.817955764952231	1.15998301280107	0.525774160351763	0.259175654209514	0	0.577546609024588	0.160525535908328	0.0581238172479048	0.161334749931138	0.439720940350223	0	0.783426886887695	0	0.809002504615312	0	0	0.122061242901873	0.166596488658624	0	0	0.0243136081394479	2.30307282745527	0	0	0.988751814223512	0.0689280364788378	0.315478475688127	0.204740413067519	0	0	0.065792359314005	0.805731201064966	0	0	1.08932833276509	0	0	0	1.20307696046859
"GB-GCA-905212915.1-CAJMGJ010000030.1"	0.0930709362396644	0.113430739730467	0.216333153055706	0.120786766856111	0.143208771537257	0	0	0	0	0.329982584252498	0	0.139114305587758	0	0	0	0	0	0	0	0	0	0.21338632698604	0.0754009962071014	0.167210506664069	0.16907123534716	0.214781363586298	0.196242995729555	0	0	0	0	0	0	0.0737735153080044	0.0550477507233018	0.106279450932186	0.0615487914055506	0.965638324554803	0	0.131363374710336	0.53876019718187	0.124977249287144	0.559453643933015	0	0	0	0	0	0	0	0	0.19518367456824	0	0	0	0	0	0	0.426773505204024	0	0	0.216686959572404	0	0	0	0	0.091805905623529	0	0	0	0	0	0	0	0	0	0	0.524424990709006	0.127599071564851
"GB-GCA-910574205.1-CAJSYJ010000007.1"	0.176699893440522	0.293029410970373	0.593597066311388	0.205973223480947	0.356530170806295	0	0	0	0	0.0244431543890739	0	0	0	0	0	0	0	0.0558008637003251	0.139064942097296	0	0.0714885504845335	0	0	0.027597850614458	0.249223524696924	0.053236406358997	0.0703512626200291	0.0143241218211468	0.049490706105772	0.0313805006396794	0.0395282956716516	0	0.00867463907305285	0	0.0217630642394449	0.0192071296865396	0.260183527305282	0.418547780285929	0.400201500055972	0.366046257619814	0	0.0266941697506522	0.0243240714753485	0.0133768079592007	0.167621653981014	0.0303971899486625	0	0.016220600162206	0.0118049817022784	0.0217529793812831	0	0.678431530913056	0	0	0.254540114543052	0	1.15294804436661	0.0585833806272083	0.182902930801725	0.0563253351357441	0.117827485598863	0	0	0	0.285740203193033	0.0238597049349823	0.257056535745881	0	0	0.151340606717716	0	0.071815172268834	0.0574897990661413	0	0.465393794749403	0	0	0	0.177423470937792
"JF750939"	0.107908331872075	0.205255624274178	0.168845387750795	0.123329646158345	0.181994480495264	0.0410018933227211	0	0.0919764885101246	0.0395924615953123	0.329982584252498	0.0499403490275504	0.036434699082508	0	0.0575662930981689	0.0522942422698383	0.0507295124452728	0.0401042711048727	0.0327526808675821	0.0196906112704136	0.0365651281185835	0.0340421668973969	0.28831587692007	0	0	0.204137861937682	0	0	0	0	0.0205180196490212	0	0	0	0.0190793574072425	0	0	0.267177708146822	0.214760471532481	0.11054516959588	0.267154728343493	0.141778999258387	0.052174968149002	0	0.0250815149235014	0.109467202599846	0	0	0	0	0	0	0	0.117965629105338	0.0964218101431041	0.0571083590320949	0.0941938332474796	0.0570503635302234	0	0.0903627574794234	0.025748724633483	0	0.111439007780094	0.202511138112596	0	0.0650096758587325	0	0.0834599142032082	0.0732283229219595	0	0.0722820808204016	0.0950334078980072	0.0420381496207809	0	0.061209177427635	0.0323900443232185	0	0.0853688761600529	0	0.0668376089149218
"JN703378"	0	0.0459124422718557	0	0.0661148618580819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0514097701412055	0.0957807756619426	0.306832982667067	0	0	0	0	0	0	0	0	0.0585100293822104	0.0499270297257854	0.0243290309362835	0.201432408236347	0.348006019563582	0.130135452815404	0.296674587828962	0	0	0	0	0	0	0	0	0	0	0	1.53993188762805	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516960273591283	0	0.149445556983591	0	0	0.245624808105619	0	0	0	0	0	0.00963842150194145	0	0
"MG963286"	0.0687915615684476	0.0931752504928836	0.108166576527853	0.130958284065047	0.153651077795182	0	0	0	0	0.3391487671484	0	0.341161273227121	0	0	0	0	0	0.090979669076617	0.0603024970156417	0	0.088509633933232	0.418628137674903	0.0548370881506192	0.102274387571227	0	0	0	0	0.0978304655579214	0	0.0625864681467817	0.0714916053216564	0.042133961211971	0.0267111003701395	0.0883324372071588	0.053779963122311	0	0	0	0	0.346813244339746	0	0	0.214028927347212	0.480629436414949	0	0	0	0	0	0	0.130571147814616	0	0	0	0	0.0610306214509367	0.0604141112718086	0	0	0	0	0	0	0.52007740686986	0	0	0.0956451564694982	0	0	0.169598081787213	0	0	0	0	0	0	0	0
"MJ005-barcode33-umi61906bins-ubs-5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138235159713019	0.0957807756619426	0.0751427712654043	0.0936226456658222	0.0814593567179285	0.136630085063247	0	0	0	0	0	0.198425317035322	0.199708118903142	0.192071296865396	0.145478961504029	0.263355906696764	0.0951528042091123	0.0428037962539298	0	0.0861493660134684	0.0449059781083357	0	0	0	0	0	0	0	0	0	0	0.0905424314758416	0	0	0	0	0	0	0	0.140330602389748	0	0	0	0	0	0	0.0392683006642888	0	0	0	0	0	0	0.284684684684685	0.210668355685292	0.0454226369905438	0
"MJ005-barcode33-umi70860bins-ubs-3"	0.37633030740386	0.305182704512923	0.143782400506536	0.280988162896848	0.171552174237339	0.165213511329788	0.184241233187987	0.320480577152465	0.109539143747031	0.0824956460631244	0.144272119412923	0.115928587989798	0.158358775358804	0.16412517606712	0.233312773203894	0.0760942686679092	0.0949134416148653	0.248677762142753	0.214135397565748	0.112508086518719	0.240564646074938	0	0.114243933647123	0.0600659101608792	0.127742711151187	0.3047325329515	0.311026634741181	0.353695623429856	0.0230189330724521	0.0422429816303377	0	0	0.0334593221389182	0.0750454724684873	0.0755306347133676	0.0691456668715427	0.153871978513876	0.163029847002759	0.0769618269338408	0.0870835854821331	0.0763425380622083	0.219620214766729	0.301244269810085	0.229077836301313	0.200119729752844	0	0.107428627877112	0.132468234658016	0.200684688938732	0.0823505648005718	0	0.11441801612621	0	0.0564420352057195	0.256171781943969	0.138347192582236	0.0557236108899857	0.336854438606448	0.557418455776684	0	0.130919428443181	0.163031141011619	0	0	0.192005321722303	0.0212086266088732	0	0.121050901156709	0	0	0.0745646738892057	0	0	0	0	0	0.0812381240877922	0.422568168366574	0.102079257251881
"MJ005-barcode51-umi75914bins-ubs-3"	0.696008740574882	0.789964080265752	0.82971678824414	0.656062859976351	0.94279107928694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0754009962071014	0.324680595464212	0	0	0	0	0.515624100822927	0.296907813744659	0.3063442914553	0.210006590632366	0.0557655368981969	0.133555501850698	0.142100007681081	0.208717475927064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0402760741812057	0	0.188287548882344	0	0	0	0	0	0	0.565858218297752	0	0	0	0	0	0	0	0	0	0	0	0
"MJ005-barcode65-umi112088bins-ubs-3"	0	0	0	0	0	0.348516093243129	0.378308665479334	0.307546383455729	0.283745974766405	0	0	0	0	0	0	0	0	0	0	0.233454279526341	0	0	0	0	0	0.115651503469545	0.133297129174792	0.044074220988144	0.0633020659492433	0.527433799213074	0.0516063860157674	0.0435651969928844	0.0346985562922114	0	0.0371252272319943	0	0	0	0	0	0	0.239034156403567	0.136589016746188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181850367723974	0	0	0	1.52212290968737	0	0	0	0	0.463038711999738	0	0	0	0	0	0	0	0	0	0
"MJ005-barcode66-umi95834bins-ubs-3"	0.205025830556942	0.110730007832123	0	0.0877293359270702	0.0686208696949355	0	0	0	0	0.0809679489138073	0	0	0.115559106342911	0	0	0	0	0.11160172740065	0	0	0.0510632503460954	0.0798162597123357	0.225060549284833	0.19967856621049	0	0	0.0543062378119523	0	0	0	0	0	0	0.172986173825666	0.124177484189774	0.162620364679369	0.0713406445837064	0	0.032184036717788	0.0428037962539298	0	0.0776557665473518	0	0	0	0	0	0	0	0	0	0.152108656732491	0	0	0.124006722469692	0	0	0	0	0	0	0	0	0	0.0801282051282051	0.120624063837966	0.0717755262147591	0.0732283229219595	0	0	0.122812404052809	0	0	0	0	0	0	0.0564341853518878	0
"MJ006-1-barcode26-umi204238bins-ubs-3"	0.0863266654976597	0.364598806276501	0.217652257647509	0.244116413014456	0.244648318042813	0	0	0	0	0.3926181673745	0	0.0563081713093306	0	0	0	0	0	0	0	0	0	0.268769037806845	0.0742585568706302	0.0405850744330265	0	0.0495649300583765	0.0567747031670411	0.0176296883952576	0	0	0	0	0	0.0597819865426932	0	0.0396947346855153	0	0	0	0	0.266108275531126	0.0497482254443973	0.0748432968472261	0.203996321377811	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20870329348443	0	0	0	0.173349567657924	0	0	0.479257377842284	0	0	0	0	0	0	0	0	0	0.0767132628707808	0	0	0	0.0559005456379346
"MJ006-1-barcode28-umi106569bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15765662843303	0.0892871637526583	0	0	0	0	0	0	0	0	0	0.158994645060354	0.235553165885757	0.171583691866421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198762590788176	0	0.844796819588444	0.247086860534819	0	0	0	0	0	0.33183708313827	0	0
"MJ006-1-barcode28-umi157746bins-ubs-3"	4.03577161201559	4.92613498258028	3.05504623461594	4.34196640856442	4.28582083985977	0.923748537800128	0.485168580728367	0.879525171378067	1.45568283798765	1.00216932995203	0	0.197078599582657	0	0.0551166636046298	0.16358711684411	0	0.83684245705501	0.319035372895337	0.930381382527044	0.549883272860237	0.397158613802964	0.92521705135932	1.94328931133757	2.04873455737918	1.5141268409979	1.38598230348423	0.794845844338575	1.21424478822337	0.0909247856361858	0.106210925241992	0.129564969145969	0.0536187039912423	0.0780717516574757	1.36862590467953	2.17118570294698	1.94888342552756	1.19180841539839	1.80116629044394	1.46227471174298	1.05976295552833	1.40688391571784	0.502335739853182	0.905603891851436	1.60521695510409	0.106046352518601	1.68197784382599	1.1533142349106	0.951608542849419	1.41003948110547	1.09697167451328	0	0.410558763746988	1.23461755006837	1.09238855637736	0.181115081501787	2.63301199499595	1.07732314387306	0.56203430789228	0	0.481179291588214	2.0142889204758	0.629424025424603	0	0	0.317489114658926	0.196179796132077	2.17830376070373	2.13707146486535	0	0.185222832102279	2.90217407196222	0.408120369235081	0.308481848647588	4.6341270781503	2.17695192635527	2.44564564564565	1.6151240602539	0.59049428087707	1.12408705902368
"MJ006-1-barcode28-umi177422bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.23886121646941	2.31172583970519	0	1.18588684510041	1.51687196070203	1.02692934902376	0	0	0	0	0	5.32314071662066	5.07847504928694	5.10781602130711	0	0	0	0	0	1.08232724625372	3.85255870521096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775440410386925	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi74131bins-ubs-5"	1.86006987064489	0.095875982391228	0.153016132649158	0.147486999529567	0.434101588722309	0.407607057149404	0.498679604495486	2.41438282339077	0.22567703109328	0.128326560542638	0.46056099658741	1.06488688682058	2.47667418038634	0.810827362361443	0.659711979404114	1.53842760567729	7.04231000601564	1.52360619146975	1.09282892550796	0.163136725452142	2.80053559675919	0.0553827108208044	1.61312434309738	0.969171577460673	1.23108906923154	3.01795351911003	3.09175285724865	2.29847062453171	0.387869022270818	0.203973254157916	2.38157981421701	2.50667441159058	3.20713798872297	1.30757196097635	0.897406354814758	1.05895308338455	0.935821396598031	1.772949586155	1.66097615582671	0.950539475432097	1.75587837543079	2.0979190681308	3.01805594536439	0.90795084023075	0.200119729752844	0.907412411060074	2.01644769337153	1.32603406326034	0.498432560762864	2.77661243959664	0	1.17648642463891	0.202418295396659	0.26927554296062	1.08342715420889	1.7381705791449	0.307806612535159	0.144627720923421	0.0631450594434525	0	1.12590708461136	0.901830488887054	4.45200486026731	0	1.11877116594098	3.75127583144444	0.338847251665025	0.509609349314045	0.117804901992866	0	0.953258183838472	1.24012541381304	0.0855336034886493	0	0.288100920559154	0.496096096096096	0.0192768430038829	0.271159378398095	0.235754475081724
"MJ006-1-barcode29-umi137855bins-ubs-3"	0	0	0	0	0	0.0578850258673709	0.131425413007431	0.0819165600793297	0.175526579739218	0.66302056280363	0	0.283196979232222	0	0	0	0	0	0	0	0.0801620116445869	0	1.21516183153883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67835798106705	0	0	0.227405735306413	0	0	0	0	0	0	0	0	0	0	0.321438477980648	0	0	0	0	0.267143018072386	0	0	0	0	0.391569908079342	0	0	0	0	0.250728467845768	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode31-umi144759bins-ubs-3"	0.0350702078584243	0.0243065870851001	0.0527641836721234	0.0394146291846258	0.0298351607369285	0.118181927812549	0.117914389240312	0.0991621516749781	0.190043815657499	0.0473586116288307	0.0416169575229587	0.0977112384485443	0.0199731788740834	0.0673648110723253	0	0.0220563097588143	0	0.442767722839536	0.174754175024921	0.181419289511434	0.181558223452784	0.0716717434151586	0.0651190421788603	0.0568191042062371	0.052599939885783	0.0477291919080662	0.0506035397793192	0.0583983428092908	0.043735972837659	0.0784512515991986	0.0362342710323473	0.0636722109896002	0.0929425614969949	0.0241671860491739	0.0691297334664721	0.0384142593730793	0.0559534467323187	0.0752445447705041	0.0825590507108474	0.0191879086655548	0.0305370152248833	0.0279075411029546	0	0.0652119388011036	0.129992303087317	0.0303971899486625	0.0691494616220488	0.0783995674506623	0.184944713335694	0.0637051539023291	0	0	0.146116517869112	0.0376280234704796	0.0571083590320949	0	0.128695006103062	0.168427219303224	0	0	0	0.198113791609055	0.194410692588092	0	0.0544267053701016	0.0198830874458186	0.0617603365103741	0.0418447559554054	0	0.090352601025502	0.0774887787476059	0	0.172469397198424	0.0335663231054772	0	0	0	0.0220230967226879	0
"MJ006-1-barcode34-umi186907bins-ubs-3"	0	0	0	0	0	0	0	0	0	0.433865990406062	0	0	0	0	1.39585400520261	0.0352900956141028	0	0	0	0	0	1.37805215748237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931378964358941	0	0	0.0418025248725023	0	0	0	0	0	0	0	3.1740903767718	0	0	2.19296098683244	1.45264552211347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0275383471484042	0	2.68565664912686
"MJ006-1-barcode36-umi161644bins-ubs-3"	0.654194261974453	0.830475058740919	0.685934387737604	1.21931062542116	0.671291116580891	0	0	0	0	0.430810596107428	0	0.0248418402835282	0	0	0	0	0.02940979881024	0	0	0	0	0.386050072486195	0	0	0	0.46077027572787	0.195008763052011	0.469390453523734	0	0	0	0	0	0	0	0	0	0	0	0	0.595471796885224	0.200206273129891	0.862568996164281	0.153833291530808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00426423281215	0	0	0	0	0	0	0	0	0	0	0.34506314480391	0	0	0	0	0	0	0
