"X"	"SRR21969114"	"SRR21969111"	"SRR21969110"	"SRR21969107"	"SRR21969106"	"SRR21969103"	"SRR21969112"	"SRR21969102"	"SRR21969096"	"SRR21969095"	"SRR21969094"	"SRR21969093"	"SRR21969101"	"SRR21969089"	"SRR21969088"	"SRR21969083"	"SRR21968986"	"SRR21969090"	"SRR21968982"	"SRR21968981"	"SRR21968978"	"SRR21968977"	"SRR21968974"	"SRR21968973"	"SRR21968983"	"SRR21968971"	"SRR21968970"	"SRR21968967"	"SRR21968966"	"SRR21968960"	"SRR21968959"	"SRR21968956"	"SRR21968955"	"SRR21969080"	"SRR21969079"	"SRR21969075"	"SRR21969074"	"SRR21969070"	"SRR21969069"	"SRR21969068"	"SRR21969062"	"SRR21969061"	"SRR21969060"	"SRR21969059"	"SRR21969053"	"SRR21969052"	"SRR21969050"	"SRR21968954"	"SRR21968951"	"SRR21968950"	"SRR21969056"	"SRR21968944"	"SRR21968943"	"SRR21968942"	"SRR21968941"	"SRR21968949"	"SRR21969113"	"SRR21968934"	"SRR21968933"	"SRR21968932"	"SRR21968931"	"SRR21968937"	"SRR21968925"	"SRR21968924"	"SRR21968926"	"SRR21968831"	"SRR21968917"	"SRR21969021"	"SRR21968817"	"SRR21968806"	"SRR21968803"	"SRR21968800"	"SRR21968799"	"SRR21968793"	"SRR21969018"	"SRR21969017"	"SRR21969016"	"SRR21969013"	"SRR21968796"	"SRR21969012"	"SRR21969008"	"SRR21969007"	"SRR21969002"	"SRR21969011"	"SRR21969001"	"SRR21968997"	"SRR21968996"	"SRR21968995"	"SRR21968994"	"SRR21968988"	"SRR21968987"	"SRR21968888"	"SRR21968887"	"SRR21968886"	"SRR21968885"	"SRR21968881"	"SRR21968875"	"SRR21968874"	"SRR21968870"	"SRR21968869"	"SRR21968866"	"SRR21968865"	"SRR21968864"	"SRR21968863"	"SRR21968908"	"SRR21968907"	"SRR21969051"	"SRR21969049"	"SRR21969046"	"SRR21969045"	"SRR21969039"	"SRR21969038"	"SRR21968826"	"SRR21969032"	"SRR21969031"	"SRR21968923"	"SRR21968823"	"SRR21968921"	"SRR21968816"	"SRR21968815"	"SRR21968808"	"SRR21968920"	"SRR21968807"	"SRR21968912"	"SRR21968911"	"SRR21968905"	"SRR21968904"	"SRR21968899"	"SRR21968898"	"SRR21968828"	"SRR21969048"	"SRR21969047"	"SRR21968827"	"SRR21969037"	"SRR21969036"	"SRR21969024"	"SRR21969023"	"SRR21969020"	"SRR21969019"	"SRR21968825"	"SRR21968824"	"SRR21968814"	"SRR21968813"	"SRR21968922"	"SRR21968858"	"SRR21968856"	"SRR21968851"	"SRR21968848"	"SRR21968846"	"SRR21968841"	"SRR21968838"	"SRR21968836"
"MJ005-barcode57-umi92903bins-ubs-3"	0	0	0	0.151722045213169	0.0937960605654563	0.416395575797007	0.170438062082971	0.57121627269772	0	0	0.2033882635727	0.201545179711119	0.32951863561473	0	0	0	0	0.320567472632405	0	0	0	0	0	0.332401601571353	1.1566091954023	0	0	0.173922209339096	0.0916043544023348	0	0	0	0	0.0654541127000813	0	0	0	0	0	0	0.533681860262484	0.80476315100759	1.03680663556247	0.386407546312081	0	0	0.315306960599878	0.511805457373109	0.307674612531271	0.498476876211576	0.249630177514793	0.574135208841682	0.252361627391467	0	0	0.192138339604515	0	0	0	0.232801769293447	0.213496967211956	0	0.463475229127957	0.400218698742482	0	0	0	0	0	0.104363959645936	0.126976797876024	0.412586144359811	0.400775270194803	0	0	0	0	0.776799585706888	0	0.353084415584416	0.0988178457709622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038501732577966	0.0510958719913944	0	0	0	0	0.351200218221495	0.507494393957276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327373457567363	0	0	0	0	0	0	0	0	0	0	0	0.256687217826108	0.306883186754065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ005-barcode82-umi71619bins-ubs-3"	0.162884537074742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63673625011915	0.400853766463637	0	0	0	0	0	0.134394434489301	0.7583988410984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196045005114218	0	0	0	0	0	0	0	0	0	0	0	0	1.10643602929718	0.621723061054924	0.620857062832602	0	0	0	0	0	0	0	0	0	0	0.324687874454022	0.654122898149217	0	0	0	0	0	0	0.410594066730783	0.103392054718257	0.373376623376623	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164087384575786	0.0774193548387097	0.23069481308759	0	0	0	0	0.481272232684662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode26-umi112828bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141239868755568	0	0	0	0	0	1.08695652173913	0.0105452515352646	0.978085441499601	0	0	1.44854571872849	2.80162248844449	0	1.51287220843672	2.34771497832603	0.0661808988689684	0	0.0130259215839521	0.809379727685325	4.97405448558028	1.52139335486401	4.80890649799001	0	0	0	0	0.365338953362286	0	0.0145638137773678	0	0.0375422350143912	0	0.317373526055534	7.90403061092583	0.101716029417647	0.472047389855609	5.00564462759361	8.84961354519766	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode26-umi140104bins-ubs-3"	0	0	0	0	0	0.60377358490566	0	0.343658570566108	0.187905253407437	0.393759657080197	3.41368710564634	2.19060415566966	0	0.330724286186749	0.0605846417933054	0	0	0	0.190833360990342	0.177782566533779	0.226861119054428	0.080691342599823	0	0	0	0	0	0	0	0.657691117301145	1.07952650883628	0	0	0	0	0.0212372197445466	0.025691530358825	0	0	0	0	0	0	0.0497215592680987	0	0	0.180175406057073	0.313869645129365	0	0	0.360576923076923	0	0	0	0	1.04475222159955	0	0.406841818754835	0.266081598356829	0	0	0	0	0	0	0	0	0.487862922417896	1.22594925932232	0	0	0.398984403336961	0.427055615781347	0.0951142956786405	0	0	0	0	0	0	1.01745781941954	0.934223729282724	0	0	0	0	0	0	0	2.80319414406921	2.21731876648189	0	0	0.556610147678646	1.07649769585253	0	0	0	0	0	0	0	0.0681942171303873	0.0885164640623156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602954476936991	1.09070034443169	0	0.146113383985973	0	0	1.85062789160608
"MJ006-1-barcode26-umi196352bins-ubs-3"	0.751490023322104	0	0	0	0	0.372153545868575	0	0.29489620582362	0	0	0	0.0647823791928595	0	0.350016536214309	0.509920735093654	0	0	0.0682058452409371	0	0	0	0	0.794524688559276	0.876331495051749	0.272988505747126	0	0	0.0474333298197533	0.106516691165506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584385226741468	0	0	0	0	0	1.32570617340654	1.49808638600328	0	0	0	0	0	0.93927563681342	1.423679248913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359685461265597	0	0	0.159455724460508	0.10981697171381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode26-umi201397bins-ubs-3"	0	0.720683619890868	0.934099444676275	0.997572447276589	1.44713922015275	0	0	0	0.455207092761678	0.194387678811743	0.529271731342594	0.410288401554777	0	0.0468526072097894	0.042914121270258	0	0	0.0784367220270777	0	0	0	0	0	0	0	0	0	0.026351849899863	0.0255640058797214	0.0638347260909935	0.0916972324108036	0.676117227165335	0.795917411863851	0.101156355991035	0.124209249256189	0	0	0	0.0206440957886045	0	0	0	0	0	2.72397743602943	0.980546709966264	0.158978299462123	0.0339318535274989	0	0	0.739644970414201	0	0	0	0	0.58041790088864	0	0.518580064750881	1.73186443842778	0.531564039886703	2.23535566332518	0	0	0	0	0	0	0	0	0.340149201808975	0.388625957135711	0	0	0	0	0	0	0.129466597617815	0	0.267857142857143	1.14921494711415	1.76464482197848	0.0741381440751266	0	0.276878514227296	0	0	0	0	0	0	0.0359206154398779	0.110705192073508	0.672436536790965	1.07281105990783	0	0	0	0	0	0	0	0.634206219312602	0.401274637082497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode27-umi145382bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613852607168434	0	0	0.346964064436183	0.465927429850591	0	0	0	1.69338213639615	0.465845779296784	0	0	0	0	0	0	0	0	0.518794939473924	0	0	0	0	0	0	0	0	0.0257383694742938	0	0	0	0	0	0	0	0	2.15396888711607	3.53244600009211	0	0	1.66174827378735	0.877602464755859	0	0	0	0	0	0	0	0	0.515627478978264	0.515068959645837	0.359475861002667	0.457886028704452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37388193202147	1.45165362282252	2.01470296046096	0	0	0	0.685485077977669	0.401306321266467	1.39956886844053	1.21658986175115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274338548165211	0	0	0	0	0	0.359907991263524	0	0	0	0	0	0	0.953101361573374	0.389681668496158	0	0	0	0	0	0.064514287345494	0.0177942869217552	0	0	0.00768580431942203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode27-umi97014bins-ubs-6"	0.599711250138822	0	0	0.227583067819754	0	0.0910865322055953	0.203075137800986	0.366878744253007	0	0	0.580118797235769	0.547051202073036	0.169212272342699	0	0	0	0	0.167104320840296	0	0.0861976080163775	0	0	0	0	0.255028735632184	0	0	0	0.0745616838158539	0	0.116705568522841	0.123158900115619	0.177910950887214	0.226114207509372	0.167538057136255	0	0	0	0	0.170082735161002	0.100746065457714	0.477623658728082	0.45360290305858	0.178997613365155	0.047187010702872	0.0535990163004067	0	0	0	0	0.129437869822485	0.287067604420841	0.122770521433687	0.535168195718654	0.0921107170819325	0.120086462252822	0.36231884057971	0.126063662149385	0.154047241153954	0	0.110283201606176	0	0.21294807824798	0	0	0.26068336281538	0	0	0	0.0850373004522438	0.646427334641579	0.34911135291984	0.397490226996485	0.072920960020291	0	0.227923938525658	0.143023151872709	0.318117925575202	0.234620431860659	0.101461038961039	0	0.145323691221757	0	0.26190389582045	0	0.601073345259392	0.277707649583439	0.357639578780052	0.0715910048008086	0.224588254866079	0.229625244425309	0.131708923279552	0	0	0	0.0620147347009649	0.167757549089709	0	0	0	0	0	0.0716039279869067	0.109170305676856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi141536bins-ubs-3"	0.0703365046459112	0.078932015511857	0.138028440278625	0	0.0502478895886373	0	0	0	0.0979224560010586	0	0	0.0239934737751332	0	0	0	6.10731303086803	0.667115311466776	0.337618933942639	0	0	0.026689543418168	0.0520589307095632	0	0	0.161637931034483	0	0.063205206236247	0.54811847791715	0.475064442598155	0	0.0395965321773925	0	0	0	0	0	0	0	0	0	0.114360398627675	0	0	0.16479145357427	0	0	0.0927373413529053	0	0	0	0	0	0	0	0	0	0.307776219417173	0	0	0.120280914134947	0	0	0.110649491638656	0	0	0.26999348291593	0.575627679118187	0	0	0.255111901356732	0	0	0	0	0.0524109014675052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112994350282486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi144302bins-ubs-3"	0.203605671343427	0.511342187446378	0.282476808012069	0.189652556516462	0.107195497789093	0.809368900455433	0.0906585436611546	0.740723540612084	0.587534736006352	0.578178736978518	1.14174775232856	0.899755266567494	0.374048180968072	0	0	0	0	0.133001398219827	0	0	0.0514726908778953	0	0.144655310145303	0.284052277706429	0	0.408094576970003	0.273889227023737	0.113312954569411	0.142732366161778	0.259207675642216	0.512670890296766	0	0	0.0852886923061666	0.103989138912158	0.103152210187798	0.0371099882960806	0.155424308361828	0.206440957886045	0	0.0735173991177912	0.130855796911803	0.136080870917574	0.383566314353904	0	0	0.177525767732704	0.48352891276686	0.595220979382926	0.779364639791114	0.235761834319527	0.35165781541553	0.126180813695734	0.289190267251695	0.122046700133561	0.164118165078857	0.36231884057971	0.246397157837435	0.219400616188965	0	0	0.149304050474402	2.10651579364914	0.478950246036085	0.0434851359898798	0.73084442789312	0.49397836293121	0.511661113755355	0.340541460922867	0.359475861002667	0.373234830120436	0.371780921291259	0.459906047764528	0.285342887035922	0.166481687014428	0.0846574628809586	0.0417150859628736	1.21698601760746	0	0.625	0.190315851114446	0.0761219334971108	0	0	0	0	0	0	0	0	0.161455249986545	0.209536923399288	0.0387468172257279	0.0482609954634664	0.0774193548387097	0	0	0	0.092129974132738	0.0732113144758735	0.472902280811885	0.410290530051009	0.296644844517185	0.368818600259648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi147985bins-ubs-3"	0.259134490800726	1.49970829472528	2.2405546817321	0.603095129722349	0.639823127428648	1.60052049446975	0	1.42107462963823	0	0	0.97533917304181	0.830174192619607	0	1.16855914452651	1.77210077245418	20.2444582556453	15.4255786054949	3.91160522456775	0	0	0	0	0	0	0	0.0567966679288148	1.31794559670397	3.08053125329398	2.28158752476513	1.23994119467657	1.00241747249083	1.13859146433419	1.47010627838382	3.98080012694131	3.290100811693	0	0	0.192726142368666	0.165152766308836	0	2.54315743614878	1.7272965192358	1.83385173665111	3.43931128537334	0.418248503957274	0.280606614749188	5.65697782252723	2.40067863707055	0.0977657647295626	0	0	0	0.109129352385499	0.249301954527323	0	0	0.303880317905563	0	0	0	0	0.264894283099745	0	0	0.446710942441493	0	0	0	0	6.35460554288586	2.78194620801108	2.7702212549873	2.51305804671331	0.275831457468057	0.4131212233321	0	0	0.739809129244655	0	2.61363636363636	0	0.356389052281928	0.44482886445076	0	0.907309592775601	6.69767441860465	11.4533366994867	8.21776276574608	0	0	0	0	0	0.601653743444548	0.884792626728111	0.463870215563218	0	0	0.177173027178342	0	0.196693869010253	0.23841206475937	2.34929078014184	1.86769739171486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi157746bins-ubs-3"	1.14389368082035	0.779024674834414	0.80891085930729	0.800333788499469	0	0	0	0	0.1217414317851	0.186911229626676	0.605542330182356	1.46120255290561	0	0.746885679638408	0.40642197203009	0	0	0.53200559287931	0	0	0.114383757506434	0.0598677703159977	0.338968413325561	0.796252927400468	0.452586206896552	3.5382220539358	0.887213820871764	0.23453146410878	0.790353848448052	0	0	0.738953400693711	0.517346317711503	0.0932225241486007	0.066437505416101	0.898031006340827	1.17895578202164	0.901460988498601	1.00639966969447	0	0	0	0	0.0554040231844528	0.321729618428673	0.280606614749188	0.543175856495588	1.38555068570621	1.41185266124163	2.17193496063615	0.152551775147929	0	0	0	0	0.376270915058842	1.76873928627084	0.50711973182821	0.354775464475773	0	0	0	0.156579469299985	0.0787315472936031	0	0.0651708407038451	0	0.936062192606695	1.85169419376809	0.324687874454022	0.961945438454731	0.222161770039898	0	0	0.0863238377111851	0	0	0.662129170673966	0.0636258798266195	0.535714285714286	0.106137686198441	0	0.292433790518555	0.0436506493034084	0.374850911569262	1.38103756708408	0.610115290751494	0.0516590502682297	0	0	0	0.260424461939115	1.20668659360124	0.682088735883659	0.394470046082949	0	0.60502722622518	0.395320693828157	0.177173027178342	0.153078202995008	0.338983050847458	0.23841206475937	0.0886524822695035	0.687477870883984	0.178179526737794	0.10987086192895	1.95718245883571	1.3603469936502	0	0	2.32667882394344	1.60287823336021	1.1926290340353	1.23940934398451	1.31837781472818	0.486247419001249	0.544215712596054	0.908545335942596	1.5462158808933	0.804862612101599	0.155525112342076	0.424271621429275	0.0431912136731042	1.4377566457748	1.72437880451053	0.271409877380895	1.61957390609252	0.12341906764683	0.3580589375457	0	0.44988724272787	0.542725751113533	0	0.0297344531287927	0.0356840914830308	0	0.181565434480411	7.13555534423735	2.81651542180511	7.11155048372258	0.659220864700317	3.5002252289828	8.10605493816148	6.85416666666667	0	5.87880615013566	2.52583237657865	1.4367816091954	2.65926358854471	0	1.31780570027582	0
"MJ006-1-barcode28-umi99869bins-ubs-3"	0	0	0	0	0	0	0	0	0.98981077147016	1.03174998753925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19931909625503	1.55051683894632	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201617227548635	0.258536431566668	0	0	0	0	0.217270710059172	0	0	0.242653902406595	0.0644775019573527	0.276198863181491	0	0	0	0	0	0	0	0	0	0	0	0.0396636522290973	0	0	0	0	0	0.231444786151359	0.496362066839314	0	0	0	0	0	0.464809867144896	0.235285976263797	0	0	0.029817686147555	0.214669051878354	0.391315324413027	0.234452612755812	0	0	0	0.200556769539318	0.487102845123436	0.0418261960683376	0.0626728110599078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode29-umi117576bins-ubs-4"	0	0	0	0.102412380518889	0	0	0.464171743545112	0	0	0	0.171031039822498	0	0.610054771340785	0	0	0	0	0	0	0	0	0	0	0	0.211925287356322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444909709500131	0	0.129276054097056	0	0	0	0	0	0	0	0.20812401320511	0.23872045834328	0	0	0	0	0	0	0	0	0	0.290193949769306	0.25587752870421	0	0	0	0	0	0	0	0.394450489662677	0	0	0	0	0	0	0	0	0	0	0	0.312829653341093	0	0	0	0	0	0.524039261354184	0.166837091652764	0	0	0	0	0.109145933073698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode29-umi38059bins-ubs-9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0613852607168434	0.0265507284856128	0.770391121646374	6.71242016966924	1.63465042428029	0	0	0	0	0	0	0	1.43337975858867	0.556435478492831	0	0	0	0	0	0	0	0	0	0.522790393726515	0.268254383669197	0.246241575946086	0.184680077281509	0	0	1.07045388304496	1.41948253923371	3.42755269287173	1.08003323179175	0	0	0	0.0166201303018216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.927679641297205	0.996575474239101	0	0	0	0	1.19497264912738	1.07267363904532	0	0	0	0	0.0173004394311616	0	0	0	0	0	0	0	0	0	0.128715538659562	0.821986051145799	0.0160869984878221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode30-umi132248bins-ubs-3"	0.033317291674379	0.19561412539895	0.179757968734953	0	0	0	0.0217580504786771	0	0.0238189757840413	0.139560384787918	0.0716481383040192	0.0815778108354528	0.0356236362826736	0	0	0.0662937642428009	0.0263334991368464	0.320567472632405	0.0514420364408748	0	0	0	0.0107951723989032	0.0438165747525874	0.0826149425287356	0.00631074088097943	0.0163865349501381	0.0447981448297671	0.0873436867557146	0.0812441968430826	0.162554184728243	0.203589202231941	0.156842548808465	0.083305234345558	0.0693260926081054	0.0485422165589636	0.0142730724215695	0	0	0	0	0.222454854750065	0.285121824779679	0.0767132628707808	0.0171589129828625	0.0441403663650408	0.0132481916218436	0.0226212356849993	0.227161629812807	0.411441231158761	0.0416050295857988	0.143533802210421	0.0886675988132183	0.515224039356469	0.108230092571271	0.0400288207509407	0	0.134658911841389	0.0653533750350107	0.178481356458309	0.0706943600039589	0	0.148228564270653	0.0874794969928923	0	0.246718182664556	0.383751786078792	0.0198318261145486	0.0212838413076792	0.0811719686135055	0	0.281102647805586	0.0755559935613153	0.0412161947940776	0.0339129362436799	0.0488408439697838	0.0476743839575698	0.277428423466746	0.027836322424146	0.18262987012987	0	0	0	0.0982139609326689	0	0.379248658318426	0.770007573844989	0.528511821974965	0	0.249542505406754	0.297795238864073	0.116742000179603	0.0193734086128639	0.0611305942537241	0.0442396313364055	0.0719370922531194	0.178758044111985	0.129084308188786	0.141738421742674	0.0565723793677205	0	0	0.064784506273868	0.218340611353712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode31-umi144066bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119904076738609	0.304321363359708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0953003321897293	0	0	0.0383566314353904	0	0	0	0	0.540587169681111	0.846619456422835	0	0.229654083536673	0	0	0	0	0	0.117468412457382	0.0933619643357296	0.232801769293447	0.148458156008314	0	0	0	0	0	0	0	0	0.115959955162151	0.115433452614568	0	0.131401727932722	0	0	0	0	0.140563734556484	0	0.125811688311688	0.179336090473228	0.0795820213833431	0	0	0	0	0	0	0	0	0	0	0.0332115576220525	0	0	0.0719370922531194	0	0	0	0.0565723793677205	0.338983050847458	0.221778664892437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode32-umi138222bins-ubs-3"	0	0.226500566251416	0	0.955848884842968	0.27468846308455	0	0	0	0	0	0.633277093396815	0.626229665530976	0	0.0633888215191269	0.123693643661332	0	0	0	0	0	0.163950052425889	0.216044562444687	0	0	0	0	0	0	0	0.444908696997834	1.52342447482494	0	0.140456013858327	0	0	0	0.2055322428706	0.696300901460989	0.825763831544178	0	0	0	0	0.160529605637004	0.733543530017373	0.567518996121954	0.127182639569699	0	0	0	0	0	0	0.259274032708416	0.377653940035923	0	0	0.332349654757471	0.317430678741481	0.236681798781671	0.233291388013064	0	0	0	0	0	0	0.376804696176424	0.451217435722799	0	0	0.575807036634023	0.246378239873854	0	0	0	0	0	0	0	0.259854335175493	0.183384657970312	0	0	0	0	0	0	0	0	0.125576305545091	0	0	0	0	0	0	0	0	0	0	0	0.248908892525914	0.256697745780715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode33-umi114028bins-ubs-5"	0.618220856624588	0	0	0	0	0.541314248536109	0	0.476013560581433	0.330819108111685	0.510890694312914	0	0	0	0.584279572263257	1.10819407280254	0	0	0	0	0	0	0	0	0.0695021530558284	0.208333333333333	0	0	0	0.0724313499925438	0	0	0	0	0	0	0	0.236933002198053	0.385452284737333	0.428364987613543	0	0	0	0	0	0	0	0.900877030285366	0.80022621235685	1.14443454006959	0.957392095580963	0	0	0	0	0	0	0.451924575346735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode33-umi148368bins-ubs-3"	0.521970902898604	0	0	0	0	0	0	0	0	0	0	0.160756274293392	0	0	0	0	0	0	0.0945869702299957	0	0.257363454389477	0.16919152480608	0	0.0513711566064818	0.154454022988506	0	0.121728545343883	0.0790555496995889	0	0	0	0	0	0.0813217763849495	0.129986423640198	0.20327053184066	0.2055322428706	0	0	0	0	0	0	0	0.203762091671493	0.132421099095122	0	0	0	0	0	0	0	0	0.0852024133007876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139151946194581	0	0	0	0	0.582685904550499	0	0	0	0	0	0.204955531969403	0.276807030898585	0	0	0	0	0	0	0	0	0	0.356212769778789	0	0	0	0.153796542058393	0.910290963093339	0.311953744789566	0	0	0	0	0.245499181669394	0.179983476926708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode33-umi150609bins-ubs-3"	0	0	0	0.364132908511607	0.140694090848184	0.247234873129473	1.64635915288657	0.239167788975062	0.195844912002117	0.161989732343119	0.187209651697599	0.0719804213253995	1.56743999643764	0.0881931429831331	0.0530115615691422	0	0	0.692289329195512	0.0464637748498224	0.140071113026614	0.364121628062148	0.208235722838253	0.539758619945161	0.480471405907683	0.452586206896552	0.054693087635155	0.105342010393745	0	0	0.214716805942433	0.156302100700233	0	0.0468186712861089	0	0	0	0	0	0	0.123958603591917	0	0	0	0.0710307989544266	0.102953477897175	0.32159409780244	0	0.158348649794995	0.221410702475774	0.189895952842505	0.101701183431953	0	0	0.262598058768781	0.23257956063188	0	0	0	0	0	0.186633110410451	0	0.613791519655943	0.229633679606342	0.0632511068943706	0	0	0.29351102649532	0.263919632215222	0.251246569517993	0.0692600715687406	0.321907870874139	0.351499622220032	0	0.0709088666913306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266178672433871	0.224243402759091	0	0.0747260046496181	0.0965219909269329	0.221198156682028	0.0694565028650807	0.066002970133656	0	0	0	0.0669596149822139	0.171878465291639	0.364839061647572	0.141626342499705	0	0	0	0.181341701201176	0.534391225716119	0.151650635603461	0.0695844130914675	0	0	0	0	0	0.090702618766009	0.0208741030658839	0.236507444168735	0.0453780107713068	2.76900880867764	0.0777375099909124	1.72901969656458	0.0886103306678193	0.031932940824269	0	0	0	0	0.402430008678602	0	0	0.0974579201851072	0.355599786397398	0.359036858921572	0.166854377841739	0	0	0	0.0417150008285856	0	0.0289182891495242	0	0	0	0	0.545350172215844	0.675287356321839	0	0	1.19521912350598	3.40383344348976
