"X"	"SRR21969114"	"SRR21969111"	"SRR21969110"	"SRR21969107"	"SRR21969106"	"SRR21969103"	"SRR21969112"	"SRR21969102"	"SRR21969096"	"SRR21969095"	"SRR21969094"	"SRR21969093"	"SRR21969101"	"SRR21969089"	"SRR21969088"	"SRR21969083"	"SRR21968986"	"SRR21969090"	"SRR21968982"	"SRR21968981"	"SRR21968978"	"SRR21968977"	"SRR21968974"	"SRR21968973"	"SRR21968983"	"SRR21968971"	"SRR21968970"	"SRR21968967"	"SRR21968966"	"SRR21968960"	"SRR21968959"	"SRR21968956"	"SRR21968955"	"SRR21969080"	"SRR21969079"	"SRR21969075"	"SRR21969074"	"SRR21969070"	"SRR21969069"	"SRR21969068"	"SRR21969062"	"SRR21969061"	"SRR21969060"	"SRR21969059"	"SRR21969053"	"SRR21969052"	"SRR21969050"	"SRR21968954"	"SRR21968951"	"SRR21968950"	"SRR21969056"	"SRR21968944"	"SRR21968943"	"SRR21968942"	"SRR21968941"	"SRR21968949"	"SRR21969113"	"SRR21968934"	"SRR21968933"	"SRR21968932"	"SRR21968931"	"SRR21968937"	"SRR21968925"	"SRR21968924"	"SRR21968926"	"SRR21968831"	"SRR21968917"	"SRR21969021"	"SRR21968817"	"SRR21968806"	"SRR21968803"	"SRR21968800"	"SRR21968799"	"SRR21968793"	"SRR21969018"	"SRR21969017"	"SRR21969016"	"SRR21969013"	"SRR21968796"	"SRR21969012"	"SRR21969008"	"SRR21969007"	"SRR21969002"	"SRR21969011"	"SRR21969001"	"SRR21968997"	"SRR21968996"	"SRR21968995"	"SRR21968994"	"SRR21968988"	"SRR21968987"	"SRR21968888"	"SRR21968887"	"SRR21968886"	"SRR21968885"	"SRR21968881"	"SRR21968875"	"SRR21968874"	"SRR21968870"	"SRR21968869"	"SRR21968866"	"SRR21968865"	"SRR21968864"	"SRR21968863"	"SRR21968908"	"SRR21968907"	"SRR21969051"	"SRR21969049"	"SRR21969046"	"SRR21969045"	"SRR21969039"	"SRR21969038"	"SRR21968826"	"SRR21969032"	"SRR21969031"	"SRR21968923"	"SRR21968823"	"SRR21968921"	"SRR21968816"	"SRR21968815"	"SRR21968808"	"SRR21968920"	"SRR21968807"	"SRR21968912"	"SRR21968911"	"SRR21968905"	"SRR21968904"	"SRR21968899"	"SRR21968898"	"SRR21968828"	"SRR21969048"	"SRR21969047"	"SRR21968827"	"SRR21969037"	"SRR21969036"	"SRR21969024"	"SRR21969023"	"SRR21969020"	"SRR21969019"	"SRR21968825"	"SRR21968824"	"SRR21968814"	"SRR21968813"	"SRR21968922"	"SRR21968858"	"SRR21968856"	"SRR21968851"	"SRR21968848"	"SRR21968846"	"SRR21968841"	"SRR21968838"	"SRR21968836"
"MJ006-1-barcode43-umi172265bins-ubs-3"	0.0444230555658387	0	0.0417295284563284	0.064481869215597	0.123944794318639	0	0.645488830867421	0	0	0.0124607486417784	0.196454572769085	0.0239934737751332	0.316159772008728	0	0	0	0	0.201207243460765	0.0929275496996449	0.0484861545092124	0.110570965589553	0.109323754490083	0.0690891033529805	0.0438165747525874	0.107758620689655	0	0.0304321363359708	0	0.0234336720564112	0.0290157845868152	0.0250083361120373	0.0955109837631328	0.135774146729716	0.0317353273697364	0.0202201103440307	0.0576438821637693	0.0371099882960806	0.0248678893378924	0.0154830718414533	0.0980137795843063	0.0163371998039536	0.242083224286836	0.22680145152929	0.0468803273099216	0.364626900885829	0.16079704890122	0.0317956598924247	0.0254488901456242	0.327802858210887	0.0672548166317205	0.0323594674556213	0.172240562652505	0.620673191692528	0.295838319372424	0.0828996453737392	0.0360259386758466	0.0155836060464391	0.0143254161533393	0.0653533750350107	0.0310402359057929	0.148458156008314	0.0240812984636132	0.277667592225307	0.0918534718425369	0	0.0232753002513732	0.0775668503776281	0.0991591305727431	0.0212838413076792	0.0927679641297205	0.050021162799646	0.294704388828437	0.105121382346178	0.0856028661107764	0.0709088666913306	0.0293045063818703	0.0208575429814368	0	0.0238597049349823	0.0324675324675325	0.021959521282436	0.0519013182934847	0	0.280091666363537	0.0127790083489521	0.135957066189624	0	0.433141267633618	0.189505600943317	0.840126434869406	0.145309724987891	0.137695692519532	0.0442820768294033	0.0933045912293684	0.103225806451613	0.168680078386625	0.123755569000605	0.134462821029985	0.046064987066369	0.0765391014975042	0	0.0277223331115547	0.0409165302782324	0.0501593296353122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode43-umi205212bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0548662567088938	0.0769626810613419	0.308940917137036	0.0619631518210913	0.106761565836299	0.204214800135338	0.300732635889561	0.0775386142298865	0.103058704571529	0.0428813500708926	0	0.140202401284764	0.253967332544825	0.0245270711024136	0.117090570719603	0.0722465697806331	0.616805977458786	0.0755477209770839	0.599192392861795	0.076183272098552	0.0424109370322323	0	0	0.167754072529672	0.302928306967351	0.0462858795924271	0.0159858411121578	0.0428175029054734	0.103745527938985	0	0	0.0166854377841739	0.0107804476722744	0.395231076454926	0.163396158121978	0.524580421378652	0.0241680036200584	0.0717396019286274	0.0230203903107177	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode45-umi102981bins-ubs-4"	0.214711435234887	0	0	0	0	0	0	0	0.113801773190419	0.18441907989832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0889554754436069	0	0.0873436867557146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300480769230769	0	0	0	0	0.340244976382996	0.233754090696587	0	0	0	0	0	0	0	0	0	0	0.408535617959702	0.32777115613826	0.21259325113061	0.165454615414214	0	0	0	0	0	0	0.384700747207221	0	0.23538961038961	0	0	0.102969644548787	0	0.132049752939172	0	0	0	0	0	0	0	0.0691907450459427	0	0	0	0	0	0	0	0.326428123038293	0.210689731647815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode45-umi135865bins-ubs-3"	0.525672824195758	0	0	0	0	0	0	0	0	0	0.390597915270298	3.10955420125726	0	1.46896703781281	1.76705205230474	0	0	0	0	0	0	0	0	0	0	0	0	0.798461051965848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420757363253857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93609779306811	0.380609667485554	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68680078386625	0	0	0	0	0	0	0	0	0	0	0	0	0.0816755148474418	0.192735269950215	0	0	0.147782293347852	0	0	0.388105738101914	0	0	0	0	0	0	0	0	0	0	0	0	0.0388816026184148	0	0.365961576889041	0.92196649113344	0	0	0	0	0.507248432579648	0	0.0475710333772848	0	0	1.12948163966699	0.435085376872565	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode45-umi215926bins-ubs-3"	0	1.12220735097292	0.850640387763618	0	0	0	0	0	0.254069075029774	0.234262074465434	0	0	0	0.0881931429831331	0.0833038824657949	0	0	0.194386658936671	0.273804387507882	0.185863592285314	0.0876942140882661	0.531001093237545	1.47677958416996	1.36133565007177	1.46551724137931	0	0.0538414719790252	3.02255718351428	2.08346647919729	0	0	0.550444880108581	0.353480968210122	0.771565146676716	1.19587509748982	0	0	0	0	0	0.473778794314654	1.11227427375033	1.17936754795231	0.208830548926014	0.0321729618428673	0	0	0	0.140897719757311	0.110772639158128	0.531619822485207	0	0	0.0930727296902008	0	0.428308382035065	0	0	0	0	0	0.833212926841015	0	0	0.589025932953827	0	0	0.0951927653498334	0.0766218287076452	0.146882609872058	0.307822540305514	0.272034820457018	0.35478466541835	0.0570685774071843	0	0	0	0	0	0	0.44285034586246	1.64008165807412	0.185345360187817	0	0	0	0	0	7.59706898003874	0	0	0.206543538779298	0	0	0	0	0	0	0.0956734346763049	0.139767054908486	2.85415358861687	6.09336881791972	0.340971085651937	0.404225185884575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26560144709074	1.86567164179104	0	0	0	6.00674226172234	0
"MJ006-1-barcode46-umi101343bins-ubs-4"	1.42153777810684	1.3109578228491	0.770391294578371	0	0	0	0	0	0	0	0.0739593685718908	0.134363453140746	0	0	0	0	0	0	0	0	0	0	0.0755662067923225	0.176777215381129	0.452586206896552	0	0	0	0	0	0	0	0	0.755697482991848	0.722146798001098	0.260914414004429	0.179840712511775	0.447622008082064	0.366432700247729	0	0	0	0	0	0.278832335971516	0.624270895734149	0	0	0	0	0	0	0	0	0	0	1.24668848371513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516960273591283	0	2.94623577206017	0.422130722120342	0	0	0	0	0	0	0	0	0	0	0	0.305652971268621	0.833179723502304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode46-umi171272bins-ubs-3"	0	0	0	0.610681231983007	0.361784805038188	0.767729342875732	0	0.482979612687503	0	0	0	0	0	0.733105501047294	0.434189932852022	0	0	0	0	0	0	0	1.38610013601917	1.24952783863413	0	0	0	0	0	0	0	0	0	0.146775889085031	0	1.4471648311641	2.16379777910993	0.205160087037613	0.196118909991742	0	0	0	0	0	4.37123308238423	3.20648232808904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46844396082699	5.86708715219605	0	0	0	0	0.318117925575202	2.28257843877997	0.612824675324675	0	0	0	4.65970681313885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode46-umi18951bins-ubs-14"	0	0	0	0	0	0	0	0	0	0	0	0.374298190892077	0	0.410649322015213	0.325642449639017	0	0	0	0	0	0	0	0	0	0	0.21877235054062	0.156842548808465	0.292505533888479	0.236467054387422	0	0	0	0	0	0	0.178999423561178	0.333989894664726	0.714951818464408	0.686416184971098	0	0	0	0	0	0	0	0	0.418492860172487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.744925716677129	0.842758926591262	0	0	0	0.0621009219598414	0	0	0	0	0	0	0	0.10927827921292	0.121748442916326	0	0	0	0.0674627791563275	0	0.16743767413849	0	0.0479902374145602	0.11940782364383	0.130725476499351	0	0	0	0	0	0	0	0	0	0	0.0709131105827389	0.045958750602854	0.0742915557246101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode46-umi55481bins-ubs-8"	0	0	0.0449394921837383	0	0	0.247234873129473	0.286480997969249	0.118422885803186	0	0	0	0	1.0553502248742	0	0	0.145017609281127	0.137519384381309	0.167104320840296	0.142710165610169	0.202025643788385	0.0171575636259651	0.0390441980321724	0	0	0	0	0	0.026351849899863	0.0255640058797214	0	0	0	0.0351140034645817	0.0257849534879108	0	0	0	0	0	0.121075845368849	0.245057997059304	0.255168803978016	0.330482115085537	0.0724514149335152	0	0	0	0	0.0287546366851655	0.0356054911579697	0	0	0	0.0332402606036431	0	0	0	0.0257857490760107	0	0.0426803243704652	0	0	0.398755715150629	0.25587752870421	0	0.0512056605530211	0	0	0	0	0	0	0	0	0	0.039072675175827	0.11024701290188	0	0	0	0	0	0	0	0	0	0	0	0	0.332723340542339	0.188364458317636	0	0	0	0	0	0.272262251801331	0.320021514051365	0.0531519081535027	0	0.188323917137476	0.23841206475937	0.184124386252046	0.144576891301782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode49-umi104059bins-ubs-5"	0.414615185281161	0.157864031023714	0.195807787372003	0	0	0	0	0	0.965991795686119	0.73269202013657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60609259538531	1.29687719462522	0	0	1.35311428658111	1.39590648282949	0	0	0	0	0	0	0	0	0.113503799224391	0	0	0	0	0	0	0	0	0	0	0.155836060464391	0	0	0.135801032087844	0.015552759200871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.715791148049469	0	0	0	0	1.26223127569023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.627746390458255	0.559991128853404	0	0	0	0	0	0	0	0	0.0151965959625044	18.0962719434278	0	0	0	0.012108389201866	0	0.982648401826484	0.0550558312655087	0.020897768118365	0.612835123526648	1.99216055533049	0.351699882766706	0	0	0	0	0	0.309311853665897	0	0	0	0	0.0224525462401087	0.947000889357357	1.87889947619644	2.65369230332775	0	0.0129269112438274	0	0	0	0	0.458333333333333	5.03199534613147	0	0	0	0	0	0	0
"MJ006-1-barcode49-umi146563bins-ubs-4"	0.410913263984008	0	0	0	0	0	0	0	0.269948392219135	0	0.420643908752629	0.196746484956092	0.240459544908046	0	0	0	0	0.242130750605327	0	0.196638293287361	0	0.223853402051122	0	0.143537055223993	0.208333333333333	0	0	0.126488879519342	0	0.181832250077375	0.256335445148383	0	0	0.0436360751333875	0	0.0576438821637693	0.0942022779823585	0	0	0	0.0680716658498067	0.209369275058885	0.162001036806636	0	0.326019346674388	0	0	0	0	0	0.245007396449704	0.333716090139228	0.129591105957781	0.545140273899747	0.35462626076544	0.23617004243055	0.0740221287205859	0	0	0.069840530788034	0.156941479208789	0	0	0	0	0	0	0.237981913374584	0.187297803507577	0.162343937227011	0.200084651198584	0	0	0.32972955835262	0.24047354790973	0	0	0.0258933195235629	0.0198830874458186	0	0.106137686198441	0.121103076018131	0	0	0	0	0.117815366489944	0.190741108682694	0	0.399268008650807	0.287031555531636	0	0	0.289565972780799	0.276497695852535	0	0	0	0	0	0.0962544465369324	0.0332667997338656	0	0.212439513749557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode50-umi258367bins-ubs-3"	1.24014363454633	0.521637667730533	0.208647642281642	0	0	0	0	0	0	0	0	0	0	0.0523646786462353	0	0	0	0	0	0	0	0	0	0	0	0.340780007572889	0.105342010393745	0.176557394329082	0.319550073496517	0	0	0	0	0.741813277267588	0.716369623617089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136285068474937	0.274029383318749	0	1.04410160511142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377302655914774	0.0835089672724381	0.300324675324675	1.16019470775537	0.100342548700737	0	0.127314393801608	0	0	0	0	0	0	0	0	0.121775711280859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25	0	0	8.98392652123995	6.27873563218391	1.69491525423729	1.34881978269015	3.2178976402084	4.79180436219432
"MJ006-2-barcode51-umi107579bins-ubs-5"	0	0	0.333836227650628	0	0	0	0	0	0.357284636760619	0.62303743208892	0.406776527145399	0.578242717980709	0	0	0	0.513776672881707	0.886561137607163	0.774136343484637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847884263797992	0.735190159762477	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187834128016183	0	0	0	0	0	0.234015548151674	0.332027924399796	0.622318426036875	0.861903112855439	0.661951396445412	0.315364147038534	0	0	0	0	0	0	0	0.106137686198441	0.176464482197848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi115925bins-ubs-4"	0	0.157864031023714	0.150868295188264	0	0	0	0	0	0.267301839354241	0.274136470119125	0.600919869646613	0.91175200345506	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37044048971349	3.7408118357601	0	0	1.22640049520272	1.10245081693898	0	0	0.854870381022274	0.843467460065282	0	0	0	0	0	0	0	0	0.56114331173997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56166099501033	3.78130125751777	0	0	0	0.896398540377598	0.732164140984165	0	0	0	0	3.74750324973844	3.65334813170551	0	0	0	0	0	1.28829191523625	0.166084218539151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77601785904114	0.495840266222962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi147913bins-ubs-3"	0	0	0	0	0	0.0182173064411191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202909244228945	0.19386037792122	0.0309501702259362	0	0.0251344694113507	0.337094433259984	0	0	0	0	0	0	0.464124073913921	0.0326743996079072	0	0	0.0497215592680987	2.28428029084357	0.312135447867074	0	0	0.201282456796158	0	0.614829881656805	0	0	0	0	0.212152749979986	0	0	0	0	0	0	0.141965385498653	0.5686167304538	0	0	0	0.341107409170236	0.242635790907543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16457960644007	1.29596903138938	5.27319690045698	0	0	0	0	0	1.52183005694797	0.737327188940092	0.156277131446432	0.819536879159562	3.78378378378378	0	0.143094841930116	0	0	0.668303327877796	0.392422990676266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi181043bins-ubs-3"	0	0	0	0	0	0	0	0.313472344773139	0.489612280005293	0.336440213328017	0.0693369080361476	0.199145832333605	0	0.206702678866718	0	0	0	0	0	0	0	0	0	0	0	0.319744204636291	0.78655367760663	0	0	0	0	0	0	1.15040561715294	1.76492677431468	0	0	0	0	1.48462048487993	0	0	0	0.156267757699739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50052380398091	0.142802607207997	0	0	0	0	0	0	0.13882278280184	0.242635790907543	0.286034556066638	0.134672361383662	0.108813928182807	0.121546598337768	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0.0664231152441049	0.0868697918342396	0.213824884792627	0.0893012179693895	0	0	0	0	0	0	0.405755591925805	0.820252566977458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi185356bins-ubs-3"	0	0	0.112348730459346	0	0	0	0	0	0.0873362445414847	0.291581518217615	0	0	0	0.0468526072097894	0.088352602615237	0.136730888750777	0.198964215700617	0.245541042867374	0	0	0	0	0	0	0	0	0	0	0	0.415892912411018	0.435561853951317	0	0	0	0	0.555201601893146	0.95344123776084	0.0683866956792042	0	0	0	0.82439152054436	0.784085018144116	0.275599499943175	0	0	0.304708407302403	0.32800791743249	0.0977657647295626	0.0514301538948451	0	0	0	0	0	0	0	0	0	0	0	0.207099166787073	0	0	0.0672043010752688	0.572572386183782	0.81241069606042	0.630652070442646	0.395879448322833	0.0618453094198137	0.0884989803378352	0	0	0	0	0	0	0.166457054080047	0	0.109577922077922	0	0	0	0	0	0.808586762075134	0.723722965581082	0.476852771706736	0	0	0	0.0957883078396743	0.276762980183771	0	0	0	0	0	0	0	0.61519146264909	0.3548458638279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi233645bins-ubs-3"	0	1.16682109887093	0	1.44515248065544	0	0.88484059856864	0	2.46598244554869	0	1.34326870358371	1.72648901010008	1.05811219348337	0	0	0	0	0	0	0	0	0	0.86417824977875	0.220221516937625	0.306716023268112	0	0	0	0	0	0.99040544722996	1.10245081693898	0	0.526710051968725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20192307692308	0	0	0	0	1.50908654231046	0	0.30656390568146	0	0	0	0	2.58251738032109	1.1765992345544	0	1.51289451633926	0.718513982445397	0	0.796015664907202	0.63391442155309	0	0	0	0	0	0	0	0	0	0	0.761263404457783	1.27331234213349	0	0	0	0	0	0	0	0	0	0	0	0.768958527717898	0	0	0.503272647269127	0	1.44927536231884	0.845257903494176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode52-umi141614bins-ubs-3"	0	0	0	0.709300561371567	0.324936352673188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159872102318145	0.163865349501381	0.495414778117424	0.558147461707249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275562385734347	0.689947688392478	0	0	0	0	0	0	0	0	0	0	0	0.100880766693827	0.166838689609343	0	0	0	0	0.386369984172796	0.400081649316187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181508167867554	0.217829770068576	0.166542645547642	0	0	0.438012863162564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode52-umi148690bins-ubs-3"	0.425720949172621	0.590274202958235	0.292106699194299	0	0	0	0	0	0.696043403466984	0.373822459253352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37683145356804	0.330201742613067	0	0	0	0	0	0	0.476320499984831	1.09902657646085	0	0	1.7210066591715	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36231884057971	1.09842030120204	0	3.48683185289076	0.234936824914764	0	0.616924688627634	0.791776832044339	0	0	0	0.102783048703352	0	0	0	0.315000851353652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885539849293218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode52-umi165055bins-ubs-3"	0	0	0	0	0	0	0	0	0.3652242953553	0.199371978268454	0	0.0599836844378329	0	0.187410428839158	0.0403897611955369	0	0	0	0	0	0	0	0.97588358486085	1.37946664652112	0	0	0	0	0	0	0	0	0	0.0535533649364302	0.0433288078800659	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414066768266383	0.443090556632512	0	0	0	0	0	0	0.17531556802244	0	0.102698160769303	0	0	0.356403217261475	1.93532224054782	2.36850738108256	0.245098039215686	0	0	0	0	0	0	0	0	0	0	0	0	0.4290892949619	0	0.3125	0	0	0	0	0	0	0	0	0	0.989851938113459	0.895179663814291	0	0	0	0	1.03936695358817	0	0	0.506714857730059	0.259567387687188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode52-umi172400bins-ubs-3"	0	0.494183053639452	1.44769364106186	0	0	0	0	0	0	0	0	0	0	0.319700143313857	0.103498763063563	0	0	0	0	0	0.110570965589553	0.0911031287417357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.570786128167431	0	0	0	0.0568246391635413	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18623040999341	0.308094482307908	0	0	0.491258488657708	0	0	0.569259962049336	0	0	0	0	0	0	0	0	0	0	0	0	0.266331286528076	0.950411579910128	0.413961038961039	0	0	0	0.902113418937107	0	1.53846153846154	1.26230749810654	3.03993641963044	0	0.914989186491432	0.477189961071345	0	0	2.1073968019047	0.523502304147465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode52-umi173313bins-ubs-3"	0	0.161295857785099	0.208647642281642	0	0	0.515289525048796	0	0.246133841081131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0579740697796985	0.281204064676935	0.735066542865986	0.921140380126709	0.733926506811441	0.351140034645817	0.00595037388182558	0	0	0	0.0373018340068387	0	0	0	0	0	0	0	0	0	0	1.95531529459125	0.462871385053606	0	0	0	0	0	0	0	0	0	2.0758157761999	2.23818343772534	0	0.348650284974634	0.0874794969928923	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81379004216912	0	0.706168831168831	0	0	0.0617817867292722	0	0.0553757028454592	1.16636851520572	2.14592274678112	1.33518776077886	0	0	0	0	0.094099413262482	0.405392361893118	0.785253456221198	0	0	0	0	0	0.225988700564972	0.0554446662231093	0	0	0.03748288824667	0.0392775061968228	0.032842367767721	0.0505937661658452	0	0	0	0	0.0810209941600067	0.0269737524639485	0.102584336160978	0.0407861531010222	0.0370066684565317	0.0271363339856491	0.101581885856079	0.0597079089096142	0	0.033941729714342	0	0.0205316619840069	0.026943418820477	0	0	0	0	0.0784288515316126	0.0228369158745111	0.00722892906196304	0.124494633526782	0	0	0.04648086239877	0.00851087974126926	0.144422784328642	0.106517748649138	0.02228609633308	0	0.0222448378073263	0.0638815831122417	0	0	0	0	0	0	0	0	0
