"X"	"SRR2467275"	"SRR2467278"	"SRR2467282"	"SRR2467285"	"SRR2467290"	"SRR2467293"	"SRR2467297"	"SRR2467300"	"SRR2467303"	"SRR2467306"	"SRR2467309"	"SRR2467312"	"SRR2467315"	"SRR2467318"	"SRR2467322"	"SRR2467324"	"SRR2467328"	"SRR2467330"	"SRR2467333"	"SRR2467337"
"GB-GCA-004559325.1-SFYO01000042.1"	0	0	0	0	0	0	0	0	0	1.72369873482211	0	0	0	0	0.519673348181143	3.91837368094351	0	0	0	0
"GB-GCA-008662295.1-RPZC01000051.1"	0	0.239583333333333	0.48910626945309	0	0	0	0.505310920903372	0.249094202898551	1.13260972156678	0	0.388110564180235	0	0	0.4739336492891	0.215293244246474	0	0	0	0	0.134749524413443
"GB-GCA-008662295.1-RPZC01000090.1"	3.07323679549953	0	0.16674077367719	0	0	0.146587265231333	0.567185727544601	0.36231884057971	0.766871165644172	0.331153944128386	0	0	0.373162176281812	0.851474013977026	0.14105419450631	0.457790192427064	0	0.156976014065051	0.454919155933132	0.221940393151554
"GB-GCA-008667415.1-RQED01000295.1"	0	0	0	0	0	0	0	0.317028985507246	0	0.31417169058334	1.1359333585763	0	0	0	0	0	0	1.03604169282934	0.252123869553302	0
"GB-GCA-008669045.1-RQAJ01000001.1"	0.906344410876133	1.73958333333333	0	0.167934406796404	0	1.37425561154375	1.19624626173043	0	0	0	3.70124952669443	2.88582183186951	0.328382715127995	0	0.80920564216778	0	0	0	0.356261989586188	0.0951173113506658
"GB-GCA-008671775.1-RPXR01000060.1"	0	0.114583333333333	0	0	0.640683395621997	0	0	0.0452898550724638	0	1.15479324106309	0.312381673608482	0	0.0895589223076349	0	0	0.0543140906269398	0	0.0251161622504081	0	0.134749524413443
"GB-GCA-008672535.1-RPWD01000291.1"	0	0	0	0.187691395831275	0.533902829684997	0	0	0.113224637681159	0.165172251061822	0.237751549630636	0	0	0.0820956787819987	0.0963932846011728	0.044543429844098	0.310366232153942	0.144555091551558	0.288835865879694	0.0822143052891203	0.166455294863665
"GB-GCA-008673455.1-RPUK01000107.1"	1.91686634024378	0.28125	0.955980435749222	0.503803220389213	5.58462359850507	0	0	4.67617753623188	0	6.0541733888087	0	0	0.104485409358907	6.35392400996064	0	0	0	0.671857340198418	1.07974787613045	4.01077996195307
"GB-GCA-008679275.1-NANM01000001.1--2"	0	0.260416666666667	0.222321031569586	0	0.597971169247197	0	0	0.452898550724638	1.58093440302029	0.365118451218477	0.672093903824309	0	0	0.963932846011728	0.319227913882702	0	0.465788628332798	0	0.290490545354892	0.301204819277108
"GB-GCA-008679275.1-NANM01000001.1--7"	0	0	0	0.197569890348711	0	0.824553366926248	0	0	0.519112789051439	0	0.123059447179099	0	0.0895589223076349	0.739015181942325	0.58648849294729	0	0.827176357211693	0.207208338565867	0	0
"GB-GCA-008679485.1-NANC01000003.1--2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192786569202346	0	0	0	0.144417932939847	0	0
"GB-GCA-008679555.1-NAMY01000003.1"	0	0	0	0.0592709671046133	0.0533902829684997	0	0.195936887697226	0	0.283152430391694	0	0	0	0.0223897305769087	0	0	0	0	0.131859851814643	0	0.110970196575777
"GB-GCA-008679615.1-NAMU01000011.1"	0	0	0.233437083148066	0	0	0	0.103124677735382	0	0	0.212278169313068	0.567966679288148	0.161319232837426	0.0820956787819987	0.168688248052052	0	0	0	0	0.274047684297068	0.118896639188332
"GB-GCA-008679835.1-NAMK01000004.1--2"	0	0	0	0	0	0	0	0	0.224162340726758	0	0	0.224054490051981	0	0	0	0	0	0	0	0.0634115409004439
"GB-GCA-008679925.1-NAMG01000004.1"	0	0	0	0	0	0.174072377462208	0	0	0	0	0	0	0	0	0	0	0	0	0.235681008495478	0
"GB-GCA-008679975.1-NAMD01000018.1"	0	0	0	0	0	0	0.371248839847376	2.58152173913043	0	0.611361127621635	0	0	0	0	0.311804008908686	0	0	0	0	0
"GB-GCA-008680015.1-NALZ01000005.1--2"	0	0	0	1.4718956830979	8.17939135077416	6.64223545579478	0.350623904300299	0	0	0	0	0	0	0	0	0	0	0.357905312068316	0.438476294875308	0.626188966391883
"GB-GCA-008680015.1-NALZ01000012.1"	0	0	0	1.23481181467944	2.56273358248799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008680095.1-NALV01000006.1"	0	0	0	0	0.822210357714896	0	0.340311436526761	0.939764492753623	0	0	0	0.761785266176734	0	0	0	0	0	0	0	0
"GB-GCA-008680155.1-NALT01000008.1"	0	0	0	0	0	0	0	0	0.589900896649363	0.212278169313068	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008680155.1-NALT01000013.1"	0.333368059172831	0	0	0.938456979156377	0	0	0	0.690670289855073	0	0.738728029209476	0	0	0	0.409671459554984	1.5441722345954	1.24146492861577	0	0.791159110887856	0.641271581255138	1.16518706404566
"GB-GCA-008680295.1-NALN01000004.1"	0	0	0	0	0.202883075280299	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180871471636065	0
"GB-GCA-008680325.1-NALL01000010.1"	0	0.291666666666667	0	0.365504297145115	0	0	0	0	0	0	0	0	0	1.4218009478673	0.438010393466964	0	0.626405396723418	0	0.290490545354892	0
"GB-GCA-008680375.1-NALJ01000004.1"	0	0	0	0.513681714906648	0	0	0	0	0	0	0	0.107546155224951	0	0	0.497401633259094	0	0	0	0	0
"GB-GCA-008680375.1-NALJ01000010.1"	0	0	0	0	0.427122263747998	0	0.247499226564917	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008680445.1-NALG01000006.1"	0	0	0	0.46428924231947	0	0	0.835309889656595	0	0	0	0	0.6900878293601	0.410478393909993	0	0	0	1.6061676839062	0	0.180871471636065	0
"GB-GCA-008680545.1-NALA01000018.1"	0.687571622043963	0	0	0	0	0	0	0	0	0	0	0	4.17195313083066	0	0	0	0	0	0	0
"GB-GCA-008680655.1-NAKT01000001.1"	0	0	0	0.325990319075373	0	0	0	0.317028985507246	0	0	0	0	0	0.176721021768817	0	0	0	0	0	0.237793278376665
"GB-GCA-008680675.1-NAKS01000003.1--2"	0	0	0.177856825255669	0	0	0	0	0	0	0	0	0.0537730776124754	0	0	0	0.162942271880819	0	0	0.175390517950123	0.110970196575777
"GB-GCA-008680835.1-NAKM01000008.1"	0	0	0	0	0.160170848905499	0	0	0	0.153374233128834	0.237751549630636	0	0.188205771643664	0	0	0	0	0	0	0	0
"GB-GCA-008680835.1-NAKM01000012.1"	0	0	0.100044464206314	0.148177417761533	0	0.16491067338525	0	0	0	0	0	0	0	0	0	0	0.232894314166399	0.33906819038051	0	0
"GB-GCA-008680875.1-NAKL01000004.1"	0.739660381289718	0	0	0.345747308110244	0	0	0.629060534185831	0	0	0.568905493759022	0	0.681125649758021	0.738861109037988	0	0	0	0	0	0	0
"GB-GCA-008680935.1-NAKH01000009.1--2"	0	0	0	0	0	0	0	0	0.25955639452572	0	0.870882241575161	0	0	0	0.593912397921307	0	0	0.891623759889489	0.378185804329953	0.261572606214331
"GB-GCA-008680965.1-NAKE01000001.1"	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420695717694336	0	0
"GB-GCA-008680995.1-NAKC01000005.1"	0	0	0	0	0.128136679124399	0	0	0	0.235960358659745	0	0	0	0	0	0	0.116387337057728	0	0	0.383666758015895	0
"GB-GCA-008681005.1-NAKF01000009.1"	0	0	0.222321031569586	0	0	0	0	0	0	0	0	0	0.335845958653631	0.176721021768817	0.163325909428359	0	0	0	0	0
"GB-GCA-008681005.1-NAKF01000009.1--2"	0	0.0729166666666667	0.0778123610493553	0.276597846488195	0.480512546716498	0.448923499770957	0	0.600090579710145	0	1.03591746624777	0	0.0448108980103961	0.328382715127995	1.63868583821994	0.193021529324425	0	0.313202698361709	0.125580811252041	0.356261989586188	0
"GB-GCA-008681055.1-NAKB01000003.1--3"	0	0	0	1.0273634298133	0	0	0	0	0.908447380840019	0	0	0	0	0.899670656277613	0	0	0	0	0.131542888462592	0
