"X"	"SRR2467275"	"SRR2467278"	"SRR2467282"	"SRR2467285"	"SRR2467290"	"SRR2467293"	"SRR2467297"	"SRR2467300"	"SRR2467303"	"SRR2467306"	"SRR2467309"	"SRR2467312"	"SRR2467315"	"SRR2467318"	"SRR2467322"	"SRR2467324"	"SRR2467328"	"SRR2467330"	"SRR2467333"	"SRR2467337"
"GB-GCA-008681115.1-NAJX01000022.1"	0	0	0.0555802578923966	0	0	0	0	0	0	0	0	0	0	0	0.22271714922049	0	0	0.477207082757755	0	0
"GB-GCA-008681125.1-NAJY01000004.1--2"	0	0	0	0	0	0.201557489693083	0	0	0	0.271716056720727	0	0	0	0	0	0	1.57404433022808	0	0	0
"GB-GCA-008681155.1-NAJW01000005.1"	0	0	0.867052023121387	0	0	0	0	0.30570652173913	0	0	0	0.0448108980103961	0	0.0562294160173508	0	0	0	0	0	0.103043753963221
"GB-GCA-008681165.1-NAJV01000004.1"	0	0.0833333333333333	0	0.0790279561394844	0	0.0641319285387082	0.195936887697226	0	0.283152430391694	0.551923240213976	0	0.0985839756228715	0.029852974102545	0.120491605751466	0.0519673348181143	0.201738050900062	0.144555091551558	0.226045460253673	0.28500959166895	0.142675967025999
"GB-GCA-009739305.1-SCPK01000001.1--4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12026726057906	0	0	0	0.164428610578241	0
"GB-GCA-009739355.1-SCPI01000001.1--2"	0.125013022189811	0	0	0	0	0	0	0.928442028985507	0	0	1.12646724725483	0	0	1.01212948831231	0	1.31905648665425	0	0	0	0
"GB-GCA-009875325.1-WWRL01000077.1"	0	0	0.555802578923966	1.9460634199348	0	0.668804397617957	0	0.509510869565217	0	0	0	1.3353647607098	0	0.297212627520283	0	0	0	0	0.948204987667854	0
"GB-GCA-014868765.1-WHEU01000011.1"	0	0	0.155624722098711	1.69910105699891	0.117458622530699	0	0	0	0	0	0	0	0	0	0	0	0.072277545775779	0	0	0
"GB-GCA-015553565.1-JADNGW010000081.1"	0	0	0	0	0.790176187933796	0	0	0	0	1.120828733973	0	1.77451156121169	0	0	0	0	3.55766141985223	0	0.783776377089614	0
"GB-GCA-015554585.1-JADNIT010000076.1"	0.11459527034066	3.10416666666667	0	4.69228489578188	1.23865456486919	1.63994502977554	5.65123233989894	8.89945652173913	0	5.03523817610597	0	4.21222441297724	0.104485409358907	5.5506466382842	0.846325167037862	0.612973308504035	4.76228718278188	5.93369333165892	3.14606741573034	2.26696258719087
"GB-GCA-015656085.1-DVEJ01000014.1"	0	0	0	0.0296354835523066	0	0.0458085203847916	1.25812106837166	0	0	0	0	0	0	0	0.215293244246474	0	0	0	0.0876952589750617	0
"GB-GCA-016742415.1-JAEPEL010000544.1"	0.281279299927076	0.145833333333333	0	0	0.138814735718099	0.265689418231791	0.319686500979684	0.0566123188405797	0	0.152840281905409	0.0946611132146914	0.510844237318516	0.343309202179267	0	0	0.155183116076971	0	0	0.0876952589750617	0
"GB-GCA-017850375.1-JAFIMH010000032.1"	0	0	0	0	0	0	0	0	0	0.254733803175681	0	0	0	0.20081934291911	0	0	0	0.175813135752857	0	0
"GB-GCA-017850905.1-JAFILG010000100.1"	0	0	0	0	0	0	0	0	0	0	0	0	5.17949100679155	0	0	0	0	0	0.301452452726774	0
"GB-GCA-017851095.1-JAFIKW010000110.1"	0	0	0	0	0	0	0	0.271739130434783	1.05002359603587	0	1.68496781522151	0	0	0	0	0	0	0.282556825317092	0.0986571663469444	0
"GB-GCA-017851145.1-JAFIKU010000077.1"	0	0.635416666666667	0.133392618941752	0	0.181526962092899	0	0	0.283061594202899	0	0	0	0.206130130847822	0	0	0	0	0	0	0	0
"GB-GCA-017851155.1-JAFIKT010000134.1"	0	0	0	0	0	0	0	0.135869565217391	0	0	0	0	0	0	0	0	0	0.263719703629285	0	0
"GB-GCA-017851495.1-JAFIKD010000415.1"	0	0	0	0	0.234917245061399	0	0	0.41893115942029	0.294950448324681	0	0.596365013252556	0.250941028858218	0	0.176721021768817	0	0	0	0	0.131542888462592	0
"GB-GCA-018063905.1-JAGPAM010000076.1"	0	0	0.133392618941752	0	0	0	0.0824997421883057	0.0339673913043478	0.0707881075979236	0	0.265051117001136	0	0.104485409358907	0	0	0	0	0.0376742433756122	0	0
"GB-GCA-018223365.1-JAGTTP010000001.1--2"	0	0.229166666666667	0.0889284126278346	0.118541934209227	0.149492792311799	0.137425561154375	0	0.113224637681159	0	0	0	0.188205771643664	0	0.112458832034702	0	0.0775915580384854	0	0	0.126061934776651	0.0792644261255549
"GB-GCA-018223385.1-JAGTTR010000033.1"	0	0.0729166666666667	0.0889284126278346	0.128420428726662	0.0854244527495996	0.100778744846541	0	0.0566123188405797	0	0.0679290141801817	0	0	0.0447794611538175	0.0963932846011728	0	0.100869025450031	0	0	0.0657714442312962	0.0634115409004439
"GB-GCA-018223435.1-JAGTTO010000001.1"	0	0	0	0	0	0	0.309374033206146	0.215126811594203	0	0.0849112677252271	0	0	0	0.0642621897341152	0	0	0	0	0	0
"GB-GCA-018223435.1-JAGTTO010000001.1--4"	0	0.15625	0	0	0	0	0	0	0	0.101893521270273	0	0.0896217960207923	0.0671691917307262	0.136557153184995	0	0	0	0.0816275273138264	0	0.0871908687381103
"GB-GCA-018223435.1-JAGTTO010000001.1--7"	0	0	0	0.118541934209227	0	0	0	0	0.0943841434638981	0	0.33131389625142	0	0.0820956787819987	0	0	0.349162011173184	0	0	0	0
"GB-GCA-018228645.1-CP073693.1--3"	0	0	0	0	0	0	0.103124677735382	0	0	0	0	0	0	0	0.155902004454343	0	0	0	0	0
"GB-GCA-018336475.1-CP048741.1--6"	3.83373268048755	0.239583333333333	0.466874166296132	0.454410747802035	0.726107848371596	0.320659642693541	0	0.747282608695652	0.884851344974044	1.22272225524327	0	0.376411543287327	0	0.570326933890272	0.601336302895323	0.737119801365611	0.40154192097655	0.40185859600653	0.537133461222253	0.40424857324033
"GB-GCA-018370675.1-JAGYZX010000010.1"	0	0	0.277901289461983	0	0	0	0.474373517582758	0	0	0.135858028360363	0	0	0.164191357563997	0	0.118782479584261	0	0	0.0376742433756122	0.0493285831734722	0
"GB-GCA-900066335.1-FMEU01000030.1"	0	0.0729166666666667	0	0	0.448478376935398	0.137425561154375	0.11343714550892	0.124547101449275	0	0	1.22112836046952	0	0.149264870512725	0	0.066815144766147	0	0	0	0.115100027404768	0.0396322130627774
"GB-GCA-900066345.1-FMEC01000005.1"	0	0	0	0	0	0	0.453748582035681	0	0.153374233128834	0.424556338626136	0	0.313676286072773	0	0.923768977427906	0	0	0	0.313952028130102	0	0
"GB-GCA-900066555.1-FMDW01000023.1"	0.364621314720283	0	0.233437083148066	0	0	0	0	0.249094202898551	0.224162340726758	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900066625.1-FMHF01000009.1"	0	0	0	0	0	0	0	0	0	0	0	0.313676286072773	0	0	0	0.0465549348230912	0.738837134596852	0	0	0
"GB-GCA-900067015.1-FMHA01000003.1"	0	0	0	0	0	0	0	0	0	0	0	1.5952679691701	0	0.562294160173508	0	0	0	0	0	0
"GB-GCA-900086605.1-LT571470.1--2"	0	0	0	0	0	0	0	0.464221014492754	0	0	0	0	0	0	0	0	0.168647606810151	0	0	0
"GB-GCA-900542515.1-UQOA01000002.1"	0	0	0	0	0.726107848371596	0	0	0	0	0	0.265051117001136	0	0	0	0	0	0	0	0	0
"GB-GCA-900543035.1-UQPV01000008.1"	0	0	0	0	0	0	0.154687016603073	0	0	0	0	0	0	0	0.193021529324425	0	0	0	0	0
"GB-GCA-900545115.1-UQXN01000021.1"	0.552140848005001	1.10416666666667	1.48955091151623	0.701373110737924	0.0320341697810998	0	0	0	0	0	0	0.080659616418713	3.22412120307486	0.080327737167644	0	0	0	0.119301770689439	0.0822143052891203	0.237793278376665
"GB-GCA-900546085.1-URBS01000003.1"	0	0	0	0	0	0	0	0.203804347826087	0	0	0	0	1.26875139935816	0	0.259836674090572	0.0775915580384854	0	0	0.180871471636065	0
"GB-GCA-900755655.1-CAAEHE010000038.1"	0	0	0	0.108663439691791	0.128136679124399	0.613834173156207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900756345.1-CAAEJT010000082.1"	0	0	0.344597598932859	0	0	0	0	0	0	0	0	0	0	0	0	0.0387957790192427	0.505942820430453	0	0.0383666758015895	0
"GB-GCA-900758135.1-CAAEQM010000063.1"	8.54255651630378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131542888462592	0
"GB-GCA-900761785.1-CAAFEE010000120.1"	0	0.520833333333333	0	0	0	0	0.11343714550892	0	0	0.0254733803175681	0.141991669822037	0	0	0.0963932846011728	0.163325909428359	0.302607076350093	0	0	0	0
"GB-GCA-900762515.1-CAAFHA010000156.1"	0	0	0	0	0	0	0	0	0.47192071731949	0	0	0	0	0	0	0	0	0.426974758256938	0	0
"GB-GCA-900763275.1-CAAFJR010000007.1"	0	0	0	0	0	0	0	0	0.25955639452572	0	0	0	0.134338383461452	0	0	0	0	0	0	0
"GB-GCA-900767615.1-CAAFZU010000193.1"	0.135430774038962	0	0	0.26671935197076	0	0	0	0	0	0	0	0.286789747266535	0	0	0	0	0	0	0	0
"GB-GCA-902363695.1-CABJAY010000011.1"	0	0.239583333333333	0	0	0	0	0	0.0792572463768116	0	0	0	0	0	0.0481966423005864	0.0593912397921307	0.147423960273122	0	0	0	0
"GB-GCA-902364425.1-CABJDX010000004.1"	0	0.364583333333333	0	0	0	0	0	0	0.755073147711185	0	0	0	0.0970221658332711	0	0	0	0	1.58859726233831	0	0
"GB-GCA-902364905.1-CABJFP010000006.1"	0	0	0	0.46428924231947	0.298985584623598	0.393953275309207	0	0	0	0	0.757288905717531	0	0.208970818717815	0	0	0.131905648665425	0.570189527786701	0	0	0
"GB-GCA-902646515.1-CACRCQ010000098.1"	0.21877278883217	0	0	0.217326879383582	0.117458622530699	0.696289509848832	0.247499226564917	0.509510869565217	0.530910806984427	0.195295915768022	0	0.81555834378921	0.373162176281812	0.666720218491445	0.244988864142539	0.48106765983861	0	0.238603541378877	0.378185804329953	0.562777425491439
"GB-GCA-905197495.1-CAJJZB010000005.1"	0	0.604166666666667	0.444642063139173	0	0.192205018686599	0	0.536248324223987	0	0	0	0	0	0	0	0	0	0	0	0.0657714442312962	0
"GB-GCA-905198405.1-CAJKCU010000072.1"	0	0	0	0	0	0	0	0	0	0	0	0.833482702993368	0	0.433769780705277	0	0	0	0	0	0
"GB-GCA-905199545.1-CAJKGW010000002.1"	0.510469840608397	0.15625	0	0.958213968191248	0	0.137425561154375	0.340311436526761	0	0	0	0	0.725936547768417	0	2.01622620290786	0.066815144766147	0.294847920546245	0	1.36255180208464	0.290490545354892	0.229866835764109
"GB-GCA-905205225.1-CAJLCQ010000084.1"	0	0.90625	0.0666963094708759	0.187691395831275	0	0	0.773435083015366	0	0	0	0	0	0	0	0	0	0	0	0.20279528637983	0.118896639188332
"GB-GCA-905208235.1-CAJLOF010000165.1"	0	0	0	0.217326879383582	0	0.357306459001374	0	0	1.41576215195847	0	1.04127224536161	0	0	0	0.356347438752784	0	3.15611949887568	0.583950772321989	0	0
"GB-GCA-905208315.1-CAJLOS010000002.1"	0.125013022189811	0	0	0	0	0.503893724232707	0	0	1.16800377536574	0	0	0	0	0	0	0	0	0	0	0.118896639188332
"GB-GCA-905212165.1-CAJMDO010000177.1"	0	0	0.233437083148066	0	0	0	0	2.43432971014493	0	1.7576632419122	0	0	0.29852974102545	0	0	0	0	0	0.619347766511373	2.41756499682942
"GB-GCA-905213495.1-CAJMIO010000037.1"	0	3.14583333333333	0.033348154735438	0	0	0	0	0	3.36243511090137	0	5.05490344566452	0	0.17911784461527	0	0	2.48292985723153	0	0	0.668676349684845	0
"MJ005-barcode35-umi82259bins-ubs-3"	0	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0.186581088140906	0	0	0	0	0	0	0
"MJ005-barcode50-umi71359bins-ubs-3"	1.30221898114387	0	0	0	0.0747463961558996	0	0	0	0	0	0	0	0	0	0.185597624350408	0	0	0	0	0
"MJ005-barcode50-umi85770bins-ubs-3"	0	0.0729166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0.371195248700817	0.310366232153942	0	0	0	0
"MJ005-barcode50-umi9940bins-ubs-19"	0	0	0.0778123610493553	0	0	0	0.309374033206146	0	0	0	0	0	0	0	0	0	0	0	0	0.126823081800888
"MJ006-1-barcode25-umi129490bins-ubs-3"	0	0	0	0.187691395831275	0.0640683395621997	0	0	0	0	0	0	0	0.029852974102545	0	0	0	0.216832637327337	0	0	0
"MJ006-1-barcode26-umi100529bins-ubs-4"	0	0.947916666666667	0	0.197569890348711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode26-umi154766bins-ubs-3"	0	0	0.211204979991107	0.118541934209227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode26-umi83097bins-ubs-5"	0	0	0.366829702089818	0.227205373901017	0	0.183234081539166	0	0	0	0	0	0	0.828420031345623	0	0	0	0	0	0.164428610578241	0
"MJ006-1-barcode27-umi100072bins-ubs-4"	0.0312532555474529	0.15625	0.100044464206314	0	0	0	0.0206249355470764	0.0339673913043478	0	0	0	0	0.149264870512725	0	0.0296956198960653	0	0	0	0.0274047684297068	0.0317057704502219
"MJ006-1-barcode27-umi101444bins-ubs-4"	0	0	0	0	0	0	0	0	0.165172251061822	0	0	0	0	0	0.616184112843356	0	0	0	0	0
"MJ006-1-barcode28-umi121246bins-ubs-4"	0	0	0	0	0	0	5.04279674126018	4.87998188405797	0	2.01239704508788	0	0	0.223897305769087	0	0.267260579064588	0	0	0	0.641271581255138	0
"MJ006-1-barcode28-umi127119bins-ubs-4"	0	0	0.300133392618942	0	0	0	0	0	0	0	0.747822794396062	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi136827bins-ubs-3"	0	0	0.0222321031569586	0	0	0	0	0	0	0.31417169058334	0	0.322638465674852	0	0.104426058317937	0	0	0	0	0.213757193751713	0.134749524413443
"MJ006-1-barcode28-umi141536bins-ubs-3"	0	0	0	0.0790279561394844	0.277629471436199	0	0.226874291017841	0	0.424728645587541	0	0	0.179243592041585	0	0	0	0.147423960273122	0	0	0	0
"MJ006-1-barcode28-umi144986bins-ubs-4"	0.312532555474529	0	0	0	0	0	0	0	0	0.679290141801817	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi155797bins-ubs-4"	0	0	0.111160515784793	0	0.106780565936999	0	0	0	0	0	0	0	0	0	0	0.349162011173184	0	0	0	0
"MJ006-1-barcode28-umi161825bins-ubs-3"	0	0.15625	0.155624722098711	0.316111824557937	0	0	0	0	0.0825861255309108	0.254733803175681	0	0	0.208970818717815	0.538195839023215	0.371195248700817	0	0	0.175813135752857	0.180871471636065	0
"MJ006-1-barcode28-umi206900bins-ubs-3"	0	0	0	0.197569890348711	0	0	0.618748066412292	1.97010869565217	0	0.551923240213976	0	0	2.23150981416524	0.650654671057916	0.616184112843356	0.63625077591558	0.610343719884356	0.332789149817908	1.682652781584	0
"MJ006-1-barcode28-umi234636bins-ubs-3"	0	0	0.111160515784793	0	0.0213561131873999	0	0.134062081055997	0.101902173913043	0	0	0	0	0	0	0	0	0	0.0313952028130102	0.115100027404768	0
"MJ006-1-barcode30-umi146993bins-ubs-3"	0	0	0.277901289461983	0.385261286179986	0	0	0	0	0	0	0	0	0.455257855063811	0	0.200445434298441	0.170701427684668	0	0	0.290490545354892	0
"MJ006-1-barcode30-umi225015bins-ubs-3"	0	0	0.422409959982214	0.375382791662551	0	0	0	0	0	0	0	0	0.0970221658332711	0	0	0	3.28461291358818	0	0.389147711701836	0
"MJ006-1-barcode31-umi13438bins-ubs-16"	0	0	0.100044464206314	0	0	0	0	0	0	0	0.0851950018932223	0	0	0	0	0	0	0.106743689564235	0.0602904905453549	0.0634115409004439
"MJ006-1-barcode31-umi40280bins-ubs-9"	0	0	0	0	0.245595301655099	0.100778744846541	0.866247292977209	2.96648550724638	0	0	0.984475577432791	0	0.447794611538175	0	0	0	0	0	0.279528637983009	0
"MJ006-1-barcode31-umi49825bins-ubs-7"	0.750078133138869	0	0	0	0	0	0	0.192481884057971	0	0	0	0	0.261213523397268	0	0	0	0	0	0	0.0871908687381103
"MJ006-1-barcode32-umi100692bins-ubs-4"	0	0	0	0	0	0	0	1.07563405797101	0	0	0	0	0	0	0	0	0	0	0.334338174842423	0
"MJ006-1-barcode32-umi63755bins-ubs-6"	0.197937285133868	0	0.0889284126278346	0	0	0	0	0	0.141576215195847	0	0	0	0	0	0	0	0	0	0	0.0237793278376665
"MJ006-1-barcode33-umi103990bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760397268777157	0	0	0.142504795834475	0
"MJ006-1-barcode33-umi164371bins-ubs-4"	0	0.0208333333333333	0	0	0	0	0.103124677735382	0.0566123188405797	0	0	0	0.0448108980103961	0.0447794611538175	0	0	0.131905648665425	0	0.0313952028130102	0.0438476294875308	0
"MJ006-1-barcode34-umi107970bins-ubs-4"	0	0	0	0.167934406796404	0	0	0	0	0.176970268994809	0	0	0	0	0	0.267260579064588	0	0	0	0	0
"MJ006-1-barcode34-umi121582bins-ubs-4"	0.864673403479529	1.5	1.2894619831036	0.207448384866146	0	0	0	0	0.188768286927796	0	0	0	0	0	0.653303637713437	0.0775915580384854	0	0	0	0.554850982878884
"MJ006-1-barcode34-umi136001bins-ubs-3"	0	0.40625	0.97821253890618	0	0	0	0	0	0	0	0.141991669822037	0	0.925442197178894	0	0	0	0	0	0.263085776925185	0
"MJ006-1-barcode35-umi110232bins-ubs-4"	0.927179914574435	0	0	0	0	0	0	0	3.56300141576215	0	0	0	0	0	0	0	0	0	0.0767333516031789	0
"MJ006-1-barcode35-umi143487bins-ubs-3"	0	0	0	0	0	0	0.721872744147675	0.849184782608696	0	0	0	0	0	0	0.497401633259094	0	0	0	0.0767333516031789	0
"MJ006-1-barcode35-umi166670bins-ubs-3"	0.43754557766434	0	0.222321031569586	0	0.106780565936999	0	0	0	0.212364322793771	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode36-umi113965bins-ubs-4"	0.270861548077925	0.104166666666667	0.411293908403735	0	0.619327282434597	0	0.556873259771063	0.169836956521739	0.0707881075979236	0.0764201409527044	0	0.654239110951783	0.104485409358907	0.152622700618524	0.0742390497401633	0.395716945996276	0	0.200929298003265	0.158947656892299	0.443880786303107
"MJ006-1-barcode37-umi101248bins-ubs-4"	0	0	0.33348154735438	0.493924725871777	0.416444207154298	0.430600091617041	0.195936887697226	0.169836956521739	0.625294950448325	0	0	0.788671804982972	0.35823568923054	0.369507590971162	0.319227913882702	0.574177529484792	0	0.872786638201683	0.509728692792546	0.364616360177552
"MJ006-1-barcode37-umi107576bins-ubs-4"	0	0	0	0.128420428726662	0	0	0	0	0	0	0	0	0	0	0	0.131905648665425	0	0.301393947004898	0	0
"MJ006-1-barcode37-umi113304bins-ubs-4"	0.21877278883217	0	0.222321031569586	0	0	0	0	0	0	0	0	0	0.164191357563997	0	0	0	0	0	0	0
"MJ006-1-barcode37-umi146593bins-ubs-3"	0	0	0	0	0	0	0.97968443848613	1.98143115942029	0	0	0	0	2.19419359653706	0	0	1.21042830540037	0.489881143591391	0.238603541378877	0.580981090709783	0
"MJ006-1-barcode37-umi163344bins-ubs-3"	0.166684029586415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147423960273122	0	0.226045460253673	0	0
"MJ006-1-barcode37-umi167390bins-ubs-3"	0	0	0	0	0	0	0.154687016603073	0	0	0	0	0	0.104485409358907	0	0	0	0	0	0	0
"MJ006-1-barcode37-umi182710bins-ubs-3"	0	0.166666666666667	0	0	0	0.1099404489235	0	0	0	0	0	0	0	0	0.0965107646622123	0	0	0	0	0
"MJ006-1-barcode37-umi236242bins-ubs-3"	0	0	0.100044464206314	0	0.256273358248799	0	0	0.169836956521739	0	0	0	0	0.171654601089634	0	0.326651818856719	0	0	0	0	0
"MJ006-1-barcode37-umi32906bins-ubs-9"	0	0	0	0	0	0	0.422811178715067	0	0	0	0	0	0	0	0	0	0	0	0.12058098109071	0
"MJ006-1-barcode38-umi101062bins-ubs-4"	0	0	0	0	0.277629471436199	0	0	0	0	0	0	0	0.246287036345996	0	0	0	0	0	0	0
"MJ006-1-barcode38-umi103072bins-ubs-4"	0	0	0	0.0889064506569199	0	0	0	0	0	0	0	0.546692955726833	0.283603253974177	0	0.0965107646622123	0	0	0	0	0.0951173113506658
"MJ006-1-barcode38-umi103318bins-ubs-4"	0	0	0.0778123610493553	0	1.26001067805659	0.0732936326156665	0	0	0	0	0	0	0	0	0.623608017817372	0	0	0	0	0.554850982878884
"MJ006-1-barcode38-umi105953bins-ubs-4"	0	0	0	0	0	0	0.11343714550892	0.0566123188405797	0	0	0	0	0.171654601089634	0	0	0	0	0	0	0
"MJ006-1-barcode38-umi117112bins-ubs-4"	0	0	0.477990217874611	0	0	0	0	0.249094202898551	0	0	0	0	0	0	0	0	0	0	0	0.261572606214331
"MJ006-1-barcode38-umi124575bins-ubs-4"	0	0	0	0	0	0	0	0	0	0.135858028360363	0	0.152357053235347	0	0	0.0296956198960653	0	0	0.144417932939847	0	0
"MJ006-1-barcode38-umi127331bins-ubs-3"	0	0.354166666666667	0	0	0.309663641217298	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268566730611126	0
"MJ006-1-barcode38-umi130817bins-ubs-3"	0	0	0	0	0	0	0.464061049809219	0	0	0.28020718349325	0	0	0.388088663333085	0	0	0	0	0.150696973502449	0.12058098109071	0.459733671528218
"MJ006-1-barcode38-umi134722bins-ubs-3"	0	0	0.844819919964429	0	0	0	0	0	0	0.288698310265772	0	0.421222441297724	1.91805358608851	0.337376496104105	0	0	0	0.40185859600653	0	0
"MJ006-1-barcode38-umi139950bins-ubs-3"	0	0	0	0	0	0.0824553366926248	0	0.622735507246377	0	0.118875774815318	0	3.05610324430902	0	0	0	0	0	0	0	0
"MJ006-1-barcode38-umi145963bins-ubs-3"	0	0	0	0	0	0	0	0	0	0.475503099261272	0	0	0	0.104426058317937	0	0	0	0	0	0
"MJ006-1-barcode38-umi148279bins-ubs-3"	0	0	0	0	0	0	0	0	0	0.110384648042795	0	0	0.164191357563997	0	0	0	0	0	0	0.190234622701332
"MJ006-1-barcode38-umi149391bins-ubs-4"	0	0	0	0	0.106780565936999	0	0	0	0	0	0	0	0	0	0.200445434298441	0	0	0	0.093176212661003	0
"MJ006-1-barcode38-umi153606bins-ubs-5"	0.302114803625378	0	0	0	0	0	0	0	0	0.144349155132886	0	0	0	0.176721021768817	0	0	0	0	0	0
"MJ006-1-barcode38-umi155073bins-ubs-3"	0.32295030732368	0.25	0	0	0	0	0	0	0	0.0509467606351363	0	0	0.268676766922905	0	0	0	0	0	0.0767333516031789	0.261572606214331
"MJ006-1-barcode38-umi156446bins-ubs-4"	0	0	0.444642063139173	0	0	0	0	0	0	0	0	0.125470514429109	0	0	0	0	0	0	0	0
"MJ006-1-barcode38-umi157629bins-ubs-3"	1.46890301073028	0	0	0	0	0	0	0	0	0	0.123059447179099	0	0	0	0	0	0	0	0.104138120032886	0
"MJ006-1-barcode38-umi157855bins-ubs-3"	0	0.3125	0	0	0	0	0	0	0	0	0	0	0.0970221658332711	0	0	0	0	0	0.137023842148534	1.41090678503488
"MJ006-1-barcode38-umi160185bins-ubs-3"	0	0	0	0	0	0	0	0.407608695652174	0.684285040113261	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode38-umi170558bins-ubs-3"	0	0	0	0	0	0	0	0	0.60169891458235	0	0	0	0	0	0	0.256052141527002	0	0	0	0
"MJ006-1-barcode38-umi97004bins-ubs-4"	0.208355036983019	0	0	0	0	0	0.134062081055997	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode39-umi100321bins-ubs-4"	1.73976455880821	0	0	0	0	0	0	0	0	0.161331408677932	0	0	0	0	0	0	0	0	0.230200054809537	0
"MJ006-1-barcode39-umi102680bins-ubs-4"	0	0	0	0	0.181526962092899	0	0	0	0.0943841434638981	0	0	0.457071159706041	0	0	0	0	0	0	0.0219238147437654	0
"MJ006-1-barcode39-umi107659bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0.0567966679288148	0	0	0	0	0.116387337057728	0	0	0	0.214013950538998
"MJ006-1-barcode39-umi108685bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0	0	0.261213523397268	0	0	0	0	0	0.20279528637983	0
"MJ006-1-barcode39-umi118076bins-ubs-4"	0.54172309615585	0	0	0	0	0	0	0.283061594202899	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode39-umi126516bins-ubs-3"	0	0	0	0	0.0213561131873999	0.0824553366926248	0	0	0.12977819726286	0.118875774815318	0	0	0	0.144589926901759	0	0	0	0	0	0
"MJ006-1-barcode39-umi139611bins-ubs-3"	0	0	0	0	0.106780565936999	0	0	0	0	0	0	0.125470514429109	0	0	0	0.0465549348230912	0	0	0	0
"MJ006-1-barcode39-umi147946bins-ubs-3"	0	0.145833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144417932939847	0	0
"MJ006-1-barcode39-umi157933bins-ubs-3"	1.03135743306594	0.114583333333333	0	0	0.256273358248799	0	0.11343714550892	0.634057971014493	0.117980179329873	0.305680563810818	0	0.259903208460298	0	0	0	0.581936685288641	0	0	0.246642915867361	0
"MJ006-1-barcode39-umi164422bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139664804469274	0	0	0.164428610578241	0
"MJ006-1-barcode39-umi173707bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0.672093903824309	0.555655135328912	0	0	0.148478099480327	0	0	0.784880070325254	0.0383666758015895	0
"MJ006-1-barcode39-umi233032bins-ubs-3"	0	0	0	0	0	0	0	0	0	0.416065211853613	0	0	0	0	0	0	0	0.169534095190255	0.109619073718827	0
"MJ006-1-barcode39-umi82754bins-ubs-5"	1.09386394416085	0	0	0.0889064506569199	0	0	0.412498710941528	0.815217391304348	0.0943841434638981	0	0	0	0	0	0.215293244246474	0.504345127250155	0	0.0753484867512244	0	0.435954343690552
"MJ006-1-barcode40-umi135136bins-ubs-3"	0	0	0	0	0	0	0	0	0	0.441538592171181	0	0.268865388062377	0	0.080327737167644	0	0.193978895096214	0	0	0	0.340837032339886
"MJ006-1-barcode40-umi138736bins-ubs-3"	2.2293988957183	0.0208333333333333	0	0.0197569890348711	0	0	1.10343405176859	0	0	0	0	0	0.723934621986715	0	0.133630289532294	0	0	0	0.115100027404768	0.602409638554217
"MJ006-1-barcode42-umi141606bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0296956198960653	0.349162011173184	0	0	0.104138120032886	0
"MJ006-1-barcode43-umi110326bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022271714922049	0	0	0	0.224719101123596	0.110970196575777
"MJ006-1-barcode43-umi114603bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152585929971089	0	0.208276240065771	0
"MJ006-1-barcode43-umi114724bins-ubs-4"	0	0	0	0.138298923244098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163255054627653	0.0986571663469444	0
"MJ006-1-barcode43-umi123254bins-ubs-4"	0	0	1.40062249888839	0.46428924231947	0	0	0	0	0	0.152840281905409	0	0	0	0	0	0	0	0.558834610071581	0	0
"MJ006-1-barcode43-umi137386bins-ubs-3"	0	0	0.211204979991107	0	0	0	0	0	0.047192071731949	0	0	0	0.111948652884544	0	0	0.0543140906269398	0.08030838419531	0.113022730126837	0	0
