	dinput	filter	forwd	length	nonchim	chim_perc	retained_perc
SRR6444641_1.fastq	32253	32252	31951	31951	30533	4.4	94.7
SRR6444642_1.fastq	48282	48281	48033	48033	47625	0.8	98.6
SRR6444643_1.fastq	33291	33291	32761	32761	31386	4.2	94.3
SRR6444644_1.fastq	70163	70163	69527	69527	66517	4.3	94.8
SRR6444645_1.fastq	25236	25236	24921	24921	24151	3.1	95.7
SRR6444646_1.fastq	22002	22002	21757	21757	21212	2.5	96.4
SRR6444647_1.fastq	40495	40495	40221	40221	38970	3.1	96.2
SRR6444648_1.fastq	28578	28578	28218	28218	27483	2.6	96.2
SRR6444649_1.fastq	36348	36348	36095	36095	35635	1.3	98
SRR6444650_1.fastq	6305	6305	6215	6215	6215	0	98.6
SRR6444651_1.fastq	57586	57586	56899	56899	52526	7.7	91.2
SRR6444652_1.fastq	74984	74984	73897	73897	70887	4.1	94.5
SRR6444653_1.fastq	15896	15896	15734	15734	15734	0	99
SRR6444654_1.fastq	35869	35869	35414	35414	34410	2.8	95.9
SRR6444655_1.fastq	33478	33477	32892	32892	29831	9.3	89.1
SRR6444656_1.fastq	19105	19105	18862	18862	18328	2.8	95.9
SRR6444657_1.fastq	16820	16820	16747	16747	16740	0	99.5
SRR6444658_1.fastq	29290	29290	28680	28680	27675	3.5	94.5
SRR6444659_1.fastq	35864	35864	35636	35636	34673	2.7	96.7
SRR6444660_1.fastq	36615	36614	36324	36324	34576	4.8	94.4
SRR6444661_1.fastq	76154	76154	74531	74531	67302	9.7	88.4
SRR6444662_1.fastq	12371	12371	12214	12214	11847	3	95.8
SRR6444663_1.fastq	32210	32210	32009	32009	31687	1	98.4
SRR6444664_1.fastq	28331	28331	27896	27896	27435	1.7	96.8
SRR6444665_1.fastq	14381	14381	14212	14212	13757	3.2	95.7
SRR6444666_1.fastq	13595	13595	13438	13438	13420	0.1	98.7
SRR6444667_1.fastq	19344	19344	19164	19164	18964	1	98
SRR6444668_1.fastq	32714	32714	32466	32466	32033	1.3	97.9
SRR6444669_1.fastq	12789	12789	12658	12658	12510	1.2	97.8
SRR6444670_1.fastq	31590	31590	31246	31246	30261	3.2	95.8
SRR6444671_1.fastq	43954	43954	43484	43484	42285	2.8	96.2
SRR6444672_1.fastq	27934	27934	27772	27772	27549	0.8	98.6
SRR6444673_1.fastq	27547	27547	27294	27294	26967	1.2	97.9
SRR6444674_1.fastq	39228	39228	38899	38899	37502	3.6	95.6
SRR6444675_1.fastq	15404	15404	15167	15167	13670	9.9	88.7
SRR6444676_1.fastq	29250	29250	29020	29020	28885	0.5	98.8
SRR6444677_1.fastq	29470	29470	28814	28814	27973	2.9	94.9
SRR6444678_1.fastq	24885	24885	24592	24592	24020	2.3	96.5
SRR6444679_1.fastq	22367	22367	22213	22213	21871	1.5	97.8
SRR6444680_1.fastq	25802	25802	25592	25592	25339	1	98.2
SRR6444681_1.fastq	36843	36843	36369	36369	35450	2.5	96.2
SRR6444682_1.fastq	54428	54428	53945	53945	51192	5.1	94.1
SRR6444683_1.fastq	21023	21023	20894	20894	20877	0.1	99.3
SRR6444684_1.fastq	20175	20174	20062	20062	19916	0.7	98.7
SRR6444685_1.fastq	36741	36740	36494	36494	36165	0.9	98.4
SRR6444686_1.fastq	28696	28696	28024	28024	27383	2.3	95.4
SRR6444687_1.fastq	44372	44371	43617	43617	42059	3.6	94.8
SRR6444688_1.fastq	30962	30960	30545	30545	29344	3.9	94.8
SRR6444689_1.fastq	16395	16395	16164	16164	15813	2.2	96.5
SRR6444690_1.fastq	34100	34100	33680	33680	33294	1.1	97.6
SRR6444691_1.fastq	35040	35040	34429	34429	32992	4.2	94.2
SRR6444692_1.fastq	34297	34297	34038	34038	33762	0.8	98.4
SRR6444693_1.fastq	30684	30684	30477	30477	29922	1.8	97.5
SRR6444694_1.fastq	30327	30327	30030	30030	28687	4.5	94.6
SRR6444695_1.fastq	11987	11987	11851	11851	11531	2.7	96.2
SRR6444696_1.fastq	48135	48135	47603	47603	47092	1.1	97.8
SRR6444698_1.fastq	22071	22071	21834	21834	20793	4.8	94.2
SRR6444699_1.fastq	12734	12734	12281	12281	12031	2	94.5
SRR6444700_1.fastq	34725	34725	33988	33988	30482	10.3	87.8
SRR6444701_1.fastq	54840	54838	54300	54300	53208	2	97
SRR6444702_1.fastq	34100	34100	33819	33819	32922	2.7	96.5
SRR6444703_1.fastq	48306	48304	47709	47709	45634	4.3	94.5
SRR6444704_1.fastq	27438	27438	26979	26979	25917	3.9	94.5
SRR6444705_1.fastq	33934	33934	33520	33520	32243	3.8	95
SRR6444706_1.fastq	47197	47197	46813	46813	44332	5.3	93.9
SRR6444707_1.fastq	34272	34272	33733	33733	32618	3.3	95.2
SRR6444708_1.fastq	35237	35237	34922	34922	33998	2.6	96.5
SRR6444709_1.fastq	43604	43604	42926	42926	40601	5.4	93.1
SRR6444710_1.fastq	30725	30725	30066	30066	29211	2.8	95.1
SRR6444711_1.fastq	22559	22559	22343	22343	21874	2.1	97
SRR6444712_1.fastq	19453	19453	19195	19195	19035	0.8	97.9
SRR6444713_1.fastq	13375	13375	13122	13122	12932	1.4	96.7
SRR6444714_1.fastq	31230	31230	30886	30886	30632	0.8	98.1
SRR6444715_1.fastq	39369	39367	38913	38913	36557	6.1	92.9
SRR6444716_1.fastq	29512	29512	29113	29113	28042	3.7	95
SRR6444717_1.fastq	22027	22027	21899	21899	21772	0.6	98.8
SRR6444718_1.fastq	48346	48346	47773	47773	44804	6.2	92.7
SRR6444719_1.fastq	10889	10889	10233	10233	10093	1.4	92.7
SRR6444720_1.fastq	29887	29887	29557	29557	29002	1.9	97
SRR6444721_1.fastq	59600	59597	58884	58884	56661	3.8	95.1
SRR6444722_1.fastq	41334	41334	41014	41014	39447	3.8	95.4
SRR6444723_1.fastq	14806	14806	14566	14566	14262	2.1	96.3
SRR6444724_1.fastq	22875	22875	22707	22707	21646	4.7	94.6
SRR6444725_1.fastq	39146	39146	38471	38471	36319	5.6	92.8
SRR6444726_1.fastq	29188	29188	28984	28984	28298	2.4	97
SRR6444727_1.fastq	20021	20021	19722	19722	19077	3.3	95.3
SRR6444728_1.fastq	16205	16205	16109	16109	16074	0.2	99.2
SRR6444729_1.fastq	18462	18462	18330	18330	18258	0.4	98.9
SRR6444730_1.fastq	14809	14809	14469	14469	13862	4.2	93.6
SRR6444731_1.fastq	53552	53548	53128	53128	50440	5.1	94.2
SRR6444732_1.fastq	37180	37180	36748	36748	35515	3.4	95.5
SRR6444733_1.fastq	44471	44471	44078	44078	42118	4.4	94.7
SRR6444734_1.fastq	27613	27613	27085	27085	24222	10.6	87.7
SRR6444735_1.fastq	31366	31366	31041	31041	30701	1.1	97.9
SRR6444736_1.fastq	27290	27290	27034	27034	26901	0.5	98.6
SRR6444737_1.fastq	52750	52750	52195	52195	49178	5.8	93.2
SRR6444738_1.fastq	31011	31011	30635	30635	29163	4.8	94
SRR6444739_1.fastq	23785	23785	23637	23637	23514	0.5	98.9
SRR6444740_1.fastq	41128	41127	40784	40784	38969	4.5	94.8
SRR6444741_1.fastq	20990	20990	20563	20563	19841	3.5	94.5
SRR6444742_1.fastq	30713	30713	30382	30382	30090	1	98
SRR6444743_1.fastq	102464	102464	101396	101396	93722	7.6	91.5
SRR6444744_1.fastq	24861	24861	24766	24766	24675	0.4	99.3
SRR6444745_1.fastq	46694	46691	46254	46254	45009	2.7	96.4
SRR6444746_1.fastq	23964	23963	23669	23669	22833	3.5	95.3
SRR6444747_1.fastq	52065	52063	51654	51654	49457	4.3	95
SRR6444748_1.fastq	30707	30707	30344	30344	30172	0.6	98.3
SRR6444749_1.fastq	28194	28194	28022	28022	27870	0.5	98.9
SRR6444750_1.fastq	28425	28425	28094	28094	27512	2.1	96.8
SRR6444751_1.fastq	31654	31654	30944	30944	29947	3.2	94.6
SRR6444752_1.fastq	28369	28369	27942	27942	27124	2.9	95.6
SRR6444754_1.fastq	31750	31750	31395	31395	29803	5.1	93.9
SRR6444755_1.fastq	30224	30224	29898	29898	28663	4.1	94.8
SRR6444756_1.fastq	18825	18825	18463	18463	17295	6.3	91.9
SRR6444757_1.fastq	26188	26188	25995	25995	25737	1	98.3
SRR6444758_1.fastq	18232	18232	17992	17992	17682	1.7	97
SRR6444759_1.fastq	30856	30856	30509	30509	29516	3.3	95.7
SRR6444760_1.fastq	33532	33532	32721	32721	29865	8.7	89.1
SRR6444761_1.fastq	23958	23958	23827	23827	22679	4.8	94.7
SRR6444762_1.fastq	32346	32346	31943	31943	30102	5.8	93.1
SRR6444763_1.fastq	17471	17471	17155	17155	16521	3.7	94.6
SRR6444764_1.fastq	45776	45776	45488	45488	44660	1.8	97.6
SRR6444766_1.fastq	35781	35781	35286	35286	33104	6.2	92.5
SRR6444767_1.fastq	9448	9448	9295	9295	8941	3.8	94.6
SRR6444768_1.fastq	14028	14028	13851	13851	13674	1.3	97.5
SRR6444769_1.fastq	49404	49404	49078	49078	47849	2.5	96.9
SRR6444770_1.fastq	26534	26533	26199	26199	25930	1	97.7
SRR6444771_1.fastq	24313	24313	23639	23639	22943	2.9	94.4
SRR6444773_1.fastq	16853	16853	16517	16517	16401	0.7	97.3
SRR6444774_1.fastq	53030	53028	52469	52469	49110	6.4	92.6
SRR6444775_1.fastq	43446	43446	42995	42995	40072	6.8	92.2
SRR6444776_1.fastq	13056	13056	12821	12821	12741	0.6	97.6
SRR6444777_1.fastq	29252	29252	28967	28967	28258	2.4	96.6
SRR6444778_1.fastq	32696	32695	32177	32177	30704	4.6	93.9
SRR6444779_1.fastq	32479	32479	32029	32029	30676	4.2	94.4
SRR6444780_1.fastq	23694	23694	23535	23535	23347	0.8	98.5
SRR6444781_1.fastq	33338	33338	33107	33107	33019	0.3	99
SRR6444782_1.fastq	41927	41927	41031	41031	38017	7.3	90.7
SRR6444783_1.fastq	33821	33821	33678	33678	33147	1.6	98
SRR6444784_1.fastq	13626	13626	13512	13512	13290	1.6	97.5
SRR6444785_1.fastq	34022	34022	33738	33738	31749	5.9	93.3
SRR6444786_1.fastq	26033	26032	25907	25907	25907	0	99.5
SRR6444787_1.fastq	46201	46201	45843	45843	45190	1.4	97.8
SRR6444788_1.fastq	19573	19573	19264	19264	19069	1	97.4
SRR6444789_1.fastq	21706	21706	21331	21331	20470	4	94.3
SRR6444790_1.fastq	15818	15818	15531	15531	15513	0.1	98.1
SRR6444791_1.fastq	47491	47491	47108	47108	46693	0.9	98.3
SRR6444792_1.fastq	9737	9737	9664	9664	9619	0.5	98.8
SRR6444793_1.fastq	27998	27998	27761	27761	26500	4.5	94.6
SRR6444794_1.fastq	21000	21000	20635	20635	19968	3.2	95.1
SRR6444795_1.fastq	43242	43241	43005	43005	42550	1.1	98.4
SRR6444796_1.fastq	33652	33652	33306	33306	31394	5.7	93.3
SRR6444797_1.fastq	27410	27410	27206	27206	25684	5.6	93.7
SRR6444798_1.fastq	13636	13636	13475	13475	13204	2	96.8
SRR6444799_1.fastq	21983	21983	21863	21863	21861	0	99.4
SRR6444800_1.fastq	13261	13261	13175	13175	13175	0	99.4
SRR6444801_1.fastq	34446	34442	33967	33967	30983	8.8	89.9
SRR6444802_1.fastq	21167	21167	20845	20845	20427	2	96.5
SRR6444803_1.fastq	36205	36205	36026	36026	35990	0.1	99.4
SRR6444804_1.fastq	32292	32292	31903	31903	30352	4.9	94
SRR6444805_1.fastq	43612	43612	43104	43104	39063	9.4	89.6
SRR6444806_1.fastq	18095	18095	17985	17985	17547	2.4	97
SRR6444807_1.fastq	64038	64037	62922	62922	58391	7.2	91.2
SRR6444808_1.fastq	17573	17573	17118	17118	16623	2.9	94.6
SRR6444809_1.fastq	33870	33870	33630	33630	32751	2.6	96.7
SRR6444810_1.fastq	37871	37869	37529	37529	35415	5.6	93.5
SRR6444811_1.fastq	37915	37914	37615	37615	36037	4.2	95
SRR6444812_1.fastq	30242	30242	29744	29744	29055	2.3	96.1
SRR6444813_1.fastq	28753	28753	28298	28298	27085	4.3	94.2
SRR6444814_1.fastq	41905	41903	41564	41564	38929	6.3	92.9
SRR6444815_1.fastq	60705	60705	60216	60216	57644	4.3	95
SRR6444816_1.fastq	22154	22154	21780	21780	21203	2.6	95.7
SRR6444817_1.fastq	29892	29892	29514	29514	29121	1.3	97.4
SRR6444818_1.fastq	34278	34278	33722	33722	31876	5.5	93
SRR6444819_1.fastq	19960	19960	19278	19278	16634	13.7	83.3
SRR6444820_1.fastq	30962	30962	30739	30739	30590	0.5	98.8
SRR6444821_1.fastq	21678	21678	21504	21504	21080	2	97.2
SRR6444822_1.fastq	75386	75386	74869	74869	71670	4.3	95.1
SRR6444823_1.fastq	33263	33263	32913	32913	32240	2	96.9
SRR6444824_1.fastq	31950	31950	31755	31755	31623	0.4	99
SRR6444825_1.fastq	32924	32924	32496	32496	30812	5.2	93.6
SRR6444826_1.fastq	28596	28596	28198	28198	26893	4.6	94
SRR6444827_1.fastq	25243	25243	24875	24875	24375	2	96.6
SRR6444828_1.fastq	89561	89561	88442	88442	73618	16.8	82.2
SRR6444829_1.fastq	73537	73537	72732	72732	69095	5	94
SRR6444830_1.fastq	25408	25408	25275	25275	25092	0.7	98.8
SRR6444831_1.fastq	44730	44728	44280	44280	41701	5.8	93.2
SRR6444832_1.fastq	31402	31402	30922	30922	29540	4.5	94.1
SRR6444833_1.fastq	32637	32637	32483	32483	31921	1.7	97.8
SRR6444834_1.fastq	38921	38919	38493	38493	36187	6	93
SRR6444835_1.fastq	25912	25912	25661	25661	25136	2	97
SRR6444836_1.fastq	12312	12312	12090	12090	11609	4	94.3
SRR6444837_1.fastq	37289	37289	36715	36715	35573	3.1	95.4
SRR6444838_1.fastq	17401	17401	17217	17217	16931	1.7	97.3
SRR6444839_1.fastq	31489	31489	31306	31306	31150	0.5	98.9
SRR6444840_1.fastq	26417	26417	26172	26172	25444	2.8	96.3
SRR6444841_1.fastq	27190	27190	26691	26691	25526	4.4	93.9
SRR6444842_1.fastq	15444	15444	15291	15291	15272	0.1	98.9
SRR6444843_1.fastq	48820	48820	48345	48345	46400	4	95
SRR6444844_1.fastq	13317	13317	13132	13132	12287	6.4	92.3
SRR6444845_1.fastq	10687	10687	10489	10489	10454	0.3	97.8
SRR6444846_1.fastq	14720	14720	14438	14438	14241	1.4	96.7
SRR6444847_1.fastq	26310	26310	25812	25812	24684	4.4	93.8
SRR6444848_1.fastq	33687	33687	33336	33336	32922	1.2	97.7
SRR6444849_1.fastq	27405	27405	26985	26985	26517	1.7	96.8
SRR6444850_1.fastq	37918	37918	37548	37548	36585	2.6	96.5
SRR6444851_1.fastq	23890	23890	23792	23792	23719	0.3	99.3
SRR6444852_1.fastq	48150	48146	47450	47450	45274	4.6	94
SRR6444853_1.fastq	13211	13211	12958	12958	12902	0.4	97.7
SRR6444854_1.fastq	15042	15042	14989	14989	14989	0	99.6
SRR6444855_1.fastq	24625	24625	24409	24409	23943	1.9	97.2
SRR6444856_1.fastq	32695	32695	32300	32300	29268	9.4	89.5
SRR6444857_1.fastq	50433	50431	50114	50114	48700	2.8	96.6
SRR6444858_1.fastq	26659	26658	26020	26020	24469	6	91.8
SRR6444859_1.fastq	26655	26655	26408	26408	25991	1.6	97.5
SRR6444860_1.fastq	47059	47059	46506	46506	45053	3.1	95.7
SRR6444861_1.fastq	36796	36796	36422	36422	35410	2.8	96.2
SRR6444862_1.fastq	7114	7114	7010	7010	7010	0	98.5
SRR6444863_1.fastq	29446	29446	29153	29153	28838	1.1	97.9
SRR6444865_1.fastq	29394	29393	29131	29131	28670	1.6	97.5
SRR6444866_1.fastq	28711	28711	28353	28353	27063	4.5	94.3
SRR6444867_1.fastq	43614	43613	43178	43178	41913	2.9	96.1
SRR6444868_1.fastq	41200	41200	40593	40593	37011	8.8	89.8
SRR6444869_1.fastq	30686	30686	30503	30503	30406	0.3	99.1
SRR6444870_1.fastq	47613	47613	47046	47046	45620	3	95.8
SRR6444871_1.fastq	29955	29955	29628	29628	29050	2	97
SRR6444872_1.fastq	11094	11094	10892	10892	10887	0	98.1
SRR6444873_1.fastq	58400	58399	57709	57709	54567	5.4	93.4
SRR6444874_1.fastq	42338	42338	41898	41898	35199	16	83.1
SRR6444875_1.fastq	31125	31125	30914	30914	30298	2	97.3
SRR6444876_1.fastq	24860	24860	24413	24413	23776	2.6	95.6
SRR6444877_1.fastq	26089	26089	26024	26024	26015	0	99.7
SRR6444878_1.fastq	35003	35003	34746	34746	33878	2.5	96.8
SRR6444879_1.fastq	22425	22425	21804	21804	21176	2.9	94.4
SRR6444880_1.fastq	25391	25391	25027	25027	24791	0.9	97.6
SRR6444881_1.fastq	23595	23595	23214	23214	22960	1.1	97.3
SRR6444882_1.fastq	19611	19610	19512	19512	19336	0.9	98.6
SRR6444883_1.fastq	21836	21836	21562	21562	20479	5	93.8
SRR6444884_1.fastq	49932	49931	48906	48906	43965	10.1	88
SRR6444885_1.fastq	21893	21893	21493	21493	21293	0.9	97.3
SRR6444886_1.fastq	25349	25349	25042	25042	24377	2.7	96.2
SRR6444887_1.fastq	40225	40225	39721	39721	39379	0.9	97.9
SRR6444888_1.fastq	22927	22927	22525	22525	19737	12.4	86.1
SRR6444889_1.fastq	9784	9784	9565	9565	9458	1.1	96.7
SRR6444890_1.fastq	13874	13874	13539	13539	13307	1.7	95.9
SRR6444892_1.fastq	24233	24233	23660	23660	23156	2.1	95.6
SRR6444893_1.fastq	29017	29017	28200	28200	27294	3.2	94.1
SRR6444894_1.fastq	27467	27466	27256	27256	27227	0.1	99.1
SRR6444895_1.fastq	26188	26188	25897	25897	25203	2.7	96.2
SRR6444896_1.fastq	29449	29449	28952	28952	28220	2.5	95.8
SRR6444897_1.fastq	32902	32902	32638	32638	31009	5	94.2
SRR6444898_1.fastq	50180	50179	49847	49847	48394	2.9	96.4
SRR6444899_1.fastq	38494	38492	38178	38178	37464	1.9	97.3
SRR6444900_1.fastq	37241	37240	36967	36967	36817	0.4	98.9
SRR6444901_1.fastq	16814	16814	16630	16630	16490	0.8	98.1
SRR6444902_1.fastq	21880	21880	21707	21707	21386	1.5	97.7
SRR6444903_1.fastq	15682	15682	15426	15426	15199	1.5	96.9
SRR6444904_1.fastq	23954	23954	23801	23801	23532	1.1	98.2
SRR6444905_1.fastq	24296	24296	23948	23948	23858	0.4	98.2
SRR6444907_1.fastq	25958	25958	25675	25675	25209	1.8	97.1
SRR6444908_1.fastq	25439	25439	24972	24972	23882	4.4	93.9
SRR6444909_1.fastq	41304	41304	40541	40541	38341	5.4	92.8
SRR6444910_1.fastq	11865	11865	11727	11727	11727	0	98.8
SRR6444911_1.fastq	17519	17519	17155	17155	17072	0.5	97.4
SRR6444912_1.fastq	34451	34451	34035	34035	32632	4.1	94.7
SRR6444913_1.fastq	27866	27866	27434	27434	25754	6.1	92.4
SRR6444914_1.fastq	50124	50124	49555	49555	46654	5.9	93.1
SRR6444915_1.fastq	24126	24126	23794	23794	23244	2.3	96.3
SRR6444916_1.fastq	34129	34129	33534	33534	31776	5.2	93.1
SRR6444917_1.fastq	42055	42054	41692	41692	38772	7	92.2
SRR6444918_1.fastq	25488	25488	25375	25375	25096	1.1	98.5
SRR6444919_1.fastq	23072	23072	22709	22709	22368	1.5	96.9
SRR6444920_1.fastq	17910	17910	17714	17714	17156	3.2	95.8
SRR6444921_1.fastq	28491	28491	28005	28005	26152	6.6	91.8
SRR6444922_1.fastq	42166	42166	41789	41789	40256	3.7	95.5
SRR6444923_1.fastq	48207	48207	47842	47842	46208	3.4	95.9
SRR6444924_1.fastq	48172	48172	47665	47665	46169	3.1	95.8
SRR6444925_1.fastq	54459	54459	54133	54133	53228	1.7	97.7
SRR6444926_1.fastq	19015	19015	18601	18601	18481	0.6	97.2
SRR6444927_1.fastq	33868	33868	33381	33381	32642	2.2	96.4
SRR6444928_1.fastq	19813	19813	19627	19627	18440	6	93.1
SRR6444929_1.fastq	33582	33581	33120	33120	32346	2.3	96.3
SRR6444930_1.fastq	25170	25170	24844	24844	24564	1.1	97.6
SRR6444931_1.fastq	14296	14296	14147	14147	13881	1.9	97.1
SRR6444932_1.fastq	17200	17200	17061	17061	16854	1.2	98
SRR6444933_1.fastq	20745	20745	20392	20392	18886	7.4	91
SRR6444934_1.fastq	39824	39824	39440	39440	36981	6.2	92.9
SRR6444935_1.fastq	21630	21629	21407	21407	20622	3.7	95.3
SRR6444936_1.fastq	32902	32902	32664	32664	31774	2.7	96.6
SRR6444937_1.fastq	19785	19785	19336	19336	18760	3	94.8
SRR6444938_1.fastq	17827	17827	17645	17645	17397	1.4	97.6
SRR6444939_1.fastq	24644	24644	24051	24051	23599	1.9	95.8
SRR6444940_1.fastq	44830	44830	44536	44536	44307	0.5	98.8
SRR6444941_1.fastq	22853	22853	22420	22420	22385	0.2	98
SRR6444942_1.fastq	12613	12612	12459	12459	12188	2.2	96.6
SRR6444943_1.fastq	18578	18578	18413	18413	18330	0.5	98.7
SRR6444944_1.fastq	21741	21741	20691	20691	20188	2.4	92.9
SRR6444945_1.fastq	21903	21903	21517	21517	21018	2.3	96
SRR6444946_1.fastq	41812	41812	41478	41478	39769	4.1	95.1
SRR6444947_1.fastq	28095	28095	27830	27830	27418	1.5	97.6
SRR6444948_1.fastq	34108	34108	33808	33808	33710	0.3	98.8
SRR6444949_1.fastq	40322	40320	39939	39939	37821	5.3	93.8
SRR6444950_1.fastq	26519	26519	26368	26368	25602	2.9	96.5
SRR6444951_1.fastq	16664	16664	16515	16515	16515	0	99.1
SRR6444952_1.fastq	33795	33794	33631	33631	33501	0.4	99.1
SRR6444953_1.fastq	29443	29443	29255	29255	28668	2	97.4
SRR6444954_1.fastq	24302	24302	24086	24086	23723	1.5	97.6
SRR6444955_1.fastq	27467	27467	26939	26939	25992	3.5	94.6
SRR6444956_1.fastq	18680	18679	18340	18340	17848	2.7	95.5
SRR6444957_1.fastq	24534	24534	24100	24100	23602	2.1	96.2
SRR6444958_1.fastq	37597	37597	37250	37250	36576	1.8	97.3
SRR6444959_1.fastq	21142	21142	20960	20960	19895	5.1	94.1
SRR6444960_1.fastq	21615	21614	21367	21367	21235	0.6	98.2
SRR6444961_1.fastq	24272	24272	24051	24051	23976	0.3	98.8
SRR6444962_1.fastq	26212	26212	25841	25841	24952	3.4	95.2
SRR6444963_1.fastq	36989	36988	36519	36519	34727	4.9	93.9
SRR6444964_1.fastq	14259	14259	14173	14173	14063	0.8	98.6
SRR6444965_1.fastq	71465	71463	70985	70985	68970	2.8	96.5
SRR6444966_1.fastq	30807	30806	30498	30498	30248	0.8	98.2
SRR6444967_1.fastq	35266	35266	34777	34777	32408	6.8	91.9
SRR6444968_1.fastq	25699	25699	25256	25256	25032	0.9	97.4
SRR6444969_1.fastq	27906	27906	27738	27738	27659	0.3	99.1
SRR6444970_1.fastq	50780	50780	50275	50275	46025	8.5	90.6
SRR6444971_1.fastq	48300	48300	47948	47948	46027	4	95.3
SRR6444972_1.fastq	19260	19260	18866	18866	18339	2.8	95.2
SRR6444973_1.fastq	36098	36098	35472	35472	34218	3.5	94.8
SRR6444974_1.fastq	20257	20257	20171	20171	20138	0.2	99.4
SRR6444975_1.fastq	37659	37659	37226	37226	36171	2.8	96
SRR6444976_1.fastq	11725	11725	11486	11486	11269	1.9	96.1
SRR6444977_1.fastq	30355	30355	30204	30204	30190	0	99.5
SRR6444978_1.fastq	33187	33187	32875	32875	31793	3.3	95.8
SRR6444979_1.fastq	24796	24796	24545	24545	23925	2.5	96.5
SRR6444980_1.fastq	37565	37565	37268	37268	36336	2.5	96.7
SRR6444981_1.fastq	33551	33551	33351	33351	31892	4.4	95.1
SRR6444982_1.fastq	24231	24231	23778	23778	22788	4.2	94
SRR6444983_1.fastq	24040	24040	23806	23806	23435	1.6	97.5
SRR6444984_1.fastq	25857	25857	25499	25499	25200	1.2	97.5
SRR6444985_1.fastq	24220	24220	23561	23561	22517	4.4	93
SRR6444986_1.fastq	42451	42451	42100	42100	41061	2.5	96.7
SRR6444987_1.fastq	34821	34821	34029	34029	33827	0.6	97.1
SRR6444988_1.fastq	33761	33761	33292	33292	30966	7	91.7
SRR6444989_1.fastq	28115	28114	27518	27518	26219	4.7	93.3
SRR6444990_1.fastq	40141	40139	39906	39906	38799	2.8	96.7
SRR6444991_1.fastq	41413	41413	40913	40913	37339	8.7	90.2
SRR6444992_1.fastq	14712	14712	14403	14403	13855	3.8	94.2
SRR6444993_1.fastq	33948	33948	33701	33701	32777	2.7	96.6
SRR6444994_1.fastq	19975	19975	19510	19510	18674	4.3	93.5
SRR6444995_1.fastq	26742	26742	26510	26510	25712	3	96.1
SRR6444996_1.fastq	32618	32618	32276	32276	31359	2.8	96.1
SRR6444997_1.fastq	21036	21036	20714	20714	20593	0.6	97.9
SRR6444998_1.fastq	29053	29053	28878	28878	28472	1.4	98
SRR6444999_1.fastq	32429	32429	32207	32207	31661	1.7	97.6
SRR6445000_1.fastq	28410	28410	28242	28242	28093	0.5	98.9
SRR6445001_1.fastq	21530	21530	21432	21432	21392	0.2	99.4
SRR6445002_1.fastq	23644	23644	23263	23263	22257	4.3	94.1
SRR6445003_1.fastq	68454	68454	67960	67960	63220	7	92.4
SRR6445004_1.fastq	18961	18961	18714	18714	18362	1.9	96.8
SRR6445005_1.fastq	10697	10697	10539	10539	10270	2.6	96
SRR6445006_1.fastq	28829	28829	28633	28633	27629	3.5	95.8
SRR6445007_1.fastq	27215	27215	27010	27010	26799	0.8	98.5
SRR6445008_1.fastq	20378	20377	20170	20170	19930	1.2	97.8
SRR6445009_1.fastq	41329	41329	41082	41082	40220	2.1	97.3
SRR6445010_1.fastq	43702	43702	43505	43505	41723	4.1	95.5
SRR6445011_1.fastq	35182	35182	34683	34683	33395	3.7	94.9
SRR6445012_1.fastq	20973	20973	20389	20389	17422	14.6	83.1
SRR6445013_1.fastq	16837	16837	16605	16605	16306	1.8	96.8
SRR6445014_1.fastq	23419	23419	23217	23217	22704	2.2	96.9
SRR6445015_1.fastq	27245	27245	26899	26899	26820	0.3	98.4
SRR6445017_1.fastq	35675	35675	35384	35384	34000	3.9	95.3
SRR6445018_1.fastq	29438	29438	29113	29113	28894	0.8	98.2
SRR6445019_1.fastq	25621	25621	25446	25446	25366	0.3	99
SRR6445020_1.fastq	27291	27291	27041	27041	26798	0.9	98.2
SRR6445021_1.fastq	15693	15693	15548	15548	15084	3	96.1
SRR6445022_1.fastq	56727	56727	56213	56213	54176	3.6	95.5
SRR6445023_1.fastq	34289	34289	33678	33678	32260	4.2	94.1
SRR6445024_1.fastq	24961	24961	24316	24316	22103	9.1	88.6
SRR6445025_1.fastq	42752	42752	42206	42206	40377	4.3	94.4
SRR6445026_1.fastq	22594	22594	22230	22230	21037	5.4	93.1
SRR6445027_1.fastq	30101	30101	29779	29779	28622	3.9	95.1
SRR6445028_1.fastq	19570	19570	19355	19355	18907	2.3	96.6
SRR6445029_1.fastq	53349	53349	52785	52785	49172	6.8	92.2
SRR6445030_1.fastq	37732	37732	37412	37412	35138	6.1	93.1
SRR6445031_1.fastq	27085	27085	26734	26734	26396	1.3	97.5
SRR6445032_1.fastq	34503	34502	34124	34124	32336	5.2	93.7
SRR6445033_1.fastq	25289	25289	25033	25033	24253	3.1	95.9
SRR6445034_1.fastq	44329	44328	43715	43715	42465	2.9	95.8
SRR6445035_1.fastq	23141	23141	22852	22852	22284	2.5	96.3
SRR6445036_1.fastq	18192	18192	17751	17751	16522	6.9	90.8
SRR6445037_1.fastq	19732	19732	19591	19591	19192	2	97.3
SRR6445038_1.fastq	19023	19023	18750	18750	17962	4.2	94.4
SRR6445039_1.fastq	28521	28520	28017	28017	27338	2.4	95.9
