"X"	"ERR4856234"	"ERR4856126"	"ERR4856130"	"ERR4856132"	"ERR4856136"	"ERR4856142"	"ERR4856146"	"ERR4856150"	"ERR4856154"	"ERR4856156"	"ERR4856162"	"ERR4856164"	"ERR4856168"	"ERR4856174"	"ERR4856176"	"ERR4856180"	"ERR4856186"	"ERR4856190"	"ERR4856192"	"ERR4856198"	"ERR4856202"	"ERR4856204"	"ERR4856208"	"ERR4856214"	"ERR4856218"	"ERR4856220"	"ERR4856224"	"ERR4856228"	"ERR4856236"
"MJ006-1-barcode38-umi141074bins-ubs-3"	0.231850456455586	0.807911965454799	0	0	0	0.603528319405757	0	0.185693524947521	0.1629238221048	0	0.379683080856999	0	0	0	0	0	0.0554889290636691	0	0.973597024329763	0	0.109817702613661	0.487742266718008	0	0.788695366414722	1.79992764109986	0	0.144868748913484	0.472271914132379	0
"MJ006-1-barcode38-umi147565bins-ubs-3"	0	0	0.369569136470164	0.16656355589397	0	0.340451872485299	0	0	0.264200792602378	0	0.0891092944868467	0	0	0	0	0	0	0	0	0	0.446591990628889	0	0	0	0.425108538350217	0	0	0	0
"MJ006-1-barcode38-umi154342bins-ubs-3"	0	0.29251984956122	0	0	0	0	0.963038053649407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.450805008944544	0
"MJ006-1-barcode38-umi154953bins-ubs-3"	0	0	0.225347034433027	0	0	0	0.276824703680599	0	0	0	0.325442640734571	0	0	0	0.0625707645551517	0	0.0161096890830007	0	0	0	0	0.192529842125529	0	0.109541023113156	0	0	0	0.0500894454382826	0
"MJ006-1-barcode38-umi163059bins-ubs-3"	0.470946239675409	0	0	0	0	0	0.163755458515284	0	0	0	0	0	0	0	0	0	0	0.145517382506082	0.0792699038598345	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode38-umi166590bins-ubs-3"	0	0	0	0.152286679674487	0	0	0	0	0	0	0.147224051760877	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235166425470333	0	0	0	0
"MJ006-1-barcode38-umi234407bins-ubs-3"	0	0	0	0	0	2.25936242649335	0	0	1.13166006164685	0.884785535679939	0	0	0	0	0	0	0	0	0	0	0.688190936378944	0	0	0.306714864716836	0	0.885724209795068	0.150663498870024	0	0
"MJ006-1-barcode39-umi102193bins-ubs-4"	0.854948558179974	0	0	0	0	0	0	0	0.242184059885513	0	0	0	0	0	0.0566116441213277	0	0	0	0.134149068070489	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode39-umi145585bins-ubs-3"	0	0.195013233040813	0.459707950243375	0.266501689430353	0	0.154750851129681	0.132563942607611	0.0807363151945745	0	0.163492979419119	0.143349734609275	0	0	0.0522340083574413	0	0	0.084128376322337	0	0.412610012398626	0.0825471698113208	0.351416648363716	0	0	0.109541023113156	0	0.191038555053838	0.0753317494350119	0	0
"MJ006-1-barcode39-umi242745bins-ubs-3"	0	0	0	25.8982534621425	0	9.36242649334571	1.66874610106051	0	0	0	0	0	0	0	0	0	6.2433995023896	0	8.08553019370312	0	0	0.558336542164035	6.92724103128727	0	0	0	0	0	0
"MJ006-1-barcode40-umi159764bins-ubs-3"	0	0	0	4.1545709798696	0	2.12008666047663	0.292420461634435	0	0	0	0	0	0	0	0	0	2.75117690228579	0	2.21752474643794	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode40-umi54882bins-ubs-7"	0	0	0	0	0	0	0	0	4.83047115808014	0	0.395180349463407	0	0	0	2.96466241582742	0	0.0715986181466698	0	0	0	0	0.166859196508792	0	0	0	0	0.730138494523961	0	0.359219979473144
"MJ006-1-barcode42-umi115120bins-ubs-4"	0	0	0	0	0	1.50108325595791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.648584905660377	0	0.102682582466949	0	0	0	0	0	0	0
"MJ006-1-barcode43-umi162497bins-ubs-3"	0	0	0	0	0	0.371402042711235	0	0	0	0	0	0	0	0	0	0	0.15393702901534	0	0.0995955202341511	0.400943396226415	0	0	0.63308560418387	0	0.913531114327062	0	0	0.307692307692308	0.969323754133881
"MJ006-1-barcode43-umi205212bins-ubs-3"	0.333285031154905	0.153224683103496	0.0991526951505318	0	0.80402312695736	0.603528319405757	0.206643792888334	0.0605522363959309	0.114487010127697	0	0.143349734609275	0.0172265288544358	0.345921014701643	0.180810028929605	0.163875811930159	0.0424178154825026	0.637227701505361	0.19326527364089	0.408544889123763	0.153301886792453	0.292847206969764	0.378642022846875	0.422057069455913	0.460072297075255	0.235166425470333	0.590482806530045	0.515732746132004	0.100178890876565	0
"MJ006-1-barcode45-umi98250bins-ubs-4"	0	0	0	0	0	0	0.339207735495945	0.153398998869692	0	0.379880746297365	0	0	0	0	0	0.661717921527041	0.442121467055686	0	0.158539807719669	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode46-umi129937bins-ubs-3"	0	0	0.306471966828917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04952830188679	0	2.72750609677833	0	7.05444188848724	1.21201157742402	1.00729419937478	6.73349944949875	0	1.44828372676474
"MJ006-1-barcode48-umi159488bins-ubs-3"	0	0.626828249059758	0	0	0	0.804704425874342	0	0	0	0	0	0	0	0	0	0	0	0	0.654484847252993	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode49-umi104059bins-ubs-5"	0	0	0	0	6.50144543483498	0.626740947075209	0	0	0	0	0.321568323582968	0.522538041917887	0	0.188846030215365	0	0	0	0.245560582979014	0.250005081404094	0	0	0	0	0	1.24819102749638	0.877040639110802	0.788085994089355	0.608228980322004	0.980727563006044
"MJ006-2-barcode52-umi145578bins-ubs-5"	0	0	0.766179917072291	0.185599390853281	0	0	0	0	0	0	0	0	0	0.441980070716811	0.235385257136047	0	0	0	0	1.00235849056604	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode53-umi209442bins-ubs-3"	0.449210259382698	7.78659980498677	0	0	0.599253192001927	0	0.397691827822832	0	0	0	0.689628452985161	7.57680160780936	0	0	0.738930933794172	0	0.102028030859004	0	0	0	0	0.770119368502118	0	0.547705115565779	0	0	0	0.522361359570662	0
"MJ006-2-barcode54-umi104695bins-ubs-4"	0	0	0	0	0	0	1.47379912663755	0	0	0.509713406424312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51020640894059
"MJ006-2-barcode58-umi117975bins-ubs-5"	0	0	0	0.190358349593109	0	0	0	0	0	0.341411809963455	0	0	0	0	0	0.984093319194062	0	0	0	0	0	0	0	0	0	0	0	0	0.296499030676246
"MJ006-2-barcode58-umi170693bins-ubs-3"	0	0.320378882852765	0.964485307373355	0.176081473373626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596842510589141	0	0	0	0	0	0	0
"MJ006-2-barcode58-umi188181bins-ubs-3"	0.927401825822345	0.69647583228862	0	0	0	0	0	0	0.105680317040951	0	0	0	0.357451715191698	0	0	0.220572640509014	0	0	0	0	0	0	0	0	0	0	0.295532247783508	0	0
"MJ006-2-barcode58-umi74372bins-ubs-7"	0	0	0	0	0	0	0	0	0.206957287538529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13965267727931	0	0.127484499043866	0	0
"MJ006-2-barcode59-umi171842bins-ubs-3"	0	0	0	0	0	0.471990095945528	0	0	0	0	0.658633915772345	0	0	1.22950819672131	0	0	0.0590688599710026	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode60-umi164883bins-ubs-3"	0	0	0	0	0	0	0	0	0	0.187536064627813	0	0	0	0.0924140147862424	0.157916691496335	0	0.069808652693003	0	0	0	0	0	0.623910450500046	0	0	0.547064953108718	0	0	0
"MJ006-2-barcode60-umi189791bins-ubs-4"	0	0	0.234360915810348	0.171322514633798	0.457721031076849	0.727329000309502	0	0.133214920071048	0	1.23581457972687	0.240207663399326	0.261269020958943	0	0.204918032786885	0.372445027113998	0	0.31861385075268	0.179623019030945	0.465456614971849	0.97877358490566	0.417307269931913	0	0.926690522066245	0.492934604009201	0	0.521014241055922	0.208610998435417	0.114490161001789	0
"MJ006-2-barcode60-umi95568bins-ubs-5"	0	0	0	0	0	0	0	0	0	0	0	15.1478610393339	0	0	0	0	0	0	0	0	0.32213192766674	0	0	0	5.26410998552822	23.3674887113581	0	0	0
"MJ006-2-barcode61-umi190207bins-ubs-3"	0.326039704390668	0	0.459707950243375	0	0	0.518415351284432	0	0	0	0	0	0	0	0.875924140147862	0	0	0	0	1.00408544889124	0	0.446591990628889	0	0	0	0	6.19138589788121	0	0	0
"MJ006-2-barcode62-umi112167bins-ubs-4"	1.02883640052166	0	1.59545700378583	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178996545366674	0	0	0	0.366059008712204	0.0577589526376588	0	0	0	0	0	0	0
"MJ006-2-barcode62-umi148638bins-ubs-3"	0	0	0	0	0	0	0	0	0.290620871862616	0.211579149836507	0	0	0	0	0	0	0	0	0	0.35377358490566	0	0	0	0	0	0.121569989579715	0	0.43649373881932	0
"MJ006-2-barcode62-umi153195bins-ubs-3"	0	0	0.612943933657833	0.142768762194832	0	0	0	0	0	0	0	0	0	0.192864030858245	0	0.284199363732768	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode62-umi175727bins-ubs-3"	0	0.668616798997075	0.324499729583559	0.285537524389664	0	0.425564840606623	0.18325015595758	0	0	0.182727447586074	1.13517492541939	0	0	0	0	0	0	0	0	0.330188679245283	0.248920125924299	0	0	0	1.8451519536903	0	0	0.550983899821109	0
"MJ006-2-barcode62-umi94507bins-ubs-4"	0	0	0	0	0	0	0	0	0	0	0	3.42233706574792	9.7261458633612	10.4106396657023	0	37.0265111346766	0.241645336245011	0	0	2.57075471698113	5.13946848231935	0	0	0.37243947858473	2.74059334298119	1.20701632511289	17.0655386220085	0.615384615384615	0
"MJ006-2-barcode63-umi184111bins-ubs-3"	0	0	0.630971696412475	0.161804597154143	0.129486870633582	0	0	0.0726626836751171	0.0968736239542052	0.0913637237930371	0.0619890744256325	0.0918748205569911	0	0.0723240115718419	0	0.114528101802757	0	0.0432004729314931	0.126018821520763	0	0	0.109100243871133	0	0	0.153762662807525	0	0.0869212493480906	0	0
"MJ006-2-barcode64-umi183001bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151957571062511	0	0	0	0	0	0.702833296727432	0	0	0	0	0.130253560263981	0	0	0
"MJ006-2-barcode65-umi148711bins-ubs-3"	0	0	0	0	0.0903396771862202	0.309501702259362	0	0	0	0	0	0	0	0.273224043715847	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107334525939177	0
"MJ006-2-barcode65-umi152766bins-ubs-3"	0	0	0	0	0	0	0.222239550842171	0.205877603746165	0	0.269282554337373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293381037567084	0
"MJ006-2-barcode65-umi181149bins-ubs-3"	0	0	0	0	0	0	0	0	0	0.326985958838238	0	0	0	0	0	0	0	0	0	0	0	0.481324605313824	0	0	1.43813314037627	0	0	0	0
"MJ006-2-barcode66-umi173753bins-ubs-3"	0	0	0.180277627546421	0.466377956503117	0	0	0.374298190892077	0	0	0	0	0	0	0	0	0	0.0572788945173358	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode69-umi149253bins-ubs-3"	0.195623822634401	0	0	0	0	0	0	0.165509446148878	0	0	0	0.643123743898938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode69-umi153123bins-ubs-3"	0	0	0.766179917072291	0.261742730690525	0	0.263076446920458	0	0	0	0.245239469128679	0	0	0	0.566538090646095	1.33782253739348	0	0.0393792399806684	0	0	0.247641509433962	0	1.09742010011552	0	0	0.98589001447178	0.955192775269191	0	0	0
"MJ006-2-barcode69-umi170627bins-ubs-3"	0	0	1.67658193618172	0.285537524389664	0	0	14.6795071740487	8.10188922977555	0	0	0.980202239355314	0	0	0	1.65961504081997	0	0	2.35101521111389	0.111790890058741	0	0	0	0	0	0	0	0	2.52593917710197	6.56859391036606
"MJ006-2-barcode72-umi112070bins-ubs-5"	0	1.4625992478061	0.198305390301064	0	0	0	0.230037429819089	0	6.67547335975341	0.250048086170417	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10001095410231	1.36577424023155	0.885724209795068	2.1788259836588	0	0
"MJ006-2-barcode74-umi167704bins-ubs-3"	0	0	2.10924824229313	0.309332318088802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06623399200325	0	0
"MJ006-2-barcode74-umi245472bins-ubs-3"	0	0	0	0	0	0	0	1.07782980784757	0	0	0	0.0660350272753374	0	0	0	0	0.0340093436196681	0.111411745981219	0	0	0	0	0	0	0	0	0.0289737497826969	0	0.564488539172084
"MJ009-1-barcode40-umi90001bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0.1923629055412	0.363217065436725	0	0	0.31389183457052	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ010-1-barcode30-umi147466bins-ubs-3"	0	0	0	0	0	0	0	0	0	0.134641277168686	0.480415326798652	0	0	0	0	0	0.520879947017023	0	1.41669546128986	0	0	0	0	0	0	0	0	0	0
"MJ020-1-barcode30-umi122321bins-ubs-3"	0	0	0	0	0	0.433302383163107	0	0	0	0.264473937295634	0	0	0	0	0	0	0	0	0	0	0.388022549234937	0	0	0	0	0	0	0	0
"MJ030-1-barcode49-umi52146bins-ubs-11"	0	0	0	0	0	0	0.202744853399875	0	0	0	0.193715857580101	0	0	0	0	0.114528101802757	0	0.231918328369068	0	0.141509433962264	0	0	0	0	0	0	0	0	0
"MT500785"	0	0	0	0.0571075048779327	0	0.317239244815846	1.04101684341859	0.226061682544809	0.0924702774108322	0	0	0	0.138368405880657	0	0.0268160419522079	0	0	0	0	0.0471698113207547	0	0	0.74318744838976	0	0	0	0	0	0
"RS-GCF-000273275.1-NZ-JH724268.1--2"	4.20953485002174	8.05126062125644	0.91941590048675	0.552039213820016	1.81582751144303	1.62488393686165	2.82673112913288	1.3765541740675	4.71158080140907	1.89459511444509	3.01034442679478	0.513924777490669	0	14.4848923175828	2.1631607174781	9.90455991516437	0.411692054343351	9.34039698960915	7.08754242972418	0.483490566037736	2.84061790760671	11.3207547169811	0	4.61167707306386	1.13060781476122	6.6689822855158	3.78976647157675	13.3309481216458	3.01630744668719
"RS-GCF-000702865.1-NZ-JNKM01000001.1"	1.23895087668454	0	0.180277627546421	0.780469233331747	4.49289327872802	0.301764159702878	7.03758577666875	0	0.761778952003523	0	0	1.73987941429802	0	2.78447444551591	10.5744592098206	0	4.70581917768987	0	0	0	0	0	13.7443802183687	0	4.76664254703329	0.677318513372699	0	0	0
"RS-GCF-000953675.1-NZ-LN679998.1"	0.275322417041009	0	0.0721110510185686	0	0.132498193206456	2.77777777777778	1.40751715533375	1.63491038269013	0.105680317040951	0.182727447586074	1.12355197396459	0.100488084984209	0	0	0.283058220606638	0	8.82094975566972	0.186444146335918	0.29472143742759	0.766509433962264	0	0.41714799127198	0.155977612625011	0	0	0.121569989579715	0.0811264993915513	0.336314847942755	5.40540540540541
"RS-GCF-001150945.1-NZ-CLAX01000006.1"	0.224605129691349	0	0	0	0	0	0.222239550842171	0	0.114487010127697	0	0	0	0	0	0	0	0.0519089981563356	0	0	0	0	0	0	0	0	0	0	0	0
"RS-GCF-003024675.1-NZ-PYLP01000049.1"	0	0	0.162249864791779	0	0	0	0	0	0	0	0	0	0	0.0602700096432015	0	0	0	0.109138036879562	0	0	0	0.378642022846875	0	0	0	0	0	0	1.12897707834417
"RS-GCF-003460985.1-NZ-QTWF01000009.1"	0	0	0	0	0	0	1.85979413599501	0	0	0	0.581147572740304	0	0	3.72468659594986	1.77581788927954	0	1.07218930674638	0	0	0	0	1.25144397381594	0.229378842095605	0	0.452243125904486	0.234456408475165	0	0.193202146690519	1.59083133766678
"RS-GCF-003461005.1-NZ-QTWG01000138.1"	0.528908853789306	0	0.495763475752659	0.361680864226907	1.41532160925078	0	0.210542732376794	0	0	0.740527024427775	0	1.88056273327591	0.380513116171807	0	0.908765866158155	0	0.0662287217856695	0	0.199191040468302	0	0.614979134636503	0	0	0	0	0	0	0.300536672629696	0
"RS-GCF-003470215.1-NZ-QSIS01000045.1"	0.144906535284741	0	0.486749594375338	0.0999381335363822	0	0.371402042711235	0.13646288209607	0	0.105680317040951	0	0.375808763705397	0	0.39780916690689	0.229026036644166	0.169834932363983	0	1.22791630121539	0.168254473522658	0.680908148539604	0	1.47887839519731	0.584007187780773	0.623910450500046	0	0	0.486279958318861	0.272353247957351	0	0.273691412931919
"RS-GCF-003478905.1-NZ-QUFY01000092.1"	1.14476162874946	0.29251984956122	0.648999459167117	0.318850235568458	0	0	0	0	0	0.293325639546067	0.251830614854132	0.223944875107666	0	0.871906139504982	0.363506346463262	0	0.665867148764029	0.759418839953616	1.00002032561637	0	0.629621494984992	0	0	0	0	0	0	0.336314847942755	0.638613296841145
"RS-GCF-003480145.1-NZ-QUIO01000097.1"	3.52847413418345	0.362167432790082	0.83829096809086	0.970827582924856	0.843170320404722	0.920767564221603	0.421085464753587	1.59857904085258	1.11404667547336	0.293325639546067	0.592770524195111	0.203847258110824	0.201787258575959	0.879942140790743	0.589952922948573	0	0.463601052499687	1.6006912075669	2.26427366409886	1.17924528301887	0.48319789150011	0.596842510589141	0	1.08445612882024	0.66027496382055	0.338659256686349	0.27814799791389	0.271914132379249	0
"RS-GCF-003480485.1-NZ-QUJF01000065.1"	0	0	0	0	0.337268128161889	0.464252553389044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659951372004168	0	0	0
"RS-GCF-003481175.1-NZ-QUKF01000070.1"	0.956383132879293	1.42081069786878	1.27997115557959	0.894684243087613	0.77390990122862	0.99040544722996	1.23596381784155	0.916357177458421	1.29898723029502	2.45239469128679	1.58459571500523	1.44989951191502	0	0.470106075216972	1.82349085275013	0.441145281018028	2.30547550432277	1.79850389941111	0.861806134271022	3.43160377358491	1.77172560216707	2.23334616865614	1.85338104413249	1.98269251834812	3.04811866859624	0.338659256686349	5.12835371153735	3.12701252236136	1.37986087353176
"RS-GCF-003481765.1-NZ-QULR01000098.1"	0	0	0.198305390301064	0.342645029267596	3.11973018549747	0	0	0.807363151945745	1.70849845882871	0.298134256587805	0.154972686064081	3.15245478036176	3.22859613721534	0.152684024429444	0.140039330194863	0	0.141407270839673	0.688933857802233	1.07319254456391	0	0	0	0	0	0	0.269190691212226	2.91475922813931	1.33810375670841	0
"RS-GCF-003602705.1-NZ-QTLK01000079.1"	0.275322417041009	0	0.378583017847485	0	0	0	0	0.419828839011788	0	0.187536064627813	0.174344271822091	0.617283950617284	3.0729316805996	0	0.163875811930159	0.606574761399788	0	1.81441986312271	0	0	0.6808697562047	1.48889744577076	14.9463253509496	2.71661737320627	0.416063675832127	0	0.388248247088138	1.695885509839	0
"RS-GCF-004167065.1-NZ-RCYP01000066.1"	0	0	0.513791238507301	0.214153143292248	6.24247169356781	0.649953574744661	0.888958203368684	0	0.902686041391458	1.03866128101558	0	0	2.64053041222254	0	0.777665216614028	0	0.0465391017953353	0.181896728132603	0	0.471698113207547	0.409986089757669	0.526248235143114	0	0	0.66027496382055	0	1.51242973865678	0.565295169946333	0
"RS-GCF-005844755.1-NZ-SPHB01000048.1"	4.36893203883495	0	0.432666306111412	0.0761433398372436	0	0.487465181058496	0.319713038053649	0.460196996609075	0.827829150154117	0.610694364300827	0	0	0	5.19929283188685	0.134080209761039	0.48356309650053	0.221955716254676	0	0.35569828655054	0.283018867924528	0.688190936378944	0	0	0.799649468726038	0	0.138937130948246	1.01408124239439	0	0.433344737142206
"RS-GCF-007115085.1-NZ-SULK01000061.1"	0	0	0	0	0	0.24760136180749	0.853867747972551	0.234135314064266	0	0	0.24795629770253	0	0	0	0	0	0.785794834159701	0	0	0.224056603773585	0.168387144007614	0.314465408805031	0	0	0.180897250361794	0.425494963529003	0	0.372093023255814	1.22590945375756
"RS-GCF-008422885.1-NZ-VVKB01000025.1"	0	0	0	0	0	0	0	0.173583077668335	0.189343901365037	0	0.298322420673356	0	0	0.277242044358727	0	0	0	0	3.33543364702535	0	0	0	0.119276997889715	0	0	0.364709968739146	0	0	0
"RS-GCF-009494045.1-NZ-VZCT01000026.1"	0	0	0.648999459167117	9.49888164469614	1.82787280173452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RS-GCF-009663755.1-NZ-RDBS01000044.1"	6.70917258368352	0	0	0	0	0	0.0974734872114785	0.427902470531245	0.0704535446939674	0	1.29402192863508	0.238300315819696	0	3.23449051751848	0.199630534533103	0.339342523860021	0.0250595163513344	0	0	0	0.168387144007614	0	1.7799798146619	0	7.80571635311143	0	0	0	0
"RS-GCF-009677535.1-NZ-WKNF01000241.1"	0	0	0	0	1.93326909178511	0.185701021355617	0.0389893948845914	0	0.735358872743285	0.0913637237930371	0	0	0	0	0.0744890054227996	0.419936373276776	0.0304294127123346	0	0	0	0	0.603260171993326	0	0	0	0.972559916637721	0	0.67262969588551	0
"RS-GCF-009678675.1-NZ-WKMO01000065.1"	0	0	1.712637461691	0.832817779469852	0	0	0	0	0	0.788613194845163	0.340939909340979	0	0	0	0.169834932363983	0.241781548250265	0	0.973147495509425	1.40856521474014	0	0.241598945750055	0.423565652676165	0	1.45689560740497	0	0.486279958318861	0.289737497826969	0	0.507469494811267
"RS-GCF-009759525.1-NZ-WGGT01000066.1"	0	0	0	0	0	2.17424945837202	0	0	3.94539850286218	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0010092669052	16.5406944900865	5.02894356005789	0	0	0	0
"RS-GCF-013293555.1-NZ-JAAKAH010000018.1"	14.0994058832053	8.13483772113108	7.03984135568776	9.36087184124114	13.909298964105	6.57691117301145	5.33764815970056	8.86888422412401	7.50330250990753	6.24158492017696	5.59451396691333	5.18518518518519	0	12.1544519447123	6.74274477087182	0	16.7343870263304	2.8375889588686	7.16071464867172	7.86556603773585	15.1255582399883	5.5641124374278	5.62436920818424	8.11698981268485	4.25108538350217	2.51823549843696	2.19621023352842	6.85509838998211	18.4000456152355
"RS-GCF-013293875.1-NZ-JAAKAY010000149.1"	0.311549050862194	0.264660816269675	0	0	0	0	0.0974734872114785	0	0	0.822273514137334	0.395180349463407	0	0	0	0.0327751623860318	0	0.0178996545366674	0	0	0	0.168387144007614	0.205365164933898	0	0.208127943914996	0.569826338639653	0	0	0	0.558786634736002
"RS-GCF-013300105.1-NZ-JAAINL010000022.1"	0	0	0.513791238507301	0.671013182315709	0	1.61714639430517	0	0	0	0.139449894210425	0.596644841346713	0	0	0	0.381383707764734	0	1.45703187928473	0	0	0	1.02496522439417	0	0	0	0	0.755470649531087	0	2.10375670840787	0
"RS-GCF-013302025.1-NZ-JAAIPK010000186.1"	5.33256049847848	5.71110182476668	3.5063998557779	3.31699424165992	3.29438689472416	2.30578768183225	2.96319401122895	4.53334409817536	6.48612945838837	4.41431044431621	1.37925690597032	2.24231983921906	11.4961083885846	1.32594021215043	4.23991418866575	1.6118769883351	0.98985089587771	7.28496396171074	4.55090550620948	1.73349056603774	4.37806574419796	4.22923886535746	4.36737315350032	3.54912914886625	2.71345875542692	2.2316776658562	4.16063046879527	4.32200357781753	1.83031132398221
"RS-GCF-014287955.1-NZ-JACOPD010000022.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124558019929283	0.303915142125022	0	0.0536989636100023	0	0.134149068070489	0	0	0	0	0	0.180897250361794	0.234456408475165	0	0	0
"RS-GCF-015549505.1-NZ-JADMYZ010000028.1"	0	0	0	0	1.59298964105035	2.60755184153513	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33254716981132	0	0.0898472596585804	0	0	0	0	0	0	0
"RS-GCF-015554445.1-NZ-JADNIN010000006.1"	0.224605129691349	0	0.324499729583559	0	0	0	0	1.48151138382044	2.20167327168648	0.27889978842085	1.35988532021231	0	0	0.948248151719704	1.03092783505155	0	0	0.063663854846411	1.50409561169942	0	0	0.994737517648569	0	0	0	0	0.121689749087327	0	0
"RS-GCF-015560775.1-NZ-JADMSM010000005.1"	0	0	0.83829096809086	0.380716699186218	0	0	0.924048658764816	4.45664459874051	5.12549537648613	1.96191575302943	0	0	0	0	0	0	0.0286394472586679	0	0	0	0	0	0	2.05937123452733	0	1.89301840916985	0	0	2.57155890067282
"RS-GCF-016900595.1-NZ-JACLYY010000036.1"	0.862193884944211	0	0	0	0.207781257528306	0	0	0.117067657032133	0.902686041391458	0	0	0.215331610680448	0.270971461516287	0.297332047573128	0.0834276860735356	0	0.0823384108686702	0.213728655555808	0.0772373422224029	0	0	0	0	0	0	0	0	0	0
"RS-GCF-017776345.1-NZ-JAFIQO010000082.1"	1.7388784234169	2.13121604680318	1.03659635839192	1.33250844715176	0.584196579137557	0.928505106778087	1.36852776044916	1.37251735830777	1.86701893439014	1.25024043085209	1.24753012281585	1.43554407120299	3.90890746612857	0.811636129861781	1.00113223288243	0	1.05428965220971	3.60837634433051	3.5569828655054	2.46462264150943	1.25192180979574	1.34129123347452	2.19286173043399	0	1.30246020260492	0.364709968739146	0.307121747696587	2.07513416815742	1.65925419089976
"RS-GCF-018784285.1-NZ-WQOB01000007.1"	0.0724532676423707	0.0975066165204067	0.243374797187669	0.0713843810974159	0	0	0	0	0	0	0.352562860795785	0.111972437553833	0.13260305563563	0	0.0595912043382397	0.220572640509014	0	0	0.0975629585967194	0.27122641509434	0.0951753422651731	0	0	0	0.434153400868307	0.260507120527961	0.0753317494350119	0	0
"RS-GCF-018784445.1-NZ-WQOH01000081.1"	3.19518910302855	2.85555091238334	2.3526230394808	2.34140769999524	0.520958805107203	0.851129681213247	4.58515283842795	2.13143872113677	0	7.21773417964993	4.0021696176049	0.241171403962102	1.8737388296339	1.16120218579235	3.62314522376497	2.55779427359491	4.33529632878085	3.05813874172938	1.37807679017866	2.12264150943396	1.66190789955341	1.880374791426	4.00036700614735	0.525796910943148	2.30643994211288	0.503647099687391	2.94952772787854	2.31127012522361	0.342114266164899
"RS-GCF-018784865.1-NZ-WQPA01000083.1"	0	0	1.1537768162971	1.31823157093228	0.90941941700795	0.619003404518725	1.86369307548347	3.02761181979654	0	0.605885747259088	1.81318042694975	1.08527131782946	0	0.265188042430087	1.35569989869495	0.525980911983033	1.01312044677538	1.59387008026193	1.79271936421472	1.06132075471698	0.922468701954755	1.46964446155821	1.78915496834572	3.15478146565889	1.68234442836469	0.529697811740188	3.1929072260532	1.91771019677996	2.54304937849242
"RS-GCF-018785345.1-NZ-WQPP01000027.1"	0	0	0.630971696412475	0	0	0	0	0.193767156466979	0	0	0	0	0	0	0	0	0	0.420636183806644	0	0	0	0	0	0.427209990141308	0.280390738060781	0	0.249174248131193	0	0
"RS-GCF-018785965.1-NZ-WTXO01000164.1"	0	0.571110182476668	0	0	0.647434353167911	0	0	0	0	0	0	0	13.9406168924762	0	0	0	0.562049152451358	5.60241922648416	0	0	0	0	0	0	1.16678726483357	0	0.388248247088138	0.100178890876565	0
"RS-GCF-018786165.1-NZ-WQRC01000019.1"	0	0	0	0	0	0.332714329928815	0	0	0	0	0	0	3.06716633035457	0	0	0	0.383052607084683	0	2.79680481310596	0	0	0	0	0	0	0	0	0	0
"RS-GCF-019130915.1-NZ-JAHOLF010000125.1"	4.99203014055934	3.87240562752472	3.19091400757166	1.86551182601247	1.79775957600578	1.73320953265243	1.71553337492202	4.50104957209753	13.6723910171731	4.4864396999423	1.82480337840456	6.43410852713178	9.25915249351398	2.84072645451623	1.75496096776116	12.0424178154825	0.232695508976677	6.47097610331734	9.33758816236102	1.4622641509434	6.34746321106962	7.94506481838018	0.100926690522066	4.5678606638186	3.61794500723589	1.8061827023272	0.353479747348902	7.91413237924866	3.59790169916752
