"X"	"SRR10022105"	"SRR10022106"	"SRR10022107"	"SRR10022108"	"SRR10022130"	"SRR10022131"	"SRR10022132"	"SRR10022136"	"SRR10022137"	"SRR10022138"	"SRR10022139"	"SRR10022141"	"SRR10022154"	"SRR10022155"	"SRR10022159"	"SRR10022164"	"SRR10022166"	"SRR10022179"	"SRR10022184"	"SRR10022185"	"SRR10022186"	"SRR10022187"	"SRR10022226"	"SRR10022227"	"SRR10022228"	"SRR10022247"	"SRR10022248"	"SRR10022249"	"SRR10022250"	"SRR10022260"	"SRR10022261"	"SRR10022263"	"SRR10022264"	"SRR10022265"	"SRR10022266"	"SRR10022280"	"SRR10022281"	"SRR10022282"	"SRR10022283"	"SRR10022092"	"SRR10022093"	"SRR10022109"	"SRR10022111"	"SRR10022112"	"SRR10022113"	"SRR10022114"	"SRR10022151"	"SRR10022152"	"SRR10022153"	"SRR10022156"	"SRR10022176"	"SRR10022190"	"SRR10022191"	"SRR10022192"	"SRR10022193"	"SRR10022195"	"SRR10022196"	"SRR10022197"	"SRR10022198"	"SRR10022202"	"SRR10022213"	"SRR10022215"	"SRR10022216"	"SRR10022217"	"SRR10022218"	"SRR10022224"	"SRR10022246"	"SRR10022252"	"SRR10022253"	"SRR10022254"	"SRR10022255"	"SRR10022274"	"SRR10022275"	"SRR10022276"	"SRR10022277"	"SRR10022278"	"SRR10022289"	"SRR10022291"	"SRR10022116"	"SRR10022117"	"SRR10022118"	"SRR10022119"	"SRR10022133"	"SRR10022134"	"SRR10022135"	"SRR10022142"	"SRR10022143"	"SRR10022144"	"SRR10022145"	"SRR10022146"	"SRR10022147"	"SRR10022148"	"SRR10022149"	"SRR10022150"	"SRR10022161"	"SRR10022169"	"SRR10022171"	"SRR10022172"	"SRR10022174"	"SRR10022177"	"SRR10022188"	"SRR10022209"	"SRR10022210"	"SRR10022211"	"SRR10022212"	"SRR10022220"	"SRR10022221"	"SRR10022222"	"SRR10022223"	"SRR10022236"	"SRR10022241"	"SRR10022242"	"SRR10022243"	"SRR10022244"	"SRR10022285"	"SRR10022286"	"SRR10022287"	"SRR10022288"
"GB-GCA-000980395.1-LARI01000057.1"	0	0	0	0	0.62768984400692	0	0.0415479582146249	0.438069060298918	0.278609828517613	0	0.419538507641594	0.367907600910722	0	0	0.0336169522175596	0	0.360347700399494	0	0.824060905212081	0.612884396792725	0.66795490163261	0.280652777571537	0.418291202974515	0.174442945527283	0	0.0919458409336952	0	0.0709867153432715	0.812724545676515	0.659202678664853	0.79197350647087	0.0342919307539495	0	0	0	0	0	0	0	0.0346346049181139	0.122784130151178	0.240326844508532	0	0	0	0	0	0.384135795020313	1.34575371752534	2.90408789468475	1.15321949258342	0	0	0	0	0	0	0	0	0.810637843987769	0.334604456407956	0	0	0	0	0.887900555137825	0.745693823032925	0	0	0	0	0	0	0	0	0	1.22388113986434	0.154006484483557	0.214111437534233	0	0.358483762170418	0.163413527008625	0.287673576015799	0.574874322687966	0.707318200730433	0.332316127030102	0.23292659856224	0.383656244005371	0	0	0	0	0	0	0.594525522899993	0.694781912029315	0	0.772962749773867	0	0.390690095728331	0.473567458438224	0	0	0	0	0	0.0463128959005617	0.0687555249975444	0	1.34949341117245	1.23732486394389	1.1481387263631	1.21389249706192	0	0	0	0	0
"GB-GCA-000980425.1-LARJ01000052.1"	0.325099826849005	0.960687650107445	0.357257018220108	0.0186656158616256	0.264516221278543	0.183178435077706	0	0.289898642844872	0.0667093955605551	0.048110421712731	0.632462186331877	0.0814221739720451	0.957142197386044	0.344058334535688	0	0.102256957125119	0.083311585329131	0.327962193247167	0.303968320365877	0.144388805259439	0.235838291009236	0.394992798063644	0.0116192000826254	0	0.130081711521703	0.0148299743441444	0	0	0.054065366772472	0.0196191273412159	0.0675410693276395	0.374846277551793	0.0782573147228873	0.256687057694614	0.157420337692015	0	0	0	0	0.0964821137004601	0.242690507251938	0.353095594624073	0.600937054389896	0.382861059248931	0.42583392476934	0.162973642147491	1.65185086904604	0.888942520413499	0.906713497623456	0.0356329803028803	0.782919655515351	0.646128507780992	1.14697127896648	1.49993502756688	0.988327276731638	0.522259633370744	2.74501955229855	0.573006043423114	0.557550983604094	0.17954917158501	0.375729026469269	0.869382612347753	1.06412948829586	0.805502610425126	0.799837045084193	0.39835538419697	0.576888408148549	0.233348889925995	0.477526497761152	0.404363686420263	0.2224185254125	0.133091506935111	0.207774545729289	0.064079561183165	0.487109060835521	0.505832043794406	0.0509192747640437	0.107688744789254	1.96517784527544	1.99543577073235	1.2790870330696	0.889695869269178	0.118179415011896	0.0660493902662769	0.0385249564667992	0.120254473983656	0.25539160045403	0.509082323776358	0.424396300895124	0.376958915713681	0.282898995468821	0.431620992874596	0.209354490321509	0.0765372589890568	0.0874302239558814	0.048595332221332	0.314126727697002	0.135679631609243	0.0590737240075614	0.303664339807803	0.221828967373695	0.730174542448681	1.03193146417445	0.366720751381798	0.0308030213746183	0	0.464622923389506	0.0220999901777821	0.415867824517875	0.368043657592487	0.0694754602749243	0.06783685237005	0.111337910558545	0.19421778461378	0.233935052876557	0.479772055896587	0.0835976494307984	0.034447123665174
"GB-GCA-000980425.1-LARJ01000053.1"	0	0	0	0	0.155850097942493	0.100266090779376	0.0964506172839506	0	0	0	0.460546030944908	0.44179068470017	0.121230314506073	0.0799103228599017	0	0	0.248931001947283	0	0.419699378119858	0.603668090074038	0.464068895211722	0.283622648233669	0.111027911900643	0.108154626226915	0.0214697970472714	0	0	0	0	0.13210212409752	0.105669092335178	0.431605335351433	0.214915610582258	0.485786254048219	0.505268503237273	0	0	0	0	0.437880362179011	0.248446013352774	0.162682787051929	0.698716642900794	0.671188523621582	0	0	0.635531378532573	0.665701299223684	0.461946666157634	0.243492032069682	0.41473581751624	0	0	0	0	0	0	0	0	0	0.652385225063556	0.701385972280554	0.585207191517697	0.417668020220436	0.309614340032591	0	0	0.673378225215014	0.37550303236411	1.0134902608576	0.623087358425088	0	0	0	0	0.489192831827485	0.2000400080016	0.361278369615563	0.104566050888811	0	0.0827270220393271	0	0.618886936509664	0.138214464816468	0.124820858952429	0.16809765180511	0.135972379871358	0.154938098540631	0	0	0	0.390653576601753	0.315693279056243	0.441310578426264	0.121057233169682	0.198321490957328	0	0.818189293643615	0.644747502025385	0.614735126927991	0.834974203035817	0	0	0	0	0	0	0	0	0	0.309331215985973	0.33918426185025	0.238139419805777	0.248963737323705	0	0	0	0
"GB-GCA-003471845.1-QRKF01000046.1"	0	0	0	0	0.0700610532035059	0	0	0.397268510565195	0.274685746425815	0.165898005905969	0	0	0	0.0388452958346744	0	0.295814768826236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0650364203954214	0.213747590959528	0.0467794170564951	0.0533197917989082	0.0387741819340008	0	0.132265191709377	0.125866713774676	0	0	0.0425193647976633	0	0	0	0	0	0	0	0.178164901514402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0719919369030669	0	0	0	0.0619450753665084	0	0	0	0	0	0	0.158213460873993	0	0.308718816909824	0	0.129393547292281	0.381298229686791	0.0684196613226764	0.0990740853994153	0.0724269181575825	0	0	0	0	0	0	0.0643773684287533	0	0	0.0807048221131213	0	0	0.10895485568621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-003479895.1-QUID01000115.1"	1.74917841619845	1.65231052603066	2.08713310644379	0.922911006491486	1.01517036274468	0.707647217615981	0.967473884140551	0.238361106339117	0.0771736144720147	0.0680181824214473	0.563064839203192	0.438775048627132	1.8323096106775	1.34515710147501	0.14374145086129	0.0913008545759988	0.289081163551683	1.21277686044525	0.29699656989877	0.556050505360818	0.407772012841775	0.345989932138455	0.645511115701412	0.828022514769503	1.19473105921875	0.642137889101452	0.143371953345991	0.286844278325873	0.535421535456416	0.102019462174322	0.253823696021613	0.652729164695866	0.459031711732757	0.506177281995922	0.308493081122255	0.317117416531649	0.0717778475617962	0.115732042745705	0.128074901735636	0.143486220375043	0.214872227764561	0.45662100456621	0.291301690772051	0.262330725781675	0.746628814762243	0.604882941047419	2.5938702401486	3.51554643819637	2.13220837230611	0.548351974660992	1.84515118813348	1.4886294051817	1.68773083576182	1.53520577697748	1.68070697059795	1.53684998129443	2.18616251501062	1.64739237484145	1.69369261057093	0	0	0.124597508049839	0.0819546176304871	0.0961299411618464	0.183324280282455	0	0	0	0.0510117326985207	0.051620896138757	0.0630974540177304	0.394055246023565	0.863838414365406	0.50110216845235	0.177544424042853	0.0715486114577614	0.565567658986343	0.298749421028254	0.434861989410613	0.209351011863224	0.621513268141612	0	0.152389245673234	0.0880658536883692	0.0369839582081272	0.479724837074584	0.435111615588347	0.3895586477593	0.865471932393113	0.434843992658478	0.346431396993599	1.39435527528641	0.679571321757913	0.742574257425743	0	0.837941133978644	0.167534254771735	0.137735383603322	0.51816095058061	0	0	0.310509638515912	0.681464174454829	0.613399817958764	0.849091980500348	0.410677618069815	0.527369427512848	0.951527354876731	0.9205480996955	0	0.167071940184937	0.240820825913678	0.214944021772747	0.256784587710837	0.429282880536362	0.250361400347782	0.11310270217108	0.206682741991044
"GB-GCA-003482275.1-QUMI01000015.1"	0.155482525884307	0.0668147425826607	0.0470075023973826	0.0829582927183359	0.223051516321366	0.45891018472099	0.827991452991453	0.201855351314207	0.241985062327504	0.111151663956999	0	0	0.263242968641759	0.149831855362316	3.34430714302274	0.259294426995837	0	0.273301827705973	0.149195459996096	0.0814107093484071	0.0912922416809945	0.197496399031822	0	0	0.241219484472285	0	0	0.0985121763947441	0.101154557187206	0	0.0642729530698505	0	0.141330374350289	0.0707688617008516	0.101561508188397	0.041543766357858	0.0747685912102044	0.127756151082921	0.122554431833238	0.0606105586066993	0.0834548384621288	0.0961307378034126	0.21389284986759	0.153617091673954	0.173172462739532	0.247594571724073	0.233514661005705	0.16491693817626	0.229064462557505	0.164307631396615	0.215831905033962	0.981861948098566	1.03476756689367	0.410254506302326	0.564365158022244	0.152637485970819	0.177048372694522	0.0641647392374841	0.109706797312935	0.0942188722178767	0	0.219795604087918	0.143420580853352	0	0.10048886474742	0.219175452349337	0.116361014143599	0.12334155610374	0.0793515841976988	0.127331543808934	0	0.163102336930284	0.0478511075012907	0.102527297893064	0.195754108560069	0.163064277275828	0.24004800960192	0.0578971746178786	0.069710700592541	0.0678976254691537	0.0890906391192754	0	0	0.0880658536883692	0	0.121547532843695	0.157255013242527	0.193303722941168	0.116755314220056	0.118593816179585	0.151039294190981	0	0	0	0.0511130540049768	0.128711961018663	0.122659007957877	0	0	0.124057992482456	0	0	0	0	0	0	0	0	0	0.296127080821541	0.0827088812796718	0.113626727719834	0.154635986886868	0.18118303396856	0.233935052876557	0.126752006033814	0.194241597206855	0.174611282026916
"GB-GCA-008669045.1-RQAJ01000001.1"	0.61839640976713	0.796359499431172	1.6001353816069	1.01001721384574	3.11700195884985	14.3592611160387	11.766975308642	1.03289812746951	1.20600122954572	1.21437340323169	4.29474945980474	4.14951523650126	0.843993903847042	1.37068401016637	3.02668490482925	0.556935212913593	2.76534238050308	1.14331264590332	2.11522909172035	1.50225799514608	2.44663207705065	2.12494245875592	2.44132303958274	0.818718891008048	1.33491620464505	0	0	0	0	4.21418855289317	1.98592531264979	0.585327783558793	1.26379723179349	0.308264363679981	0.864542338453726	1.43602952376996	0.692357154606493	2.18688470383118	2.01828379631674	0.0309237543911731	0	1.77841864936313	1.89855367691994	2.20499610048921	0.562100780695529	1.92434262074153	0	0	0	1.4688706324854	0	0	0	0	0	2.85521885521886	2.99442682513779	2.48302618816683	1.64259629401422	1.49328023892484	0	0.737785244295114	1.16785330123444	0.447501450236181	0.69663226507333	1.57902314940727	1.76999852500123	1.29341956130409	0.956469988097262	1.28880170693097	1.31242704356879	2.49089888959929	0.964577588052334	1.78910134823397	2.34449688159153	1.36108753889416	1.11113131717253	0.0671607225567392	0.753539477833657	0.756304105920296	0.203635746558344	0	0.783716120605203	0.68617977665521	0.325150632579785	2.54215371883728	3.7362845251608	3.26402927592262	0	0	0	1.61674982076755	0.922156683559026	0.999869723814487	0.540722308157912	2.87500492520259	0	0.840802565578489	0.688630839859573	0	0	6.1805194942826	3.48001038421599	1.96024113868112	2.91289441259977	2.30611277839204	7.7491932592327	6.26657499263334	3.22121348821473	1.43410114855004	4.94599110052437	2.33867548545747	1.5602771076885	5.17870643134597	0	0	0	0
"GB-GCA-008680325.1-NALL01000016.1"	0.187285769815188	1.12862740849089	2.21123291277288	0.883505817450277	7.25775318491829	6.89522193513555	4.39072886989554	0.0708641126954132	0.350551333533898	0.228939248150237	0.747598694068104	0.208078889039671	0.677735186810142	2.42616619127424	1.95673846011175	0.169819589511358	0.952562584064401	0.0979331549279736	10.421372598232	3.69266689195416	1.30547905603822	2.58675734671755	0.392470758346459	0.377959715309113	1.15431732360036	0.262490545891356	0.439157334573307	1.87607747692932	1.0743311590917	1.08951553834885	1.43470303716938	0	0	0	0	0.739479041169873	1.15592242010976	1.40832368899644	0.976019078743983	0.065558359309287	0.268590284705702	1.26448893572181	1.41984110816867	0.586108288232931	0.420156139105749	0.639358134578619	1.63062226350007	0.229274767708459	0.498215206062573	0.973968128278729	0.72367168158446	5.19858949724445	4.84034346802973	2.53949395756372	5.20730095804427	0.520763187429854	0.448009360470487	0.0999776169514288	0.139763454110999	4.2380715352343	0.409376401973979	0.722385552288954	0.435383906161963	0.609927902544129	1.91472026072787	5.00583934599325	5.18544012324434	1.65344356290419	3.74794536076631	1.19932548695712	4.26696532794902	0.95512728506374	0.123405487766487	0.335776900599785	0.710177696171414	2.88856719745753	0.389168742839477	0.561602593793423	4.67061693970024	4.71322683465042	2.86787009736334	4.74807081252837	8.28033401234664	0.798708367479237	0.796696099733407	0.349125892210613	0.193908437381763	0.445631483421623	5.77475490650309	10.5393194973881	6.84951211910527	2.40244634000029	5.43989366121127	2.31077384054195	0.176205528280315	0.596277860229318	4.78220546879674	5.47857906422169	1.72326492033486	0.374025589275464	0.254230951372099	2.60382997212832	0.869678089304257	1.21360824198293	0.316065784539562	0.293792449849945	3.41520258157046	0.38306649641489	3.46086613285215	5.47835099519851	0.0760921707772981	0.0288306622572713	0.153089627018	0.233322036549441	11.5351686382327	14.4130648844566	12.0774015883553	8.79470702127407
"GB-GCA-013303885.1-JAAISE010000123.1"	5.31290858334217	5.39032450295249	7.18274636632006	7.12404338718709	0.682022905674945	0.075199568084532	0.0311609686609687	7.54380690602989	5.29097068710677	3.2184213145758	19.8965348642809	12.2359433663545	7.12372419526163	3.6370295557208	0.173880787332205	5.12745599298809	24.2175737257342	9.32756362808176	5.22044674976993	14.5970937912814	18.3679990262161	6.90346435412738	2.72663895272277	1.15132344048007	7.67734683825665	6.35316100903145	24.2505263429819	9.8758456835731	12.3705047263595	6.62341739039447	6.7116214214127	3.50605429949863	16.1163347544239	14.0290272280197	16.0936904913038	9.70185423677177	18.0790453546274	16.7255346970676	9.0359051362452	2.85982880609569	4.95357225078659	10.6076571829996	2.93746180484824	4.31309526623024	2.74237047551455	3.5164697401824	1.65052408119942	1.01162463295925	3.18017828850669	7.62149856478274	2.55401087623521	0.0380075592812348	0	0	0.0908490254377271	14.8926300037411	19.5830895710811	13.7118555547266	13.4713935768924	4.23096067695371	0.3177807686556	3.90032199356013	2.56876504635558	4.21977293444932	4.32509505703422	6.14491176988177	2.51897012308045	10.9373958263884	13.2502975684407	9.88023952095808	13.7300059942581	12.8289774135884	11.3356755191216	24.8462090531604	10.8226224980652	0.121466247358525	6.15213951881285	3.30013895321908	0.395027303357732	2.08407989287264	1.00545149863182	0.735360871538811	6.38635338755073	5.59952053035214	3.28540828748864	5.52136133236785	2.13299281119939	3.25222446841476	0.038918438073352	0.0367076097698715	0.0431540840545659	3.74120297891641	5.22389299659384	4.04833246482543	3.40977873427937	1.73761147375195	0.124154849518339	2.66014308033879	2.91824196597354	0.0851741440924325	0.281648014755365	3.6042432784731	0.944963655244029	7.94913398498819	3.15262227460224	9.67777602274522	15.8853232938927	22.4462233572341	22.0522724709597	3.8369608900734	5.73668800555804	0.885270923429153	2.61025545865034	7.9277353424229	2.6540775844397	7.60302528754897	10.7226279166974	32.3375342986447
"GB-GCA-015555245.1-JADNKD010000034.1"	0	0	0	0	0	0	0	0	0	0	0.0236581865211425	0.0150781803651935	3.93132591326837	0.103217500360706	0	0	0.0321201292835204	0.0375790013095713	0	0	0	0	0	0	0.0795645419987118	0	0	0	0.0488332345041683	0	0	0	0	0	0	0	0	0	0	0	0.00671475711764255	0	0	0	0	0	0	0	0	0	0	0.903735298464917	0.838411070766258	0.553193859176892	0.975938773262856	0	0	0	0	0	0	0	0	0	0	0.105588174124498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01764525143752	1.44720445293678	1.3548723293382	0	0	0	0	0.734201998379692	0	0	0	0	0	0	0	0	0	0	0.133257186369693	0	0	0	0	0.0434106283688456	0.577193019211833	0.038110693122864	0
"GB-GCA-015657165.1-JADBMQ010000006.1"	0	0	0	0	0	0	0	0.337141384641814	0.323082758891316	0.69511264474601	0	0	0	0	0	0.615367759842232	0	0	0	0	0	0	0	0	0	0	0.0206662275093321	0	0.345320729708047	0	0	0	0	0	0	0	0	0	0	0	0.526628808226537	0	0.820941128539417	0.635738425542977	1.39957416607523	0.0846209295765819	0.257396842244925	0.65966775270504	0.265333002462443	0	0.31105186313718	0	0	0	0	0	0	0	0	0	0	0.223995520089598	0.811862930902013	0.152481975636032	1.45301466594242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115082238543498	0.0319239500567537	0.14756009384822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223082395784346	0.0209507447989776	0	0
"GB-GCA-018052775.1-JAGPMS010000005.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22209369577791	1.06560235594994	0.182537268025555	1.65858592905229	0	0	0	0	0	0	0.447287884452938	0.0777593348586126	0.106713961492793	0.334540476085324	4.43199247934293	2.70796562044356	2.23503965392934	0.662049297209208	2.59258383948196	2.86160397444996	1.45422634531607	0	0	0	2.729882213204	0	0	0	0	0	0	0	0	0	0	0	1.48537029259415	1.5059160989602	0.833678627662219	1.67843563280826	0	0	0	0	0	0	0	0	0	0	0	2.12224263034425	3.73668364983789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0200889269834467	2.05970620755015	1.96456316481415	1.83552696198802	0	0	0	0	0	0	0	0	0	0
"GB-GCA-018366555.1-JAGZHV010000024.1"	0	0	0	0	0.351735083429846	0.518684200377926	0.566832858499525	0.0751589074042261	0.100718107022799	0.0647002223033279	0	0	0	0	0.397607400366309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0221840164161721	0	0	0	0	0.0888947857237628	0.0221230039016934	0.0381774104262508	0	0.0380879832412874	0.377964061741168	0.487774470538734	0.426961703391561	0.619425173439049	0	0	0	0	0.10310744506862	0.502841333931509	0.0405991880162397	0	0	0.024443237370994	0.148783336266338	0.0999721389121065	0	0	0	0	0	0	0	0	0	0.0381894560730328	0	0.149380072698302	0.0735557609249165	0.139999575758861	0.344984112573763	0	0	0	0.0258611772007862	0.0366534241392357	0.0516460328468769	0	0	0	1.30217858867251	1.04511090803356	0.237754038561751	0	0.0774898540826646	0	0	0.51647312989468	0.485122298961246	0.952119837491588	0.782102775511069	0.512720664589823	0.452464811956679	0.625435260084641	1.73432317169483	0.463128959005617	0.895049602200177	0.841603699109056	0.0486494489921103	0.0215043091327147	0.0983634359365726	0.0664934743613534	0.0664772282906228	0	0	0	0
"GB-GCA-018370675.1-JAGYZX010000010.1"	0	0	0	0	0.274524943164758	0	0	0.906201683559526	1.16806843599168	0.31852417133946	0	0	0	0	0	1.39507705792126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0445302063232893	0.0153480162688972	0	0	0	0	0	0.995090884967494	1.03374763686095	0.494397465019948	0	0.353371844516388	0	0	0	0	0	0	0	0	0	0	0.926781464370713	0.181836807867643	0.149167150078727	0.457631721890277	0	0	0	0	0	0	0	0	0.0064079561183165	0	0	0	0.0914775358962483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900066145.1-FMEX01000041.1"	0	0.0397276847788793	0	0	0.121534480046898	0	0	0.0966328809482907	0.0549371492851631	0	0.548869927290507	0.387509235385474	0.762019119752459	0.722522502524944	0	0.0365203418303995	0.236885953465963	0.526106018333998	0.0460135530829081	0.0952351694264385	0.120201451546643	0.0668220898979849	0.120065067520463	0.303530725217472	0.520326846086814	0.0355919384259465	0.0322909804833314	0.0811276746780245	0.115106909902682	0.295594851940986	0.218963789271864	0.0342919307539495	0	0.0599736116108912	0	0.0443133507817152	0	0.0300602708430403	0	0.0915343129978724	0.037410789655437	0.423344979941952	0.254634345080464	0.163070451161582	0.235628105039035	0.197448835678691	0.321082658882845	0.404247616749125	0.614656307862638	0.597842225081659	0.277195878033814	0.0844612428471885	0.0919447085041064	0.122519445321057	0	0.113729891507669	0.218616251501062	0.156681339998508	0.235944755864805	0.101329730498471	0.229923732615523	0.135797284054319	0.204886544076218	0.298334300157454	0.456273764258555	0.0751915785432032	0.0999721389121065	0.203346889792653	0.162954146120274	0.127331543808934	0.0899138719752658	0.0234867365179608	0.0176293553952124	0.0294765981442559	0	0.128121932145294	0.478277473676553	0.0451597962019453	0.0348553502962705	0	0	0	0.309443468254832	0.0966278116858495	0.0739679164162544	0.0737043550222406	0.0662126371547484	0.0870604553704496	0.504086435997702	0.300720033883947	0.245738534199612	0.238488887588336	0.204369859599568	0.270323084940073	0.0470778128993207	0.13527889780533	0.279722371806378	0.14390263958556	0.288617337294086	0.0962838150610106	0.049849206151392	0.213011731541633	0.459501557632399	0.209743163560093	0.196871484437778	0	0	0	0	0.0740317702053853	0.0330835525118687	0.0661409310607988	0.0649471144924847	0.112098855548893	0.25925791942505	0.253504012067629	0.208994123576996	0.136600662810173
"GB-GCA-900112995.1-FONU01000001.1"	0	0	0	0	0.0486137920187592	0	0	0	0	0	0.0299670362601139	0.0286485426938677	0	0	0	0	0.0411539156445105	0	0	0	0	0	0	0	0	0	0	0.0463586712445855	0.160452056227981	0.023542952809459	0	0	0	0	0	0	0	0	0	0.180594725644451	0.348208119100606	0	0.256671419841108	0.101623614492	0.07097232079489	0.128498448616291	0	0	0	0	0	1.91938174370236	0.952173167728966	1.2567524921569	1.2939103622949	0.308267863823419	0.381808664593405	0.0999776169514288	0.0841586390345802	0	0	0.615987680246395	0.426420119858628	0.0679539239247535	0.685768604019555	0	0	0.515034335622375	0.260726633792439	0.51620896138757	0.244502634318705	0.36795887211472	0.0201478347373856	0.502383759676014	1.07892380764503	0	0	0.0532654006484484	0.650633205530382	0.533750777993625	0.258787094584562	0.326827054017249	0	0	0	0	0	0	0	0	0	0.232636399549358	0.387139652737393	0.198671182907764	0	0	0	0	0.124898730758844	0	0	0.466294337703077	0.576323987538941	0.162254145395544	0.362939947500937	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900542515.1-UQOA01000002.1"	0	0.0270870578037814	0.0752120038358122	0	0	0	0	2.07868063906545	2.4708636904684	1.79169846378447	0.0252353989558854	0	0.0473375513785619	0.0499439517874385	0	1.55941859615806	0.0170638186818702	0	0	0	0	0	0.151049601074131	0.101176908405824	0	0	0	0	0	0.0392382546824317	0.235304370560809	1.31846561347082	1.29533376160719	0.927192035504378	1.18065253269011	0.0858571171395732	0	0	0.0529965110630217	0	0	0.974248054276894	0	0.0189067189752558	0	0	1.76595462385565	2.75733075902015	2.815584018936	1.61140255369692	1.84726718720244	2.43881838721257	2.21134815876825	2.36870927620709	2.78190727893404	3.07220351664796	1.5934353542507	2.1786167275983	1.34653822455328	0	8.09032451024376	0	0	0	0	0	0.0163888752314929	0	0	0	0	3.34425031641853	3.62535101305832	2.4375865074076	3.65407669312129	3.47260353749646	1.53848951608504	0	1.95355939517668	2.63669112238547	3.36847464098594	2.13345438039038	0	0.0843964431180205	0.0539349390535189	0	0	0	0	0	0	0	0	0	1.24554442127917	0	0	0.0534495518460653	0	6.26770603810617	8.36718925251115	0	0	0	0.0308030213746183	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900762445.1-CAAFGP010000033.1"	0.155482525884307	0.337685320620474	0.0620499031645451	0.0518489329489599	0.102946853686784	0.25066522694844	0.758250237416904	0.0579797285689744	0.22367267923245	0.227280268091178	0.217655315994511	0.268391610500445	0.235533182468942	0.246390162151363	0.22024899728746	0.155211452779198	0.214803364583542	0.166258611854467	0.0599570540171226	0.0307210223956253	0.033473821949698	0.0653371545669186	0.220764801569883	0.201190863841466	0.119978277617105	0	0	0	0.116850953992117	0.202730982525897	0.16449518497538	0.0567590577996405	0.0817613735910763	0	0.059667386060683	0.36558514394915	0.0523380138471431	0.241985180286474	0.57744115179084	0.0507149572015239	0	0.157136782947886	0.165003055612141	0.418311157327535	0.241305890702626	0.256996897232582	0	0	0.095443526065627	0.134613481144215	0.093103959034258	0.247049135328026	0.188564571677913	0.105812248231822	0.108743530448189	0.0957725402169847	0.129322289620347	0.0925166007610237	0	0.257768612671549	0.142066696575445	0.145597088058239	0.0614659632228653	0.0364630811303555	0.0787615426398696	0.188778856768042	0.188472065162168	0.0600040002666844	0.0396757920988494	0	0	0.27009746995655	0.0528880661856371	0	0.274662741468004	0.144761144112215	0.112749822691811	0	0	0	0	0	0.046649769083643	0.270313245349022	0.118656865917742	0.178442122685425	0.257756337495271	0.149035694786702	0.126021608999425	0.0804743752647183	0.0863081681091319	0.213615813422681	0.250893079671014	0.180758207399687	0.150649001277826	0.240349886391994	0.103213067671872	0.148014143573719	0.190723737510127	0.183309570981539	0.254230951372099	0.228908129417874	0.327102803738318	0.209743163560093	0.282584239567151	0.0300110567051019	0	0.153472154012376	0	0.25382321213275	0	0	0	0	0.0783803012215269	0.0921832771155014	0.0885151582208453	0
"GB-GCA-900762515.1-CAAFHA010000156.1"	2.06897770239231	3.14390450909222	2.78096384182916	8.33316050355684	0.549049886329516	0	0.115740740740741	0	0	0	0.0757061968676561	0	1.36817069228282	1.22307188599461	0.0533234414485429	0	0	1.85161988270797	0	0	0	0	0	0	0.939619353127644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970550718207531	1.70706864941943	2.337343133316	3.07452093683463	1.15962014604946	1.69032771659812	1.79799686255581	1.55191173382709	0.144511531228348	1.71184324678897	0	0	0	0	0	0	0	0	0	0.0747719455660236	0.216995660086798	0.373917942939097	0.349714096295682	0.153449212384574	0	0	1.13174211614108	1.21152865158987	2.15431206552412	1.22409060794397	0	0	0	0	0	0.0927458218916511	0.0196850393700787	0	0	0	0	0	0	0	0	0	0	0.218684556793121	0.138359452209516	0.0623336769677064	0	0	0	0	0	0	0	0	0.098135426889107	0	0	0	0	0	0	0	0	0	0	0.251434999090202	0.179767658780633	0.358755489577534	0.207252535259001	0.467870105753114	0.61699943432989	0.199159105996902	0.0795847339850571
