"X"	"SRR21968871"	"SRR21968861"	"SRR21969109"	"SRR21969108"	"SRR21969105"	"SRR21969104"	"SRR21969100"	"SRR21969099"	"SRR21969098"	"SRR21969097"	"SRR21969092"	"SRR21969091"	"SRR21969087"	"SRR21969086"	"SRR21969085"	"SRR21969084"	"SRR21968985"	"SRR21968984"	"SRR21968980"	"SRR21968979"	"SRR21968976"	"SRR21968975"	"SRR21968969"	"SRR21968968"	"SRR21968965"	"SRR21968964"	"SRR21968963"	"SRR21968962"	"SRR21968972"	"SRR21968958"	"SRR21968957"	"SRR21969082"	"SRR21969081"	"SRR21968961"	"SRR21969077"	"SRR21969076"	"SRR21969073"	"SRR21969072"	"SRR21969078"	"SRR21969066"	"SRR21969065"	"SRR21969064"	"SRR21969063"	"SRR21969058"	"SRR21969057"	"SRR21969067"	"SRR21969055"	"SRR21969054"	"SRR21968953"	"SRR21968952"	"SRR21968948"	"SRR21968947"	"SRR21968946"	"SRR21968945"	"SRR21968940"	"SRR21968939"	"SRR21968936"	"SRR21968935"	"SRR21968930"	"SRR21968929"	"SRR21968928"	"SRR21968927"	"SRR21968853"	"SRR21968842"	"SRR21968906"	"SRR21968895"	"SRR21969044"	"SRR21968938"	"SRR21969033"	"SRR21968802"	"SRR21968801"	"SRR21968798"	"SRR21969022"	"SRR21968797"	"SRR21968795"	"SRR21968794"	"SRR21969015"	"SRR21969014"	"SRR21969010"	"SRR21969009"	"SRR21969006"	"SRR21969005"	"SRR21969004"	"SRR21969003"	"SRR21968999"	"SRR21968998"	"SRR21968993"	"SRR21968992"	"SRR21968991"	"SRR21969000"	"SRR21968990"	"SRR21968890"	"SRR21968889"	"SRR21968884"	"SRR21968989"	"SRR21968883"	"SRR21968879"	"SRR21968878"	"SRR21968877"	"SRR21968876"	"SRR21968873"	"SRR21968882"	"SRR21968872"	"SRR21968868"	"SRR21968867"	"SRR21968862"	"SRR21968830"	"SRR21968916"	"SRR21968915"	"SRR21968914"	"SRR21968913"	"SRR21968829"	"SRR21968897"	"SRR21968896"	"SRR21968892"	"SRR21968891"	"SRR21969041"	"SRR21969040"	"SRR21969030"	"SRR21969029"	"SRR21969028"	"SRR21969027"	"SRR21968821"	"SRR21968820"	"SRR21968812"	"SRR21968811"	"SRR21968810"	"SRR21968809"	"SRR21968918"	"SRR21968910"	"SRR21968909"	"SRR21968903"	"SRR21968902"	"SRR21968901"	"SRR21968900"	"SRR21968894"	"SRR21968893"	"SRR21969043"	"SRR21969042"	"SRR21969035"	"SRR21969034"	"SRR21969026"	"SRR21969025"	"SRR21968819"	"SRR21968818"	"SRR21968805"	"SRR21968804"	"SRR21968919"	"SRR21968860"	"SRR21968859"	"SRR21968857"	"SRR21968855"	"SRR21968854"	"SRR21968852"	"SRR21968850"	"SRR21968849"	"SRR21968847"	"SRR21968845"	"SRR21968844"	"SRR21968843"	"SRR21968840"	"SRR21968839"	"SRR21968837"	"SRR21968835"	"SRR21968833"	"SRR21968832"
"MJ005-barcode26-umi99669bins-ubs-3"	0	0	0	0	0.109135555454504	0.193320275735762	0	0	0	0	0.0633034670821971	0.0939299682793878	0.119895620283518	0.142348754448399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0310227155216987	0.0277462479505612	0.47781851134819	0.0827149406815711	0	0.256462343202478	0	0.0948927373165689	0.295866830040943	0	0	0	0	0.461810114547019	0	0	0	0	0	0	0	0	0	0	0	0.870689068770832	0	0.0814332247557003	0.25122573848211	0	0	0	0	0.134791073835555	0	0	0	0	0	0	0	0	0.0882835162063312	0.142476847512279	0.413517752744902	0	0	0	0	0.151549594604834	0	0	0.0745368069851636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159484221241941	0.309789343246592	0	0	0	0	0	0.206839492553778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ005-barcode41-umi54088bins-ubs-6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230586639538827	0.0310227155216987	0.0983730609156262	0.0350125633315484	0.0472656803894692	0.131105783637998	0.0228530800873496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0537269539644837	0	0	0	0.225515463917526	0.0408845939416465	0	0	0	0	0	0	0	0	0	0	0.075402144772118	0.219607193171459	0	0	0	0	0	0.117711354941775	0	0	0	0	0.0555596710867472	0.0264078695451244	0	0	0.0894821222176653	0.0603393199403705	0	0	0	0	0	0	0	0	0.107758620689655	0	0	0	0	0	0	0	0	0	0.0378008316182956	0	0	0	0	0	0.11634741823867	0.101749977014312	0.0902788021832129	0	0	0.101869458918825	0	0	0.158346478890135	0.0692516415786856	0.138421199739129	0.0317548782621657	0.223791924537655	0.0833471047658737	0	0	0	0	0.116508040695766	0.0279270669132523	0.141701534170153	0.0660613770248358	0.213566561578359	0.0570267065665406	0.336709450059276	0	0	0.0220728546609325	0	0.140440592999383	0.0286767953107704	0	0	0	0	0.0478071610094859	0.0822762706948497	0	0	0.255027836592774	0.168504317525721	0.0440168521662579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ005-barcode57-umi66002bins-ubs-4"	0	1.37658120814449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317396197016476	0	0.108289566300287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.243185160049768	0.158904779366826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02446380697051	2.32037789011353	1.07494646680942	0	2.34154713742798	0.178757634440638	0.346166835528538	0.189178963299281	0	0	0	0	0	0	0	0	0.227433727303233	0.393980265493008	0	0	0	0	0	0	0	0	0	0.110348209906817	0.480196545562835	0	0	0	1.48625721072277	0.960346964064436	0	0	0	0	0	0	0	0.43251831582664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ005-barcode57-umi71906bins-ubs-3"	1.25249338961822	0	0	0	0	0	0	0	0.789827027880894	0.502057210031348	2.08252175042202	1.6260663361153	0	0	0	0	0	0	0	0	0	0	1.87993281023493	2.09725560632875	0	0	0	0	0.115293319769413	1.01340870704216	0.973641064446967	0.582856201342835	1.08711064895779	0	0.84810319435275	0.321631800313385	0	0	0	0	0	0	0	0	0	0	0.457136987004982	0.390986419937323	0	0	0	0	0	0	1.84001088361336	2.93556995806329	0.394827756391274	0.372786579683131	0	0	0	0	1.98067994608357	0.0516480420696779	0	0	0	0.331138010964347	0	0	0	0	0	0	0	0	0	0	2.14442676365841	0	0	0.181017959821112	0	0	0.155482815057283	0	0	0	0	0	0	0	0	0	0	0.0769715205374012	7.83847980997625	3.8723667905824	0	0	0	0	0	1.98910645339217	0.329180382515938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ005-barcode57-umi92903bins-ubs-3"	0.078860694901888	0.0777920584455117	0	0	0	0.0813980108361102	0.308246352926814	0.588681152097019	0	0	0.280807687313336	0.0739121061870592	0	0	0	0	0	0	0	0	0.313011456628478	0.0896385934889785	0	0	0.338931164173883	0.19764641737471	0	0.0816104461371056	0.810444218379112	0.0827272413911964	0	0.100918564896816	0.226875265869452	0.232244531015882	0	0	0	0	0.327815112276676	0	0	0	0.574998868112464	0.0531187336493898	0	0.219678087110811	0	0	0.209252347019568	0.406429531842073	0.433971859637227	0.153873054729848	0.229095074455899	0.0854859691507155	0	0.122844918879993	0.259105715131774	0	0.349554112077507	0.224142654347122	0.286794420544909	0.165218574455265	0.153512056312715	0	0	0	0	0	0	0.15790257708923	0.189969604863222	0.378357926598562	0	0	0	0	0	0	0.276578010153823	0	0	0.113579896358345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254496097726502	0	0.19641980268738	0	0	0.236602880743846	0	0	0	0.58257569070527	0	0	0	0.57666363379663	0.353406132766992	0	0	0	0	0	0	0	0	0	0	0	0	0.074854003761259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode26-umi140104bins-ubs-3"	0	2.06656294392207	0	0	0	0	0	0.138959070237494	1.21370086617697	0.254702194357367	3.08726139462408	2.65005697391519	0.14458001269483	0.669876491521876	0	0	0	0.227948177857287	0.0628583401588602	1.22908657750826	0	0	0	0	0	0	0.731552967978737	0.726721591792321	0	0	0	0	0	0	0.0990300137118481	0.126453528328339	0	0	0.398841719936622	0	0	0	0	0.0345271768721034	0.0781688936658768	0.308394237674792	0	0	0.950118764845606	6.85124067962352	0	0	0	0	0	0	1.80140163853519	0.850925888407148	0	0	0	0	0	0	0	0	0.261241970021413	0	4.46242491111928	0	0	0.685248244839618	0	0.327962355625267	0.187874846448443	0.149282175073053	0	1.56466627054862	0	0.2113376429637	1.28630550687894	4.24859799815433	0	0	0	0	0	0	0	0	2.75198938992042	1.06465587706392	0	0.365092073658927	0	0.0979637534112378	0	0	0	0	0	0	0	0	0	0.7326330655839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919842312746386	11.5551425030979	0	1.29057489245209	0	1.31180625630676	7.20980533525595	4.07701019252548	8.46673781572394	0.8	0	0	7.59144237405107	11.4736464682682	12.762312633833	13.0705982421321
"MJ006-1-barcode26-umi196352bins-ubs-3"	0	0	0	0	0	0	0	0.0757958564931784	0	0	0.0373328139202701	0.0877706260971328	0.779321531842866	0.464726815993301	0	0	0	0	0	0	0.466448445171849	0.543943283217211	0	0	0.15306568704627	0.138579671952383	0	0	0.132248219735504	0	0	0	0	0.119868145040456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53304653891279	0.705580500320718	0	0	0	0	0	0.989734721660105	0	0.935498286906003	0.80209388720027	0	0.959844025345881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726162198846284	0.544344131704727	0	0	0.226804989709774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode26-umi201397bins-ubs-3"	0	0.591896096868024	1.20535058062619	5.90141504338746	0.914010276931472	0.468038562307634	0	0	2.17728984019166	0.178781347962382	0.454486430333723	0.195559114286594	0.0599478101417589	0.133975298304375	0	0	0	0	0	0	0	0	0	0	0	0.0545231496206098	0.278445766358689	0.155448468832582	0	0.525662679673227	1.23092445453399	0.146228940972937	0.0543555324478896	0	0	0	0	0.0836795074863274	0.51904059443807	0	0	0	0	0	0	0.202779772717671	1.29179721608711	0.265631995224593	0.0735210948987671	0.43698814325877	0	0.0419653785626858	0	0	0	0	0.542888165038002	0.559179869524697	0.49818341957503	1.89774114013897	0	0	0.322000898607159	0	0	0	0	0	0	0.193654103977357	0.113981762917933	0	0	0	0	0	0	0	0.136394635144351	0.0870213823968175	0.775511725886432	2.14382054376375	0.187235428199284	0.134256642170718	0.0654664484451719	0	0	0	0	0	0	0.16756580022887	0.174955330553901	1.44115292233787	0	1.09159610943951	0	0	0	0	0	0	0	0	0	0.163297731485568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode27-umi145382bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262862149755233	0.0135361957875359	0	0	0.948019972847972	0	0	0	0	0	0	0	0	0	0	0.385825591848966	0.385963130364126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73450785660839	0	1.42631526996348	3.29024676850764	0	0	0	0	0	0	0	0	0	0	0	0.381349620140027	1.21158392434988	0	0	0	0	0	0	0	0	0	0	0.202314190388301	0	0	1.25204582651391	5.09243111266132	0	0	0	0	0	0.369870851724702	0	2.22257806244996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106332703213611	0	0	0	0	0	0	0	0.472611008985069	0.0435379617535751	2.06336032967976	0.476962288429179	0.117602012908872	0	0.148396094839609	0.0742508039287411	0	0	0	0	0	0	0	0	0	0	0.051994354898611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode27-umi97014bins-ubs-6"	0	0.118379219373605	0	0.0540092895978108	0	0	0.201428309833364	0.166750884284992	0	0	0.873263212569796	0.816112839148779	0.44079272163058	0	0	0	0.0969434306569343	0	0	0.270723915750717	0	0	0	0	0.133385812997463	0	0	0.1068708223224	0.13903017972194	0.0758333046085967	0.103417833270274	0.325410882728508	0	0	0	0	0	0	0.180298311752172	0.182731841023298	0.0884144344750802	0.0874723232102343	0.144881604563771	0.431589710901292	0.0537411143952903	0.109839043555405	0	0.13430831219221	0	0	0	0	0.0751718213058419	0.0408845939416465	0	0	0.138189714736946	0.0567283925604765	0.126610150831223	0	0.185112762351714	0.0816374132602484	0	0.103296084139356	0	0.215463661224828	0	0.404724235623091	0	0.372411738417995	0.983620398514016	0.248034640770169	0.62239886018522	0.128333095679452	0	0	0.077783539521446	0	0	0	0	0.170369844537517	0	0	0.118657937806874	0.653993721660272	0.131311925510326	0	0	0.166875260742595	0	0.249305214974661	0.174955330553901	0	0.0931191592670192	0	0.213776722090261	0.110639051159497	0.290165617606357	0.291470834699603	0	0	0	0	0	0.132403566069379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi141536bins-ubs-3"	0	0	0.132294575922387	0	0.138693101723432	0.091572762190624	0	0	0	0	0	0.0538942440947307	0	0	0.485745414926457	1.61459877624734	0	0	0.0914303129583421	0.357355568790947	0	0	0	0.0713172561346047	0.408904049680749	0.386205643145986	0.0607518035691685	0	0.644286198711428	0	0	0	0	0.0674258315852562	0	0	0	0	0	0	0	0	0.10413365328021	0.277545383318062	0.210078901727044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565767175074958	0.157443582716193	0	0	0	0.269329576531035	0	0.0588689797269951	0	0.542231491136601	0.325059101654846	0	0	0	0.151745068285281	0.101638927709313	0	0	0	0	0	0	0	0	0.216857610474632	0	0	0	0	0	0	0	0	0	0	0	0.0814387512724805	0	0	0	0	0	0	0	0.191674653110546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi144302bins-ubs-3"	0.111332745743842	0.172495433944396	0.301337645156549	0.414071220249883	0.165976990587058	0.503650192048432	0.680583531709699	1.12430520464881	0.24747913540268	0.720023510971787	1.00149331255681	0.615934218225494	0	0	0	0	0	0	0.238099773329016	0.0406085873626076	0.284369885433715	0	0.273821302837157	0.0475448374230698	0.133385812997463	0.102230905538643	0.182255410707505	0.219570962226022	0	0	0	0.131812003130535	0.302500354492603	0	0.0812553958661317	0	0.118615921645711	0	0.56274927607496	0	0	0	0.330511160411102	0.217786807962498	0.320003908444683	0.633686789742723	0	0	0.325189458206085	0.137513751375138	0.539074419393118	0.216821122573877	0.311426116838488	0.61698569039212	0.187062104618733	0	0.301056164248347	0.307954131042587	0	0	0.823882153565376	0.235193500106906	0.123558484349259	0	0.502680965147453	0.298334300157454	0.411134903640257	0.390006990691343	0.196150545543705	0.378370326232683	0.502364066193853	0.277462479505612	1.21105320385437	0.104567707590665	0.115615290122119	0.101638927709313	0.159271057115342	0.05941770647653	0.234901871637493	0	0.219976883785094	0.110030524597146	0	0	0.102291325695581	0	0	0	0	0	0.14920424403183	0.100130783063593	0	0	0	0	0	0	0	0	0	0.0996222655763563	0	0.548124655267512	0.383349306221093	0.498720098861329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi147985bins-ubs-3"	0	2.6449299871474	1.53608702043216	0.55089475389767	1.51198217452594	0.432426932566835	1.66025758408106	1.26579080343608	0	0	0.454486430333723	0.897724123063657	1.14958741801255	0.732677412602051	12.1617940802615	16.8225558640395	0	0	0	0	0	0	0.660392553901378	1.4976623788267	3.4789644012945	4.98432459448408	1.17959751930135	0.411938442406342	1.65818921668362	0.966874633759608	0.983730609156262	3.19026238826873	0.886231507302548	0	0	0	0.101670789982038	0.16138190729506	0	0	0	0	5.64585502784443	5.5535636030437	3.19271075066566	0	0.156659304535415	0.361140128339054	2.54496097726502	4.01845740129569	0.0542464824546533	0	0	0	0.149649683694987	0	0	0	0	0	0	0	3.24996255803505	0.30049769931449	0	0	0	0.434158725486589	0	4.93073141665425	5.71175278622087	4.02740992979358	0.322447602264632	4.53443604734065	0.672013873834815	0.320797865582518	0	0	3.22421762521785	0.310790651417205	0	0.152622985731526	0.272712471507652	0	10.3968903436989	6.78409487268922	0	0	0	0	0	0	0	0.55724579663731	0	0	0.125551408211741	0.39387502212781	0	0	0.273006006132135	0	0.112855899139071	0.0965250965250965	0.308346181090879	1.26224732986142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi157746bins-ubs-3"	0	0.46675235067307	0.870939291489049	0.273647067295575	0.0386521758901369	0.091572762190624	0	0	0	0.0734717868338558	1.33586547201662	0.47426934803363	0.698215671062839	0.724303956458028	0	0	0	0	0.060953541972228	0	0.558510638297872	0.358554373955914	1.76258082330472	0.0950896748461396	0.417650660369107	0.617929029033577	0	0	0.729060698541879	1.51666609217193	0.421238491613066	0.0535486262717799	0.170156449402089	1.86170212765957	0.761769336244985	1.45971355526844	0.399905107262683	0.209198768715818	1.18559798940064	0	0	0	0	0.223098681327437	0.295576129174097	0.291495923281653	0.626637218141661	0.540217877928667	0.463748444746069	0.262804058183596	1.22732666553653	0.335723028501486	0	0	0	0	0.362748001184483	0.786093439766603	0	0	0.0391083300743058	0.0291562190215173	0.587838849782837	0	0	0.194746001491672	2.67665952890792	0.640200154531072	0.592538106329942	0.205571279606733	0.363053022627491	0	1.10232087285816	0	0	0	0	0	0.412972645298174	0	0	0.149073613970327	0.256431129925106	0.296777840587903	0.384615384615385	1.34286710847576	0	0	0	0	0	0.77243746934772	0.320131030375223	0.483586869495596	0	0.230914561612203	0	0	0.312486049729923	0.466353335519365	0	0	0.586850675523168	1.05143408714837	0.191674653110546	0.194191896901757	2.30998103294692	3.69916332097214	2.39150317155923	2.92661500329432	1.57193264101406	0.40562566369496	2.373919794761	0.1956848408729	4.12120703202318	0.586750272284863	2.10559940372406	1.34861023803198	1.38721834656403	0.909633057186173	1.44574073737024	2.64844770420979	2.81887645594254	0.500470157378996	10.2204354009408	1.00040959698139	3.8186889818689	0.996926235102068	0.950244076070375	1.35847778216927	2.89342766972159	0.81217252556906	1.36628748246922	5.13727891543961	3.75404022266116	0.0730542994974368	0.184105025895146	1.46029711818964	0.170838594666865	0.788208178015536	2.9205631071883	0.549153310016858	0.462286096494084	12.6965083056067	2.1006649093617	0.388968185784735	1.28953492808363	2.41526755957995	6.9954128440367	4.12763466042155	5.7030223390276	4.182156133829	4.95790458372311	0.860383261634728	4.07239819004525	7.82038345105954	2.99206921413122	4.3035107587769	0	0	0	0	0	0	3.42612419700214	1.19081372271052
"MJ006-1-barcode28-umi162137bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28701408715841	6.58149244413229	0	0	0	0	0	0	0	0.0568591860388829	0.4188910524009	0	0	0	0	0.871895853845312	1.16859259994787	0.844072524407252	2.17565774747083	0	0.604144317091073	0.973859004271121	0.385961633832376	0.412390641348145	0	0	1.51209804390815	1.90815395997866	0	0.0234260280312423	0.869305409327604	0.211400833484815	0	0	0	0	1.99354651044802	1.92158508514237	0	0	0	0	0	0	0	0.339366515837104	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode28-umi99869bins-ubs-3"	0	0	0	0	0	0	0	0	0.824052865755733	1.88332680250784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14162764207062	1.2552463858231	0	0	0	0	0	0	0	0	0	0	0.251324919412118	0	0	0	0	0	0	0.249250137298804	0.416046021880939	0.53723324876884	0	0	0	0	0	0	0.0918304877219237	0.122844918879993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1336801792037	0.260449752255114	0	0	0	0	0.533164311546922	0.567899481791723	0.0691957017258222	0	0.180032733224223	0.296477153819323	0	0	0	0	0	0.310609776034004	0.420637284097677	0.0384307445956765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode30-umi132248bins-ubs-3"	0.0324720508419539	0.0135290536426977	0.0587975892988387	0.356461311345551	0	0	0	0	0.0105310270384119	0.0391849529780564	0.0227243215166861	0.0862307905515691	0	0	0.0749046667877247	0.064691770667673	0	0	0	0	0.07569558101473	0	0.00690305805471824	0.0184896589978605	0.0371730954255226	0.0431641601163161	0.0531578281230224	0.0641224933934401	0.0712105798575788	0.168901451173693	0.110984991802245	0.084442064505499	0.295410502434183	0.0299670362601139	0.0482453912955157	0.0467328256865602	0	0	0.0546358520461127	0	0	0	0.0837596776384298	0.0172635884360517	0.0170994454894106	0.0802669933674116	0.100159227489856	0.0895388747948067	0.0254496097726502	0.00611172228333945	0.132225800983218	0.0804336422451478	0.186139747995418	0.0854859691507155	0.425141146860758	0.025416190113102	0.0913039186654822	0.133716925321123	0.0990862049983486	0.0448285308694245	0	0.021381227282446	0.0411861614497529	0	0.100536193029491	0.198889533438303	0.012847965738758	0.0331138010964347	0.00817293939765437	0.0774616415909429	0	0.126119308866187	0.134978066064265	0.0427776985598175	0.0758725341426404	0.0698767628001525	0.0333358026520483	0.0231068858519839	0.0795635371675381	0	0	0.0461418328955775	0	0	0.392798690671031	0.409836065573771	0	0	0.0270929287455974	0	0.356432360742706	0.333088115089096	0.040946992257296	0.0576461168935148	0.103096212045628	0.0139948219158911	0.0848320325755005	0.039830058417419	0.116066247042543	0.0510073960724305	0	0.207546386617409	0.00967336278334892	0	0	0.180951540294819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode31-umi144066bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133459122391219	0.0475448374230698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0517907653081551	0.131910008061167	0	0	0	0	0	0.586540091540939	0.237803811855219	0.153923253150057	0.249024344917302	0	0	0.167801796466292	0.198549373961668	0.423868765826269	0.134485592608273	0	0	0	0	0	0	0	0	0	0.145985401459854	0.295508274231678	0.30268634127885	0	0	0	0	0	0	0.0606198378419338	0	0.313187427761828	0.0958330375523532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105191720393621	0.119490175252257	0	0	0	0	0	0.375758411472697	0.229176215675653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode31-umi32290bins-ubs-12"	0	0	0.0734969866235484	0.327656356893386	0	0	0	0	0	0	0.014608492403584	0.0431153952757845	0.0599478101417589	0.255390412392715	0	0	0	0	0	0	0	0	0	0	0	0	0.0480951778255917	0	0.481519159036962	0	0	0.0432508135272068	0.0496289644089427	0.936469883128559	0	0	0	0.70231015211739	0	0	0	0	0	0	0	0	0	0	0	0	0.0372944566875742	0.171358629130967	0	0	0	0	0	0	0	0	0	0	0	0.159639402760823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325626831650928	0.300310910118711	0.12684124386252	0.296477153819323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0999860625488568	0	0	0	0	0.394512631812906	0	0	0.0209929043983134	0	0	0	0.123194903084246	0.049577157145218	0	0	0.0300489368399966	0.0463971097693754	0.171753637457609	0.2029366862363	0	0	0	0	0	0.146622296651405	0.0534271276240511	0.0477058471704024	0.0757541748967499	0	0	0	0	0	0	0	0	0	0	0.175204800205646	0.239085371281777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode32-umi138222bins-ubs-3"	0	0.121761482784279	0.249889754520065	0.169229107406474	0	0.427339556889578	0	0	0	0	0.688222308791066	0.517384743309415	0	0	0	0	0	0	0	0.205750175970545	0	0	0	0	0	0	0.731552967978737	0.740323332815172	0	0.196477198304092	0.259805776264346	0	0	0	0.228530800873496	0.15669241553729	0.491408818246518	0.642539075341442	0	0	0	0	0	0.147404485877057	0.329775020152918	0	0.631773588782166	0.567079540367109	0	0	0	0	0	0	0	0.487143643834456	0.473793307669529	0.551075813444629	0.220191566662997	0.30383782033721	0	0	0	0	0	0	0.475374732334047	0	0.980752727718524	0	0	0.176567032412662	0	0	0	0	0	0	0	0	0	0.195215446865905	0	0	0	0	0	0	0	0	0	0.237044302762792	0.0967837998808815	0	0	0	0	0	0	0	0	0	0	0	0	0.273634036543384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
