"X"	"SRR21968871"	"SRR21968861"	"SRR21969109"	"SRR21969108"	"SRR21969105"	"SRR21969104"	"SRR21969100"	"SRR21969099"	"SRR21969098"	"SRR21969097"	"SRR21969092"	"SRR21969091"	"SRR21969087"	"SRR21969086"	"SRR21969085"	"SRR21969084"	"SRR21968985"	"SRR21968984"	"SRR21968980"	"SRR21968979"	"SRR21968976"	"SRR21968975"	"SRR21968969"	"SRR21968968"	"SRR21968965"	"SRR21968964"	"SRR21968963"	"SRR21968962"	"SRR21968972"	"SRR21968958"	"SRR21968957"	"SRR21969082"	"SRR21969081"	"SRR21968961"	"SRR21969077"	"SRR21969076"	"SRR21969073"	"SRR21969072"	"SRR21969078"	"SRR21969066"	"SRR21969065"	"SRR21969064"	"SRR21969063"	"SRR21969058"	"SRR21969057"	"SRR21969067"	"SRR21969055"	"SRR21969054"	"SRR21968953"	"SRR21968952"	"SRR21968948"	"SRR21968947"	"SRR21968946"	"SRR21968945"	"SRR21968940"	"SRR21968939"	"SRR21968936"	"SRR21968935"	"SRR21968930"	"SRR21968929"	"SRR21968928"	"SRR21968927"	"SRR21968853"	"SRR21968842"	"SRR21968906"	"SRR21968895"	"SRR21969044"	"SRR21968938"	"SRR21969033"	"SRR21968802"	"SRR21968801"	"SRR21968798"	"SRR21969022"	"SRR21968797"	"SRR21968795"	"SRR21968794"	"SRR21969015"	"SRR21969014"	"SRR21969010"	"SRR21969009"	"SRR21969006"	"SRR21969005"	"SRR21969004"	"SRR21969003"	"SRR21968999"	"SRR21968998"	"SRR21968993"	"SRR21968992"	"SRR21968991"	"SRR21969000"	"SRR21968990"	"SRR21968890"	"SRR21968889"	"SRR21968884"	"SRR21968989"	"SRR21968883"	"SRR21968879"	"SRR21968878"	"SRR21968877"	"SRR21968876"	"SRR21968873"	"SRR21968882"	"SRR21968872"	"SRR21968868"	"SRR21968867"	"SRR21968862"	"SRR21968830"	"SRR21968916"	"SRR21968915"	"SRR21968914"	"SRR21968913"	"SRR21968829"	"SRR21968897"	"SRR21968896"	"SRR21968892"	"SRR21968891"	"SRR21969041"	"SRR21969040"	"SRR21969030"	"SRR21969029"	"SRR21969028"	"SRR21969027"	"SRR21968821"	"SRR21968820"	"SRR21968812"	"SRR21968811"	"SRR21968810"	"SRR21968809"	"SRR21968918"	"SRR21968910"	"SRR21968909"	"SRR21968903"	"SRR21968902"	"SRR21968901"	"SRR21968900"	"SRR21968894"	"SRR21968893"	"SRR21969043"	"SRR21969042"	"SRR21969035"	"SRR21969034"	"SRR21969026"	"SRR21969025"	"SRR21968819"	"SRR21968818"	"SRR21968805"	"SRR21968804"	"SRR21968919"	"SRR21968860"	"SRR21968859"	"SRR21968857"	"SRR21968855"	"SRR21968854"	"SRR21968852"	"SRR21968850"	"SRR21968849"	"SRR21968847"	"SRR21968845"	"SRR21968844"	"SRR21968843"	"SRR21968840"	"SRR21968839"	"SRR21968837"	"SRR21968835"	"SRR21968833"	"SRR21968832"
"MJ006-1-barcode43-umi157752bins-ubs-3"	0	0	0.095546082610613	0.176430346019515	0.181892592424174	0.0635921959657111	0.366233290606116	0	0.0789827027880894	0	0	0	0	0	0	0	0.088389598540146	0	0.310482104421037	0.246358763333153	0	0	0	0	0	0	0.17972408555879	0	0	0	0	0.179181941755571	0.0756250886231507	0	0.756690874003352	1.41023173983561	0	0	0	0	0	0	0	0	0	0	0.205454825620217	0.417848082375765	0	0	0.08136972368198	0.762371043888792	0	0	0	0	0	0	0	0	0	0	0.187209824771604	0	0	0	0	0.0551896684940579	0	0	0	0	0.0374939072400735	0	0	0.0794054122729005	1.42973553596563	1.14544134151977	0.181859513525801	0	0	0	0	0	0	0	0	0	0	3.12132589979899	0	0	0	0	3.74472047623799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode43-umi165024bins-ubs-3"	0	0	0.690871674261355	0.486083606380297	0	0	0	0	0	0	0.759641604986365	0.991654091343045	0.0705268354608929	0.171655850952481	0	0	0	0	0.438103582925389	0.341112133845904	0	0	0.190984606180538	0	0.695355549724482	0.63155981643873	0	0	0	0	0	0	0	0	0	0.131951507820876	0.315179448944318	0	0	0	0	0	0	0.503300001327968	1.08215062168698	0	0	0	0.336500395882819	0	0	0	0	0	0	0	0.0641595104135821	0	1.12572938456457	0.378552038452918	0	0	0	0	0.841990616621984	0.161597745918621	0.488222698072805	0.364251812060782	0.245188181929631	0.33070162371518	0.274400540357987	0.306890318241056	0.116231112444228	0.066543086648605	0	0	0	0	0	0	0.753141195332016	0.0709874352239654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526762198116155	0.105658177578606	0.113402494854887	0	0	2.33728626585769	0.770865452727197	0.119163209462442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode43-umi167481bins-ubs-3"	0	0.0777920584455117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47696167883212	0.383760856392648	0.470485152098135	0.140776436190373	0.986088379705401	0.784337693028562	0	0.0184896589978605	0	0	0	0	0	0	0	0	0	0	0.0558630846579656	0.0577287846716332	0	0	0	0	0	0	0	0.301448813460287	0	0	0	0	0.0593824228028504	0.0305586114166972	0	0	7.24871134020619	15.1087158520721	0	0	0	0	0.0137619729164373	0	0	0	0	0	0	0	0.145610278372591	0	0.343263454701483	0	0	0	0	0	0	0	0	0	0	0	0.0223705305544163	0.216511677433094	0	0	0	0	0	0	0	0	0	0	0	2.57165732586069	0	6.32565950598279	0.108585001696641	0.101787927066737	0	0	0	0	0	0	0	0.123576661664754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode43-umi172265bins-ubs-3"	0.111332745743842	0.17587769735507	0.0293987946494194	0.0432074316782487	0.100040925833295	0.172970773026734	0	0.00757958564931784	0	0.0122452978056426	0.0876509544215037	0.0261772042745835	0	0	0	0	0.0399178832116788	0.0317396197016476	0.163812644050363	0.100167848827765	0.0818330605564648	0.0122234445666789	0.00920407740629099	0	0	0.0249897769094461	0.0227819263384382	0.0136017410228509	0.111902339776195	0.108579504325945	0.0327910203052087	0	0	0.0412046748576566	0.053323853537149	0.0274898974626825	0	0	0.0273179260230563	0.0822293284604842	0.137533564739014	0.0683377525079955	0.0294290759270159	0.0424949869195118	0.0244277792705865	0.00844915719656964	0.110431968770867	0.0477540665572303	0.124420314444067	0.0336144725583669	0.315307679267673	0.493093198111558	0.12528636884307	0.40141237688162	0.105435004421468	0.118608887194476	0.209752245582864	0.0324162243202723	0.035781129582737	0	0.143397210272455	0.13411860749898	0.0224651789725925	0.0187811062071556	0.46916890080429	0.136736554238833	0.0385438972162741	0.0551896684940579	0.00817293939765437	0.0446894086101594	0.0126646403242148	0.130323285828394	0.0637396423081249	0.128333095679452	0	0.0730529792910685	0	0	0.0227324391907252	0	0.0260989523134857	0.0141974870447931	0	0	0.147299509001637	0.19183815835368	0.23874895547332	0.184568616097279	0.0928900414134768	0.0834376303712974	0.696286472148541	0.102174268432238	0.0260571768910066	0.0640512409927942	0.156307160198211	0.0559792876635645	0.0441126569392603	0.0708089927420782	0.120530333467256	0.0619375523736656	0.0126002772060985	0.406790917770122	0.00967336278334892	0.0137892995035852	0.0250010417100713	0.0485479742254391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode43-umi205212bins-ubs-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0654454227592517	0.143430690490055	0.143974037468653	0.101653437078405	0.146602228576844	0.323512705899785	0.0379759654334324	0	0.0557811459726612	0.215939209649901	0.401288381936033	0.0388835244026519	0.0473826550324024	0.109213447624248	0.0182006807054584	0	0.102309475431417	0.165173710778977	0.0497757356963133	0.127223304827038	0.224267782426778	0.0376713637579642	0.650869521000712	0.0378295974253289	0.0871546968802949	0.0891233567881092	0.0606620511564747	0.35316567457492	0.190227150296283	0.0900583174839092	0.0476034802158789	0.35467570499525	0	0.32794582135845	0.23900412702901	0.461087487104647	0.391848138129428	0.345087756187461	0.0423747297053087	0.250969038132412	0.2950415220073	0.396151669496321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode45-umi215926bins-ubs-3"	0	0.135290536426977	0.720270468910775	0.514888560832463	0	0	0	0	0.179027459653003	0.360011755485893	0	0	0.0846322025530714	0.0795478333682227	0	0	0.558850364963504	0.115416798915082	0.139050267624145	0.108289566300287	0.552373158756137	0.998247972945443	0	0.227158667688	2.97384763404181	1.48575582716162	0.0911277053537527	0.0718949168350692	1.77348253645303	0.299886250043087	0.355656451002648	1.11628290151172	1.17218887365884	0.820347617620617	0.0609415468995988	0.0742227231492427	0	0.191267445683034	0.524504179642681	0	0	0	0.685923846606601	0	0	0.329517130666216	0.0821819302480867	0.113415908073422	0	0	0.301746058654009	0.150375939849624	0	0	0	0	0	0	0	0	0	0	0	0.272326040003756	0	0	0.274089935760171	0	0.196150545543705	0.220467749143453	0.151975683890578	0.567536889897843	0	0.983887066875802	0	0	0	0	0	0.584286424664346	1.52865292121845	0.507560161851352	0.109899055682188	0.155455059355568	0	0	12.4786120727388	10.7266936884771	9.94697526802647	0	0	0	0	0	0	0	0	0	0	0	0.243605359317905	0	0.341792151678328	1.45132377275234	3.00845868577857	0.423691411422014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54215456674473	8.0946123521682	9.16976456009913	5.79981290926099	0	2.14932126696833	0	0	0	0	0	23.8700947225981	17.4520069808028	0	2.94012190749373	0	0
"MJ006-1-barcode46-umi101343bins-ubs-4"	0	0	1.15022784065853	0.432074316782487	0	0	0	0	0	0	0.0697961303726789	0.141664870191864	0	0	0	0	0	0	0	0	0.059328968903437	0	0	0	0	0	0	0	0.223804679552391	0	0	1.00506652387033	1.78191615068299	0.19478573569074	0.464679295109441	0.395854523462628	0.176229369302199	0.558859567855115	0	0	0	0	0	0	0	0	0.816682931840362	0.582002686166244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94267633099084	0	0	0	0	1.81845450114356	0	0	0	0	0	0	0	0.164050557399053	0.809256761553205	0	0	0	0	0	0	0	0	0	0	0	0.502802241793435	0	0.234413267091176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode46-umi171272bins-ubs-3"	0	0	0	0	0.720749397480788	0.193320275735762	0.213636086186901	0.0960080848913593	0	0	0	0	0.218633189928768	0.380992254553067	0	0	0	0	0	0	0.51759410801964	0.240394409811351	0	0	0	0	0	0	0	0	0	0.13387156567945	0	0	2.34878878675537	1.6796327349699	0.0948927373165689	0.122530707390694	0	0	0	0	0	0	0	0	2.64009450921979	1.29532905536487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973491088812341	0	0	0	0	0	0	0	0	5.00693656198764	0	5.91282855649033	0	0	0	0	0.477381223005228	0	0	0	0	0	0	0	0	0	0	1.22501611863314	0	0	0	0	3.00641857062091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode46-umi18951bins-ubs-14"	0	0	0	0	0	0	0	0	0	0	0	0.283329740383727	0.613583468509768	0.368432070337032	0	0	0	0	0	0	0	0	0	0	0.163998950406717	0	0	0	0	0	0	0	0	0	0.309786196739627	0.343623718283531	0.332124580607991	0	0	0	0	0	0	0	0	0	0	0	0.149869924216718	0	0.501779962705543	0.342717258261934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.599834528405957	1.29588732863869	0	0	0	0	0	0	0	0	0	0.0449847951392429	0.1001001001001	0	0	0	0	0	0	0	0	0.106115304671261	0	0	0	0	0.201569645982723	0.183512063617515	0.166746925603559	0.0400703457180383	0	0.0903438678398276	0	0	0	0	0	0.053860084964284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode46-umi55481bins-ubs-8"	0.552024864313216	0.0439694243387675	0	0	0.0818516665908781	0	1.72740035402551	0.343607882769075	0	0	0	0	0	0	0.306428182313419	0.107819617779455	0.0598768248175182	0.0375104596474017	0.0438103582925389	0.0379013482051004	0	0	0	0	0	0	0	0.0388621172081455	0	0	0	0.037072125880463	0.148886893226828	0	0	0	0	0	0	0.0913659205116492	0.0982382605278669	0.0874723232102343	0.151672929777697	0	0	0	0	0	0	0	0.0542464824546533	0.157370169610072	0	0	0	0	0	0	0.0522954970824617	0.029885687246283	0.557945509060096	0.291562190215173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333358026520483	0.0429127880108272	0	0	0	0	0	0	0.147299509001637	0	0	0	0	0	0	0.106261239169528	0	0	0	0	0	0	0.49104950671845	0.214959740590957	0	0.356979784981943	0	0.144787644787645	0.129172048835368	0.286874393150322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode49-umi104059bins-ubs-5"	0	0	0.180067617227694	0.442876174702049	0	0.694426779945565	0	0	0.82142010899613	0.472668495297806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04270793836821	0.915626182368521	0	0	0	1.46259712559037	0.541550980014845	0	0	0.0273179260230563	0	0	0	0	0	0	0	0.467409728285993	0.429786599015072	0	0	0	0	0	0	0	0	0	0	0.0192667620830122	1.56401763255548	0	0	0	0	0	0	0	0.345855255896096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09606705351386	0	0	0	0	1.60297981309654	0	0	0	0	0	0	0	0	2.34073359073359	0.254177257385724	0	0	0	0	3.26483230320334	2.02567489980323	0.0154347665028523	0	0	0	0.0453283472151397	13.6611076357925	14.8139747386703	0.0123923867007822	0	4.41184500300311	4.33370173147125	7.00712589073634	13.2479214094823	0.0191445137293513	0	18.8351464435146	11.1823894563858	0	0	0	0	0	0	0	0	0	20.0535105025603	0.013712796896337	0	0.0127917701790175	0	0	0.809533822310727	8.08360284907742	0.0142057946112686	0	0.129535307803559	2.40825688073395	0.292740046838408	0	0	7.62394761459308	7.31325772389519	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-1-barcode49-umi146563bins-ubs-4"	0	0	0	0	0	0.0992038257065093	0	0	0.0684516757496775	0	0.318140501233606	0.275630562655908	0	0	0	0	0.0313640510948905	0	0	0.0487303048351291	0.274140752864157	0	0	0	0.146505729030001	0.0590667454223272	0.301227692697127	0.279807243898648	0.2068497795863	0	0	0.0453103760761214	0.0330859762726284	0.22100689241834	0.185363871819613	0	0	0	0	0	0	0	0.0950785529949744	0.169979947678047	0.188093900383516	0.0549195217777027	0.197750269659459	0.13430831219221	0	0	0	0	0.182560137457045	0.063185281546181	0.187062104618733	0.32617443978481	0	0	0.159638885830673	0	0	0	0	0	0	0	0.346895074946467	0.408403546856029	0.253361121327285	0.181736928347982	0	0	0	0	0.249295469325818	0.146105958582137	0	0.0957285271010761	0	0	0.0671115916632489	0	0	0	0.130932896890344	0.130798744332054	0	0	0	0	0.588527851458886	0.165522314860226	0	0	0	0.0419844657476734	0	0	0	0	0	0.0954713378440081	0	0	0.108337847410309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode50-umi258367bins-ubs-3"	0	0	0.374834631780097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204790722289974	0	0.428583923729555	0.304420918715071	0	0	0	0	0	0.906207521522429	1.77955286666352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275491463165771	0.12708095056551	0	0	0	0	0	0	0.213419200239629	0	0	0	0	1.77342801427573	0	0	0	0	1.53350080611901	0	0	0	0	0	0.48495870273547	0	0.0708400134223183	0.276850997373465	0	0	0	0	0	0	0	0	0	0.0960438123263037	0.197290053603335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69495412844037	4.18618266978923	0	0	0	2.93312475557294	6.59879336349925	4.08678102926337	4.14563806777217	0	5.26503023834934	6.7	0	0	4.00276052449966	5.88024381498745	0	1.50269350722994
"MJ006-2-barcode51-umi107579bins-ubs-5"	0	0	0	0	0	0	0	0	0.350156649027196	0.568181818181818	0.600571354369562	0.475809183579194	0	0	1.50717268930452	1.12401951535082	0	0	0	0	0	0	0	0	0	0	0	0	0.31197015937606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746521886664404	0.724239090575724	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136163020001878	0	0	0.573875802997859	0	0.984839197417351	0.828243706241621	1.15670381627828	0.294278387354437	0	0.166357716621512	0	0	0	0	0	0	0.178964244435331	0.131326755164336	0	0	0.413256955810147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi115925bins-ubs-4"	0	0	0.235190357195355	0	0	0	0	0	0.279072216517916	0.568181818181818	0.678483313855343	0.591296849496474	0	0	0	0	0	0	0	0	0	0	6.30249200395775	0.121503473414512	0	0	0.726490317681306	1.54671226488419	0	0	0	1.01948346171273	1.94025617998771	0	0	0	0.0440573423255499	0.0358626460655689	0	0	0	0	0	0.832636149954185	0.898942277157584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11680354582193	1.84267304215989	0	0	0	0	1.2762312633833	0	0.882677454946672	0	0	0	0	0	3.49374954837777	2.42980561555076	0	0	0	0	0	0.340739689075034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621613675500861	0	0.438525779511818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi147913bins-ubs-3"	0	0.0980856389095583	0	0	0	0.0178058148703991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129012507653284	0.122677086646372	0	0	0	0.0068939367825997	0	0	0	0	0	0	0	0	0.415232475550456	0.767473732297853	0.749885388696051	0.410026515047973	0.0384841762122516	0	0	1.16598369312661	0.0821819302480867	0.0447694373974034	0	0	0.16273944736396	0.286763420178353	0	0.156104813231741	0	0	0	0	0	0	0.584017729109634	1.33924232705503	0	0	0	0	0.256959314775161	0	0.604797515426423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35679214402619	4.58667596791071	0	0	0	0	0	0	0	1.19135308246597	0	2.98789447904275	0.139124533423821	0	2.16508191598589	2.47750209494662	0.113402494854887	0	0.277303066456002	0	0	0.180951540294819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi185356bins-ubs-3"	0	0	0	0	0	0	0	0	0.12373956770134	0.362460815047022	0	0	0.102263911418295	0.0711743772241993	0.383602687488651	0.336936305560797	0	0	0	0	0	0	0	0	0	0	0.364510821415011	0.425540183429193	0.115293319769413	0	0	0	0	0	0.721141638311919	1.0473650933282	0	0	0	0	0	0	0.421062163263458	0	0	0	0	0	0.322361723786902	0.293362669600293	0.0779793185285642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402144772117962	1.45852324521422	0.466809421841542	0	0.862245106452536	0	0.109760216143195	0	0	0	0	0	0	0	0.0871410168977798	0	0	0	0	0	0.437806873977087	0.828392047436345	0	0	0	0	0	0.159391858754291	0.223347230494342	0	0	0	0	0	0	0	0.218404804905708	0	0	1.04453943739658	0.633359723321805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode51-umi233645bins-ubs-3"	0	0	0	0	0.472920740302851	0.62065983262534	1.4191540010987	1.82415361293583	0	0	0	0	0	0	0	0	0	0	0	0	0.335515548281506	0	0	0	0	0	0.979622832552841	0	0	0.405018785977733	0	0	0	0	0	0.536053000522308	0	0	1.54073102770038	0	0	0	0	0	0	1.51239913818597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649198279233477	0.557855657278364	0	0	1.16454423592493	0.820419325432999	0	0	0	0	0.937183383991895	0	0	0	0	0	0	0	0	0	0.648745386078073	0	0	0	0	0	0	0	0	0	0	0.89709007683505	0	0	0	0	0.356294536817102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode52-umi148690bins-ubs-3"	0	0	0.804792003527855	0.345659453425989	0	0	0	0	0.165863675854988	0.337970219435737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268958278667017	0.804216456903994	0	0	0	0	0	0	0	0	1.47783251231527	1.31676608846249	0	0	0	1.55931171006548	0	0.825520050296586	0	0	0	0	0	0	0	0	0	0	0	0	1.87402217536222	0	0	0.364682523603063	0.817461191236376	0	0	0	0	0	0	0	1.02783725910064	0.51142426137827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324261303603308	0	0	0.315996517589398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode52-umi165055bins-ubs-3"	0	0	0	0	0	0	0	0	0.302767027354343	0.369807993730408	0.0681729645500584	0.0646730929136768	0	0.0544274649361524	0	0	0	0	0	0	0.171849427168576	0.234282687528012	0	0	0	0	0	0	0	0	0	0.0967994397989867	0.181972869499456	0	0	0	0	0	0	0	0	0	0	0.0504627969669203	0	0	0	0	0.0622101572220337	0.055005500550055	0.383115782335989	0.272774960657458	0	0	0	0	0.0740302043233639	0	0	0	2.10402815799765	1.43837347172819	0.093604912385802	0.408489060005634	0	0	0	0.0735862246587439	0	0	0	0	0.194968317648382	0	0	0	0	0.161748200963887	0.26521179055846	0.368804906348417	0	0.0993824093135515	0	0	0	0	0	0	0	0	1.16876657824934	0.410740559097597	0	0	0	0	1.86630471666101	1.50026553372278	0	0	0.294006468142299	0	0.483668139167446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MJ006-2-barcode52-umi172400bins-ubs-3"	0	0	1.94032044686168	1.45104958052785	0	0	0	0	0	0	0	0	0.123421962056563	0.209336403600586	0	0	0.410583941605839	0	0.289529324368083	0.175970545237966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0677805266546921	0.212187322554616	0	0.843611999390894	2.35116903530028	1.71391083290053	0	0.144748549194587	0.0732833378117595	0	0	0	0	0	0	0	0	0	0	0	0.135722041259501	0.0729365047206127	0	0	0	0.0097187396738391	0.595327242773701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825945290596348	0.0455826288745235	0	0.113579896358345	0	0	1.35024549918167	1.35158702476456	0	0	0	0.925399173208935	1.05271883289125	0.232957332025503	0	0.124899919935949	0.392430742625295	0.703239801273529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
