"X"	"SRR16937040"	"SRR16937041"	"SRR16937044"	"SRR16937046"	"SRR16937047"	"SRR16937049"	"SRR16937050"	"SRR16937057"	"SRR16937058"	"SRR16937059"	"SRR16937063"	"SRR16937064"	"SRR16937065"	"SRR16937068"	"SRR16937073"	"SRR16937074"	"SRR16937076"	"SRR16937077"	"SRR16937080"	"SRR16937082"	"SRR16937083"	"SRR16937089"	"SRR16937092"	"SRR16937095"	"SRR16937097"	"SRR16937100"	"SRR16937101"	"SRR16937104"	"SRR16937107"	"SRR16937111"	"SRR16937112"	"SRR16937113"	"SRR16937115"	"SRR16937116"	"SRR16937120"	"SRR16937121"	"SRR16937124"	"SRR16937126"	"SRR16937130"	"SRR16937132"	"SRR16937135"	"SRR16937136"	"SRR16937139"	"SRR16937142"	"SRR16937143"	"SRR16937146"	"SRR16937148"	"SRR16937152"	"SRR16937155"	"SRR16937157"	"SRR16937158"	"SRR16937163"	"SRR16937164"	"SRR16937170"	"SRR16937171"	"SRR16937177"	"SRR16937179"	"SRR16937180"	"SRR16937181"	"SRR16937184"	"SRR16937187"	"SRR16937190"	"SRR16937191"	"SRR16937194"	"SRR16937200"	"SRR16937201"	"SRR16937203"	"SRR16937204"	"SRR16937206"	"SRR16937209"	"SRR16937211"	"SRR16937214"	"SRR16937215"	"SRR16937217"	"SRR16937221"	"SRR16937223"	"SRR16937227"	"SRR16937229"	"SRR16937233"	"SRR16937234"	"SRR16937238"	"SRR16937240"	"SRR16937244"	"SRR16937245"	"SRR16937246"	"SRR16937247"	"SRR16937255"	"SRR16937256"	"SRR16937257"	"SRR16937259"	"SRR16937263"	"SRR16937267"	"SRR16937268"	"SRR16937269"	"SRR16937272"	"SRR16937274"	"SRR16937275"	"SRR16937279"	"SRR16937281"	"SRR16937284"
"GB-GCA-008669045.1-RQAJ01000001.1"	0.250944414463033	0	0.446575829083251	1.16692034500254	0	6.5848362653432	1.26647634088562	7.40041142147413	0.905211431527221	34.1976656310353	6.47291163119731	6.35170014588711	0	0	0	0	0	0	0.16051727256285	1.63136344585227	1.70839736057127	0	0	0	0	0	0	0	0	0	0	0	0.52999074619332	2.62615859938208	0	0	0	0	1.21149089273668	3.24289580514208	0	0	3.73896888063168	14.1755892701752	0	0	0	0	0	1.92278967451082	19.4253750317824	0	9.07593985736192	4.55878246299916	8.24729255547421	0.323888582327679	0.416975080187515	0	0	0.39839154069551	0.0093828749128733	0	5.01627763474264	2.88664924723155	0.379181701424989	2.45668998247437	4.56767768220914	4.95215285652215	9.94335707475745	0	0	0	0	22.0515665605746	0	0	0	0	7.21531551233955	4.00445955331359	0	0	1.44114077669903	1.49883792629132	1.29209457845713	1.36191114087966	6.26043828128954	0	0	0	0.63261602281566	2.14660030258513	0	0	0	0.231610153789142	7.59891271519178	0	0	0
"GB-GCA-008673455.1-RPUK01000107.1"	0.11332973556395	0.29256650113562	0	0	0	0	0	0.183716507316316	0	0.0688554874464691	0	0	0.457309412533293	1.47398911443855	0.210906899668575	0.144759147444811	0	0	0	1.03491633620273	1.32875350266655	0	0	2.63744142575474	2.94117647058824	0.043012700065651	0.116467847815346	0.34280510993867	0.623814751971255	1.26301747138308	0.936342922244375	0	0	0	0	0	0.00876570156292459	0	0	0	0.0149112778965157	0	0.986994890849977	2.49706783700957	0	0.00456662708923189	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677637947725073	13.0234303790681	4.16110962923446	0	0	6.5113244857603	0.94297191246491	0	0	0	0	0	0	0	0	0	0	0	0	0.422253251013576	0.308878897539935	0.671687035323399	0.206858312718587	2.49003120665742	1.78461319546554	0	0	0	0	0	0	0	0	0	0	0	2.73763201778766	0.126849894291755	0	0	0.0380348652931854
"GB-GCA-008680325.1-NALL01000016.1"	3.00593631948192	2.57150556261308	1.57062748978712	1.145557958824	0.982085670477262	1.62626844507467	1.05995262102897	1.25755243036239	0	0	1.20261746153393	0.682302771855011	0	0	0	1.07426525209044	0.455439187833554	0.437642861125049	0	0	0	0	0	0.576140117276522	0	0.862517827632264	3.11639726124091	4.08687967005008	1.32248727417906	2.85093381530252	9.41149245229279	2.03959387822337	0	0	1.24407760960805	2.2099930118798	0.144634075788256	0.939286026179687	1.93482497563901	2.94384303112314	2.1790347432775	0.627182894624755	0.836042731072921	0	0	0	0	0.141228222492331	0	0	0	4.00901178939572	0	0.197803220701852	0.426627622245223	1.00285501787385	1.07574636072045	0	0	0.323925832154293	0.77073615355745	1.37733698683285	0	1.93411029543915	0	0	1.73721140787687	0.43025338321164	0	0.885475608386534	0.941625428540403	0.283889970835877	0	0	0.293373216751035	1.75083049537221	0	0	0.161499251383678	0.102350403918558	0.706787070423434	1.07481020216668	0.468099861303745	0.482616325949817	0.511105803678051	0.440946639874972	0.540079385162638	0.440022957719533	0.284666602335231	0.603541108412011	2.16748768472906	2.91402635560331	2.21296163241845	3.61974014863926	0.472548212689268	0	0	0	0	0.20919175911252
"GB-GCA-013303885.1-JAAISE010000123.1"	2.12088505126821	2.33283289063402	7.23655832128086	7.54092232102326	15.8996952817188	3.23924314264191	1.94982688452894	3.52942698562612	7.53911806543385	0.218322277269292	2.02204798679479	6.82302771855011	3.44238403939897	3.03908056717045	0.433402090527731	4.8894306775109	7.52377512940893	9.285276244634	13.5851871947911	20.2534094206403	11.3411069932809	2.74375666629887	1.42285338304639	6.13269147056564	5.4629246064623	0	0.448224747652996	9.04684110447521	2.07605549456034	3.36302607797573	10.2445884363429	0.398334780915871	3.04113737696643	6.91481535971752	1.32721645147396	3.2087118565106	0.724923519253863	7.98296088572344	3.66539239937036	0.322733423545332	0.836025647397982	1.15959621773575	0.719925685090571	2.50936400438879	2.2880610149604	0.167442993271836	0.9269609313231	1.0499508016438	1.07911235397591	0	0	2.50190317470115	0	0.947128362654752	2.55219246207053	8.93932487224395	13.5085122131754	0.454037380100339	0.107168008818396	1.53771688137613	0.739906707415152	1.24639297752128	1.15858459050578	0.32073880524795	6.20757140236071	8.94117282131613	4.34246265278407	1.32573148373833	0	0.844009433554774	1.77155887873664	4.52092356286758	0.893398775712789	0	2.26836938180703	3.9111631113804	19.4922522728572	12.0608062428773	0	0	9.41319123137305	9.48989166595581	4.67666435506241	2.25655741592752	0.929066157153093	0.731189997767359	2.47192960893047	2.90797780753778	1.31959857184213	1.54015677042899	3.90718174747213	0	2.40336255209082	1.47302571779928	14.0061587364657	2.28599221789883	0.527534481022853	0	0	1.61648177496038
"GB-GCA-014868765.1-WHEU01000011.1"	3.28386400431732	3.90730261385071	0	0.117493123981949	2.25142169516527	2.72964948819072	1.01743303164672	0.764622928337624	0	0.0604584767822655	2.85621647114308	1.79328919313208	2.92477008894919	1.93650867808171	0.101976962477113	1.01331403211367	0.940973476184744	0.67458326364498	0	1.61524325369958	2.127210822863	0.154474235904226	0.252220638227876	3.2852789798479	1.86930405965203	0.762909469585493	0.871744194254253	1.40068025389003	2.37548657550654	5.73199070487994	5.78004841925377	0.598999670550181	0	2.12593791378549	1.23806757284665	2.31481481481481	0.156029487820058	0.954811415042161	3.91556105239487	2.47564276048714	4.57577414384413	1.83576113808672	1.54435671156526	0.689531232265143	1.906717512467	0.224525831887235	0.987849541517853	1.50026046188574	3.05466600514185	0	0	2.40623006810279	0	1.81978963045704	1.55252063716457	3.653943043593	1.18184061189243	1.19141488098848	0.11329189503659	2.58396008638022	1.08305184708595	1.40158587744611	0.217035129901909	4.12951211756736	1.94891240087253	2.42101834762784	2.20574920778633	1.03536343694033	0	2.22880689720708	2.61235127127189	2.08508947863074	3.65907461534219	0	0	0	1.67247984447367	3.06928589364702	0.153087832040779	0.217494608326936	2.76333003605731	2.90028149791009	1.03588765603329	0.480244746952521	1.0007165034631	0.373967403438267	1.58987224628198	2.29098909508322	1.21827656084146	1.5126092509579	0.904848327715841	0.749884886092047	1.64535134358385	0.834090787574186	0.288069931459223	0.541967759866593	0.376522702104097	0.170541420002352	0	0.643423137876387
"GB-GCA-015555245.1-JADNKD010000034.1"	0	0	0.088807693283601	0.619509199177548	0	0	0	0.0698640239090215	0	0.00839701066420354	0	0	0.819136640032162	0.696115302856876	0	0	0	0	0	0.296611535609504	0.247069812287204	0	0	0	0	0	0	0.270494657060982	0.434175067371993	0	0	0	0.57625977959115	2.18478740620862	0	0.0305730258560447	0	0	0.364477925193014	0.66914749661705	0.920522888811571	0.588849135360763	2.44426381792847	0.00472929514585146	0	0	0	0	0.00338279734788688	0	0	0.0390922371047055	0	0.502652890254119	0.0201953904021407	0.00959669873563494	0	0.0441906610403002	0.0757830919501516	0.778166654255715	0	0	0	0.109217093166328	0.731861455976189	0.392387983311879	0.0724309642372114	0.0826595169716944	0	1.552389920264	2.12369886601616	0.104642037031654	0.0137870181437159	0	0	0	0	0	0.111030735326279	0.0986950323500384	0.0127636491272855	0.0127953595496033	0.890690013869625	2.25300004743158	0.186290900406019	0.21768251841929	0.262448215279836	0	0.00723728650004825	0	0	0.00438529173153244	0	0	0	0	0	0	0	0
"GB-GCA-016742415.1-JAEPEL010000544.1"	0	0	0	0.0106811930892681	0.415348485142558	0	0	0.00517511288214974	0	0	0	0	0.0854314287150108	0.0794225513326637	0.440355065242079	0.0266661587398335	0	0	0	0	0	0	0	0	0	0	0	1.30694448164118	0.0698672522207805	0.243136242361649	0.530475647963543	0	0.159838479010684	0.0367809327644549	0.0290485110133924	0.0698812019566736	0.0166548329695567	0	0.00655872873097969	0.0087956698240866	0.12326656394453	0.9391771019678	0	0.0179713215542356	0	0	0	0.0208369508595242	0.0879527310450589	0	0	0.1111042528239	0	0	0.0201953904021407	0.0527818430459922	0.0172711571675302	0	0.0153097155454852	0	0.0160849284220685	0	0.00851118156478073	0	0	0.0806489135660778	0.0905387052965143	0.0105973739707301	0	0.13908446141486	0.128756030591192	0.0155025240046895	0.540451111233662	0	0	0	0	0	0	0	0.153163789527426	0.102362876396827	0.318567961165049	0.0758905279134848	1.39718175304514	4.02991739227506	0	0.0215228620623685	0.0241242883334942	0.0400691192306729	0.0103707544723879	0	0.262250323322316	0	0.349089670635315	0	0	0	0	0
"GB-GCA-017851145.1-JAFIKU010000077.1"	1.06314085267134	0.927743773337953	1.8192890309812	0.774386498971935	0.209615123342973	0.407674923560952	0.57401445666039	0.213473406388677	0.284495021337127	0	0.504038200789955	0.733924363146673	0	0	0.89229842167474	0.19428201367593	0.351109506039084	0.393042314768356	0.709893289925846	0.222458651707128	0	0.753981389532531	0.548305735277991	0.755383709318106	0.248550124275062	0.181106105539583	0.2470530105174	1.97380754706875	1.89140632797684	1.09734056287116	1.07163201367132	0.242594866572823	0.189282409354757	0.389877887303222	0.358598860096361	0.209643605870021	0.133238663756454	1.53119147656151	0.36635184768758	0.606901217861976	0.31313683582683	0.997742567510009	0.435438922433813	0.158904316900609	0	0.150698693944652	0	0.750130230942872	0.0935907266248703	0.692530179378895	0.284393215997589	0.139909059111577	0.666879354526649	2.27357348971423	1.80748744099159	0.947674000143951	0.851221317542561	1.34131653510558	0.308490768241526	0.893588502494601	0.032169856844137	0.0751715609010888	0.678766729791263	0.656685053848174	1.58807820112939	0.960032259565426	0.772974196468991	0.429193645814567	0	0.952858142488143	1.01918930239052	0.36334040635991	0.300556995533006	0	1.4937106918239	1.67979441322107	0.425982045857396	0.378590330493906	0.0588799354002994	0.168147092151917	0.277609368518459	0.260172310841935	0.758495145631068	0.419769482521463	0.886075949367089	0.8428220584952	2.0778957870916	0.872871628084943	0.197819164334652	1.06433597956475	0.731138190303344	0.311355712938803	2.94223307946544	2.75356894615837	0.635740538392768	0	0	0	0	0.225039619651347
"GB-GCA-018052775.1-JAGPMS010000005.1"	3.49163518618457	3.08349693960042	1.72033188703661	0.122833720526583	0.00776352308677678	0	0	0	0	0	0	0	0	0	0	0.06476067122531	3.00750371172906	2.39449183252495	0	0	0	0	0.0822458602916987	0	0	0	0	2.01933635073248	0.868350134743986	1.49324382476977	1.8246226146397	0	0	0	0	0	0	0	0	0	0	0	0.452856479331166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323925832154293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140088055349077	0.355411330667748	0	0	0	0	0	0	0	0	0	0.0119571455902047	0	0	0	0	7.60885184652967	20.8602897930813	0	0	0	0	0	0
"GB-GCA-018326525.1-BJIB01000024.1"	0	0	0	0	0	0	0	0.481285498039926	0	0.0167940213284071	0	0	0.0452284034373587	0	0	0	0.204646683519923	0	0	0	0	0	0.0164491720583397	0	0	0	0	0.535632984279172	0.419203513324683	0.860659264996988	1.46503845058388	0	0	0	0.27445834543688	0.0538667598416026	0	0	0	0	0	0	0	0.12863682796716	0.528014080375477	0	0.167216481728873	0	0	0	0	0.144024031438389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247052704576976	0.0367594744580942	0.279436350609028	1.54052243804421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-018376935.1-JAHAAJ010000118.1"	0.0431732325957906	0.177079724371559	0.0177615386567202	0	1.63422160976651	0	0.0455567029095548	0	0	0	0.114956080881919	0.175064526989115	0.0804060505553043	0.102782125254035	0.26884835562148	0.06476067122531	0.0260824204486176	0.0167252048837598	0	0	0	0.588473279635147	0.106919618379208	0.0204849819476097	0.0310687655343828	0	0.02470530105174	0.725782693698278	0.0598862161892404	0.0279714261124021	0.32398177157505	0	0.130394548666611	0.0809180520818008	0.958600863441948	0.591078499883531	0	0.233851169741017	0.171463908252755	0.03382949932341	0.253491724240767	0.79542550472783	0	0.022700616700087	0.264007040187738	0	0	0.170168432019448	0.0575075549140769	0	0.0499100677081862	0.825051951525626	0.0267575049655754	0.258307735269478	0	0.117559559511528	0	0.0103978025977177	0.0566459475182951	0	0.0361910889496542	0	0.0138306700427687	0.0152074433522735	0	0	0.371208691715708	0.0455687080741392	0.0140205260501374	0.890658880240504	0.0729100414191086	0.20347062756155	0.741741576131914	0.0379595293018367	0	0.238179804859704	0.0228715192406656	0.0231789998261575	0	0	0.37174128083219	0.16420711421991	0.0216712898751734	0	1.34463816575113	1.15539182853315	0	0.0191314329443275	0	2.38411259422504	0	0	0.0143698807299899	0.0935678768112068	0.781904099675034	0.236242356864925	0.0120809423135005	0.0705688634492492	0.0163287522111852	0.0380348652931854
"GB-GCA-900066055.1-FMEF01000035.1"	0	0.107787658313123	0	0	0.626904489257225	0	0	0.0336382337339733	0.398293029871977	0.14274918129146	0.112008489064434	0.100998765570643	0	0.070078721764115	0	0.285708843641074	0.0561775209662534	0	0.463465364442033	0.0934971144856047	0.186808882461056	0	0	0.394335902491486	0.481565865782933	0.362212211079166	0.169407778640503	0	0	0	0	0.404324777621372	0	0	0.0470786212975669	0.0509550430934079	0	0.0902413227631311	0.114309272168503	0.0818673883626522	0	0	0	0.115394801558776	0	0	0.0490744022465171	0	0.117270308060078	0	0	0.0967018496800609	0	0	0	0	0	0	0	0	0	0.087296006207716	0.0914952018213929	0	0.0713513954294335	0.0310188129100299	0.129017655047533	0.0360310715004822	0	0.0509688398973712	0.0434357693560647	0.0213159705064481	0.162686814095847	0	0	0.0543217098802833	0	0	0.0370102451087597	0.0219322294111196	0.126041035131944	0.113025676021496	0	0	0	0	0	0	0	0	0	0.0679720218387528	0	0	0.251174275213214	0	0.0765126346521695	0	0	0.0760697305863708
"GB-GCA-900066145.1-FMEX01000041.1"	0.180787911494873	0.153982369018747	0	0	0.14362517710537	0	0	0	0	0	0	0	0	0	0	0	0.0260824204486176	0	0	0	0	0	0	0	0	0.106399837004505	0.1235265052587	0	0	0	0	0.19766989128156	0	0	0	0	0	0.155253888624742	0	0	0	0	0	0	0	0	0.00999663749466089	0.2720379695549	0	0	0	0.0082299446536222	0	0	0	0	0	0	0	0	0.955712830411238	0.426780474793278	0	0	0	0	0	0	0	0.110576466218026	0.246653118843367	0.0523210185158271	0	0	0	0	0	0.239516331536961	0	0	0	0	0.574289181692094	0.166010529810748	0.0979221399570098	0.0669792364367046	0.113510660603125	0.0621771570690645	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900066795.1-FMGD01000054.1"	0.558553696708041	0.219424875851715	0.172540661236711	0.165558492883655	0	0	0	0.0815080278938584	0	0.0638172810479469	0	0	0.11558369767325	0	0	0.0876173787165959	0.158500862726215	0.183977253721358	0.0248688732139627	0	0	0	0.0274152867638995	0.302153483727242	0.196768848384424	0.113191315962239	0.374108844497777	0.0857012774846675	0.184649166583491	0	0.119268014810595	0.305489831980592	0	0	0.183306121222441	0.08298392732355	0	0	0.0252979536766359	0.098105548037889	0.305184154282022	0.292827327711049	0	0.143770572433884	0.117336462305661	0.00761104514871982	0.0817906704108618	0	0.0529971584502278	0.063821408687859	0	0.0833281896179248	0	0.12566322256353	0.176709666018731	0.309493534224227	0.333086602516654	0.110909894375655	0.044398175081907	0.320202546727232	0.317677336335853	0.223089793641941	0.128731621167309	0.0898621652634344	0	0.015509406455015	0.196921684019919	0.100675052721935	0	0.0881156215174892	0.197012239579294	0	0	0.134318334452653	0	0.156697240039279	0.125793355823661	0.177705665333874	0	0	0.646159737068828	0.490488782734795	0.0671809986130374	0.0640326329270028	0.592309529496059	0.279080151819603	0.153998539544367	0.0454371532427779	0.270192029335135	0	0.158154005703915	0.089898480496415	0.377209369162236	0.481206223600492	0.295165249968071	0.0463220307578284	0	0	0	0.0412044374009509
"GB-GCA-900112995.1-FONU01000001.1"	0	0	0.0634340666311436	0.512697268284867	0.209615123342973	0.0930562325519564	0.115410314037539	0.128084043833206	0.284495021337127	0.0587790746494248	0	0.35237347099091	0.145735966631489	0.294330631409283	0	0.327612807375098	0.706231692147185	0.459943134303395	0.0361729064930367	0.1354096140826	0.11449576666968	0.11401669792931	0.0411229301458493	0	0	0.221854979285989	0.144702477588763	0.0267816492139586	0.0698672522207805	0.133402186074533	0.366704642551979	0	0	0	0.0190317830777398	0.142674120661542	0	0	0	0	0.175953079178886	0.0702785586506517	0.220622387366465	0.335779955355454	0	0	0.0499831874733044	0	0.173650263858193	0	0	0.230438450301422	0	0.0186167737131155	0.0530128998056194	0.0959669873563494	0.165309647174932	0	0	0.0744657085412168	0.160849284220685	0.286136909236402	0.0531948847798796	0	0	0	0.100724309642372	0	0	0.287671587895332	0.344383599894513	0	0	0	0.116965792299432	0.0543217098802833	0.791926353708045	0.175774082015028	0	0	0.491400491400491	0.309221189115414	0.0411754507628294	0.029644737466205	0.19584427991402	0.100468854655057	0	0.143485747082456	0	0	0.075187969924812	0	0	0	0.23130738338844	0	0	0	0	0.0824088748019017
"GB-GCA-900542515.1-UQOA01000002.1"	0.151106314085267	0.196327520498903	3.40514069675979	10.2726374536036	0.650195058517555	0.00886249833828156	0.0516309299641621	0	29.2641924220872	0	2.41702529033779	3.13096173268993	0	0	0	0	0	0	14.4420329173449	2.08595286455815	1.95245412636717	1.01143844937291	2.5112402675732	0	0	4.02508319561723	1.10467988988494	0.428506387423338	0.643776824034335	0.032274722437387	0.0569638279692395	5.84324178621702	0	0	0	0	1.38059799616062	0.763655064672948	0.338243010269095	0	1.75157811024405	0.0851861316977596	3.48351137947051	0.208088986417464	0	0	0	1.04532036811947	0	5.85120106459541	0	0	0	1.31946383691706	3.24640900714412	0	0	0	0	3.03075433762752	1.78542705484961	2.28667038482989	4.43751728833755	0	0.674780339632642	0.567644276253548	0	0	0	0	0	1.11811954383823	0.970606077317598	0	1.83502070869765	1.26611369951737	0	0	3.48569217569773	1.69426472200899	0.831232649414468	1.40748955045637	5.36364424410541	10.2630081108002	0	0	1.42430574132583	0	0.37392646916916	0.318048633893466	0	0	0	0	1.29986235082093	0	0	4.32430313247344	0.928017417335692	0.0158478605388273
"GB-GCA-900545115.1-UQXN01000021.1"	0	0	0.13701758392327	0.181580282517557	0	0.190543714273054	0.403936099131386	0	0	0	0	0	0.140710588471782	0.0397112756663318	0	0	0	0	0	0.228906728568205	0.521257042996173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979638380400321	0.319563160262476	0	0	0	0	0	0.603236319972554	1.41198740607676	0.573658799185775	0.318017326461235	0	0	0	0	0	0	0	0	0	0	0.0362976406533575	0.482382090468568	0	0	0	1.7556049657217	1.51817175072989	0	0	0
"GB-GCA-900756345.1-CAAEJT010000082.1"	0	0	0	0.0774386498971935	0.0388176154338839	0.141799973412505	0.118447427564842	0.120321374509982	0.0387947756368809	0.0839701066420354	0.0795849790720981	0.132420603748176	0	0.0397112756663318	0.0579414559529052	0.0266661587398335	0.0381204606556719	0	0.0406945198046663	0.0419124995969952	0.0391696043869957	0.21699952186546	0.194648536023687	0	0	0	0	0	0.0299431080946202	0	0.0231415551125036	0	0	0	0.075125459517394	0.0480433263452131	0	0.205711402427783	0.0908852409864328	0.0148849797023004	0.0188876186689199	0	0	0.0709394271877719	0	0.96355831582793	0.0445304761125803	0.103027145916536	0.350683325064273	0.156158765938378	0.418114529479899	0.10390305125198	0.384896417581739	0.0349064507120916	0.0631105950066897	0.0479834936781747	0.148038490007402	0.692320356298036	0.602437306714841	0.0335095688435475	0.0375314996514932	0.0484977812265089	0.143626188905675	0	0	0.0201622283915195	0.0271616115889543	0.121869800663396	0.40098704503393	0.0310996311238197	0	0.240289122072687	0.551480725748635	0.242356994773265	0.400751649025924	0.121179198963709	0	0.021247416507311	0.0235519741601198	0.0347260299009394	0.108491017581927	0.019193039324405	0.0303398058252427	0	0.0644853116790065	0	0.166289502794387	0.0454371532427779	0.0410112901669401	0.220380155768701	0.0181488203266788	0.0460455631810906	0.0718494036499497	0	0.0127715733159262	0.0347415230683713	0.0281888653981677	0.143097973105422	0.0517077153354198	0
"GB-GCA-900762515.1-CAAFHA010000156.1"	0.420939017808958	0.446548870154367	0.766283524904214	0.232315949691581	1.09659763600722	0.73558736207737	0.713721678916358	1.59264098948158	0.450019397387818	0.115878747166009	0.65141779166421	3.09505106048704	0.0904568068747173	0.10745404003831	0.26884835562148	0.0780937505952268	0.439388467557482	0.225790265930758	1.21405317417254	0.103169229777219	0.141613185091446	0	0	0.0486518321255729	0.113918806959403	0.210535847689765	1.53525799392955	1.55869198425239	0.718634594270885	0	0	0.488184731498398	0	0	0.396662426251841	0.272245515956208	0.216512828604237	1.3400351261923	0.512517802263698	0	0.793279984094637	2.83456853224295	0.330933581049698	0.739661760811169	0.337342329128777	2.30614668006211	1.98115179439643	1.37060832320426	0	0.00950531618755347	0	0.269530687406127	0	1.00763287722238	0.663923459470376	2.92939228905257	3.85393535652603	0	0	3.47754858887482	2.3242721569889	1.55920366643226	0	0	0	0	0.07922136713445	0.136706124222418	0.0364533677303572	0.437986471660461	0.274576113429409	1.21791704211842	0.534936303976176	0.175197827546938	1.35565270747047	1.93259929381777	0.989193207158785	0.160321415464256	0.0353279612401797	0	0.386100386100386	0.577923739657084	0.767163661581137	0.189726319783712	0.148077382374015	0.0669792364367046	2.5717033106071	6.55729864166826	0.137508443500917	1.32478525456412	1.18226600985222	0.907755388427215	0.822675671791924	0.978452654654334	1.08558373185372	0.627663516768575	1.23426960636263	0.948759164151017	2.44114845557219	0.0602218700475436
"GB-GCA-900763655.1-CAAFLB010000040.1"	0.337290879654614	0.415752396350618	0.271497805181295	0.0186920879062191	0	0	0	0.102208479422457	0	0.0100764127970443	0	0	0.502537815970652	0.221915952253031	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28819732719141	1.66184249925142	0.344263705998795	0.234975790373113	0	0	0	0	0.00582343349638947	0	0	0	0	1.37084348128635	0.163983303518187	0	0	0.132003520093869	0.391968825159071	0	0	0	0	0	0	0	0	0	0.542213478563374	0.305946212681964	0	0	0	0	0	0	0	0	0	0	0	0	0.491546947484817	0.943176706017405	0	0	0	0	0	0	0	0.279259122184277	0.153525605877837	0	0	0.465932732316227	0.303562111653939	1.22044423214712	2.0372851082831	0	0.882437344557107	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900767615.1-CAAFZU010000193.1"	0.329195898542903	0.142433691342341	0.129405495927533	0.592806216454378	0.0931622770413214	2.1846058403864	1.20877118386685	0.0375195683955856	0	0	0.618994281671874	0.839411962742678	0.0452284034373587	0.0677427643719778	1.50416019653742	0.158092226814727	0.202640343485414	0.253665607403691	0.122083559413999	0.00644807686107618	0.322395974569888	0.272168891831255	0.189165478670907	0.166440478324328	0	0.0520680053426301	0.0529399308251571	0.257103832454003	0.0598862161892404	0.17428350116189	0.149530048419254	0	0.0210313788171953	0.102986611740474	0.0250418198391314	0.016014442115071	0.0447050779709154	0.117410753272461	0.0327936436548984	0.0419485791610284	0.0715741339032755	0.0181020529857739	0	0.0662101320419205	0.117336462305661	0.34173592717752	0.37441951343639	1.74335822191353	0.0236795814352082	0.0651793110003666	0.0226007853772919	0.149167746846902	0.0154370220955243	0.0418877408545099	0.0252442380026759	0.141551306350615	0.0616827041697508	0.176762644161201	0.0558804617410209	0	1.84440512573052	0.361308470137491	0.169159733600017	0.030414886704547	0.727784233380221	0.200071343269693	0.0464010864644636	0.137765861619491	0	0.73775236054839	0.170640522470254	0.12208237653693	0.046875861688634	0	0.0728639361865317	0.0271608549401417	0.0428840985762479	0	0	0.0182768578425997	0.025527298254571	0.0938326366970912	0.108356449375867	0.0486173694445762	0.128970623358013	0.0613976334003126	0.0672387989559911	1.33441744786685	0	0.0626079987979264	0.0466683951257454	0.0175411669261298	0.851415433251904	0.195155857349088	0.647093048006925	1.32944228274968	0.0503372596395852	0	0.133351476391346	0.133122028526149
"GB-GCA-905205225.1-CAJLCQ010000073.1"	5.45601726929304	2.02101859337106	0	0	0	0	0	0.71157802129559	0	0.868250902678646	0	0	0	0	0	0	0.04213314072469	0.178402185426771	0	0	0	0.183897899885983	0.0328983441166795	0	0	1.64580173409096	0.116467847815346	0.26513832721819	0.519013873640084	0	0	0	0.546815849247077	0.787111961159335	0	0	0.0350628062516984	0	0.0637133648152312	0	2.70689398081416	0.0319447993866599	0	0	0	0.0251164489907754	0.0172669193089597	0	0.463443236660502	0	0	0.571981153426743	0	0.0907567718514381	0.926463534698205	0.0935678126724407	0.175178879842092	0	0	0	0	1.46705788210189	0.504287507713258	0	0	0	0	0	0	0.0215969660582081	0.175294354901261	0.0649168192696373	0	0	0	0	3.50220138372691	1.65343532093257	0.0168228386857998	0	0.0430773158045885	0	0.23621705963939	0.138737371341839	0.494387389539049	0.145121678946193	0.0375958875882961	0.774823034245265	0	0	0	0	0	0	0	0	0	0	0	0.0443740095087163
"GB-GCA-905205225.1-CAJLCQ010000084.1"	0.107933081489477	0	1.67973408439268	0.731661726614863	0	0.580493641157442	1.72508048350847	0.0879769189965456	0	0.0436644554538584	0.0294759181748511	0.0875322634945573	0	0	0.101976962477113	0.137140244947715	0.0942979816219253	0	0	0.531966341038785	0.0451956973696104	0.0698812019566736	0.0438644588222393	0.786111182239521	0.476387738193869	0.0452765263848958	0	0.227644018318648	0.0898293242838607	0.161373612186935	0.18335232127599	0	0	0	0	0	0.00525942093775475	0.0630718922538013	0.138670264597856	0.590663058186739	0	0	0	0	0	0.131671081072853	0	0.223418417549343	0	0	0	0	0	0	0	0.47503658741393	0.409573155687145	0	0	0	0.974478580236985	0.130944009311574	0	0.406453485960765	1.42091207469472	0.687066705957163	0.933680398370303	0.465224717315049	0	0.0898433788021459	0.0542947116950809	0.164714317549826	0	0	0	0	0.314483389559151	1.94703598539723	0.314587083424457	0.148042548525058	0.226554772009317	0.019193039324405	0.964372399445215	1.46800739932647	1.0102698829711	0.742353203840143	0	0.0837000191314329	0	0	0.0725952813067151	0.0241191045234284	0	0	0	0.236242356864925	0.112755461592671	0	0	0.31378763866878
