"X"	"SRR3053242"	"SRR3053243"	"SRR3053245"	"SRR3053250"	"SRR3053251"	"SRR3053252"	"SRR3053253"	"SRR3053258"	"SRR3053259"	"SRR3053260"	"SRR3053261"	"SRR3053266"	"SRR3053267"	"SRR3053268"	"SRR3053269"	"SRR3053274"	"SRR3053275"	"SRR3053276"	"SRR3053277"	"SRR3053282"	"SRR3053283"	"SRR3053284"	"SRR3053285"	"SRR3053290"	"SRR3053291"	"SRR3053292"	"SRR3053293"	"SRR3053298"	"SRR3053299"	"SRR3053300"	"SRR3053301"	"SRR3053306"	"SRR3053307"	"SRR3053308"	"SRR3053309"	"SRR3053314"	"SRR3053315"	"SRR3053316"	"SRR3053317"	"SRR3053322"	"SRR3053323"	"SRR3053324"	"SRR3053329"	"SRR3053331"	"SRR3053332"	"SRR3053337"	"SRR3053338"	"SRR3053339"	"SRR3053340"	"SRR3053345"	"SRR3053346"	"SRR3053347"	"SRR3053348"	"SRR3053353"	"SRR3053354"	"SRR3053355"	"SRR3053356"	"SRR3053361"	"SRR3053362"	"SRR3053380"	"SRR3053386"	"SRR3053391"	"SRR3053392"	"SRR3053393"	"SRR3053459"	"SRR3053460"	"SRR3053461"	"SRR3053511"	"SRR3053512"	"SRR3053535"	"SRR3053536"	"SRR3053541"	"SRR3053542"	"SRR3053543"	"SRR3053544"
"G000437715"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127505482735758	0	0	0	0	0	0	0	0	0	0	0.35361041357044	0.284682137668355	0.759138306405408	0.757639296597613	0	0	0	0	0	0	0	0	0.600284495021337	0.206088992974239	0.228410361082762	0.257220548247226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G000469345"	0.0215977538336013	0	0.0323689059309795	0.0233252472476208	0	0	0	0	0	0.0291134941045174	0.0208653921389635	0.141410455250433	0.11164548265201	0.536977298683604	0.367638338749081	0	0	0	0	0	0	0	0	0	0	0	0	0.119462217542723	0.045355587808418	0.0312155328491457	0.0370298187487819	0	0	0	0	0.111794298490777	0.04644412191582	0.0533276450511945	0.0830251339723753	0	0	0.0670728299144821	0.317151203227153	0.0609460985534264	0.23273324662879	0	0	0	0	0.0786737847710031	0.0286827449386906	0	0	0.488357122244667	0.384797137649362	0.342525602041173	0.12366714301418	0.0227596017069701	0	0	0	0.0497795477172522	0.00981585456829872	0.0694344682277451	0	0	0	0.114820703055997	0.263935147363791	0.207210940737671	0.188061742868308	0	0.0192836137492166	0.0267829813284359	0
"G000598965"	3.10527705118668	0.610820244328098	0.263931079129525	0.0186601977980967	0	0.0449438202247191	1.10939610264326	0.116418200045274	0.0544285007422068	0.11160172740065	0	0	0	0	0	0	0	0	0	1.22908068393124	0.356530999675881	0.672330097087379	0.519354356598416	0.27089865830507	0.262230763071503	0.244801932981497	0.382718149345127	0	0	0	0	0	0	0	0	0.733650083845724	0.3096274794388	0.376848691695108	0.25662314136916	0	0	0	1.25191264431771	0.682954810260455	0.941200629748785	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1615925058548	0	2.84412434776218	1.79917508178069	1.49986257803604	3.90269597280084	0.410537119397879	0.204194081612809	0.355394464319337	0.317965023847377	0.180146211692746	0.0621632822213013	0.0488472059398202	0	0	0	0
"G000779535"	1.19507571212594	0	0.00497983168168916	0	0	0	0	0.116418200045274	0.0222662048490846	0.150419719540007	0	0	0	0.695265382997055	0.166030217499585	0	0	0	0	0.317474715406594	2.61147381580775	0	0	0	0	0	0	0.0627682837936341	0.0544267053701016	0	0.0623660105242643	0	0.14442171139728	0.0761670761670762	0.0280512062018667	0.0104807154835103	0.0561199806482825	0	0	0.110675582199677	0.181640352102836	0.444357498183444	0	0.406904834459641	0	0.0128119715061754	0.0215965759610476	0.0315114013979604	0.00838715088484442	0	0	0.307660398230089	0	0	0	0	0	0.0341394025604552	1.47697111631538	0.0534577440831997	3.78481663849489	0.0462238657374484	2.2870941144136	1.41502657664129	0	0.0226882312903121	0.10591225757861	0	0	0	0	0	0	0	0
"G001436475"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453551469992711	0.604741170778907	0.295507044305246	1.13623075423894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603129445234708	1.25214676034348	0.539437235748651	1.03255677224958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G003481825"	0.232775791317703	0.261780104712042	0.159354613814053	0.142284008210487	0.0662853214838092	0.0553154710458081	0.0482346131584025	0.132587394496006	0.133597229094508	0.189237711679363	0.146057744972745	0.264574400145972	0.493816557883889	0.322587108537538	0.393728801499016	0.248034444028454	0.147506891715433	0.151001540832049	0.181904172881726	0.294797950020409	0.194471454368662	0.230582524271845	0.295172619937229	0.177044005034022	0.14012330851149	0.152603802378076	0.175766853773317	0.204503118166356	0.311441702951137	0.0894845275008844	0.0643149483531475	0	0	0	0	0.356344326439352	0.050314465408805	0.177758816837315	0.132085440410597	0	0.125751012994271	0.142529763568275	0.203088051189317	0.145195117141986	0.0616058594017387	0	0	0	0	0.365271143579657	0.138633267203671	0.591122787610619	0.21655646348858	0.395125307997958	0.11813947208533	0.314564328405159	0.090689238210399	0.0995732574679943	0.231069476971116	0.0534577440831997	0.0698170059528184	0.202673872848812	0.068710981978091	0.0191543360628262	0.239479986315429	0.175023498525265	0.0941442289587648	0.70658894188306	0.247177360229582	0.269374222958972	0.0952520515826495	0.126094051327696	0.118112134213952	0.130088766452403	0.287449992591495
"G900538815"	0.30716805452233	0.309045956951716	2.18116627657985	0.128288859861915	0.559742714752167	0.902333621434745	1.35056916843527	0	0	0	0	0	0	0.00400729327375824	0	0	0	0	0	0	0	0	0	0.324225165845438	0.30426775562495	0.419660456539709	0.456426829959744	0	0	0.043701745988804	0.107191580588579	0	0	0	0	0	0	0	0	1.73391745446161	2.95864188905966	3.09652898105193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341394025604552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G900539545"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26305047847975	0.379682363291198	0.385922330097087	0.896726946644747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48618171324558	2.73408492540336	2.95690468700849	2.90755194020007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50200267022697	3.67593887094442	3.0685644322008	2.12475922358868
"G900544175"	0	0.029086678301338	0	2.38150774398209	2.21442073994059	1.54537597234226	1.20264968808283	4.1037415515959	1.33102424542306	2.42612450870979	0.76941133512428	2.2762521667731	1.01769151494332	2.92332044320664	2.46910652024383	3.78135529764133	3.5329109638729	3.30046224961479	3.24153236075236	3.5239693410132	3.6301338148817	4.66019417475728	3.61679868480048	0	0	0	0	0.0283469668745444	0.0090711175616836	0	0	1.07349298100743	1.49957877000842	1.37346437346437	1.28525526597644	0	0	0	0	0.424256398432096	0.426156210702808	0.396847576994019	1.21296425093893	1.31751124814025	1.56410431925525	0	0	0	0	0	0	0	0	3.03003396301805	3.87835009788699	3.7712767816574	3.74848851269649	0.22475106685633	0.836846213895394	0.403362978082325	0.723892114352907	0.0106670459394112	0.00785268365463897	0.0502801321649188	0	0	0.0164752400677838	0	0	0	0	0	0	0	0
"G900545585"	0.969499172086103	0.607184409540431	0.346098301877397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6364625327958	1.12098646809192	1.14452851783557	1.78318308102285	0	0	0	0	0	0.03610542784932	0	0.0561024124037334	0.695220793739519	0.584421867440735	0.195534698521047	0.132085440410597	1.13903620013834	1.60332541567696	1.07875468112459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483641536273115	1.29898516783763	0.75326821208145	1.75644888660248	0	0	0	0	0	0.0117680286198456	0	0	0	0	0	0	0	0
"G900551515"	5.06827289961844	2.79959278650378	2.53722424182063	1.85202463146109	1.63994795374758	2.03630077787381	1.3537848093125	2.25075186754196	4.61157842652152	3.8429812217963	3.51321040139798	1.29550223519752	1.27962899347303	1.2663046745076	1.71011124024572	4.53013852489704	3.49905692315133	3.21725731895223	3.27427511187107	0	0	0	0	4.60954331178942	3.0426775562495	2.50842500158962	3.74213301581902	2.20093949947356	0.483792936623125	3.74586394189749	3.96219060611967	1.67017394315548	1.72824647972078	1.55528255528256	1.09909726118223	1.55114589155953	2.71311078858249	1.98378839590444	1.62276398218733	1.31427253862117	1.81989660472265	1.85288692638757	1.23243844762832	1.32826644200262	1.38955438428366	3.89227694357608	3.93646680017277	3.94465452045376	2.63915681176438	0	0.0884384635609628	0.0345685840707965	0.0317616146449918	1.73588758906968	1.92061027475866	1.30019922407466	1.57744311311421	0.586059743954481	0.68696330991413	0.767847596831414	0.723892114352907	1.340492106386	0.91876398759276	0.375903845232965	0	0	0	0.574103515279986	1.72186262803997	1.5209283050145	1.70232512700274	0	0	0	0
"G902167945"	1.00069592762353	1.33798720186155	1.53378815796026	1.09162157118865	1.19804581052218	0.943820224719101	0.411602032285034	0.297513177893477	0.0643245917862444	0.281430443010335	0.166923137111708	0.175622662165861	0.128821710752319	0.520948125588571	0.189748819999526	0.809621864470236	0.679498960197321	0.668721109399075	0.403827263797432	0.281191890788698	0.129647636245775	0.0922330097087379	0.127036317441339	0.697510718628016	0.824725758667627	0.664462389521206	0.995067188297329	0.542641937312707	0.269109820996613	0.324641541631116	0.311830052621321	0.0239737886577342	0.055361656035624	0.0294840294840295	0	0.338876467300168	0.435413642960813	0.412400455062571	0.588723677258661	0.682499423564676	0.55190722369708	0.614834274216086	0.222562247878704	0.130854858658827	0.325142035731398	0.717470404345821	0.836376487218754	1.32347885871433	0.517207637898739	0.842933408260747	0.925018524272773	0.850387168141593	0.955735858862934	0.0532753224266909	0.0978869911564167	0.143301527384572	0.090689238210399	0.210526315789474	0.212334113973458	0.223550566166108	0.176379804512383	0.771582989617409	0.386744669990969	0.529138533735574	0.564488539172084	0.236605840598969	0.37422331011109	0.45045045045045	0.62003812396573	0.650642353916287	0.593493552168816	0.0519210799584631	0.149448006556429	0.23339455157637	0.278559786635057
"G902363025"	0.155983777687121	0.127254217568354	0.0448184851352024	0.0419854450457175	0	0	0	0.287811661223038	0.0766947055912914	0.393032170410986	0.130408700868522	0	0	0	0	0.149756645451142	0.154761329012913	0	0.0727616691526904	0.208626241552905	0	0.177184466019417	0	0	0	0	0	0	0	0	0	0.0879038917450254	0.04814057046576	0.0663390663390663	0.0510021930943031	0.0873392956959195	0.119980648282535	0.0497724687144482	0.0943467431504264	0	0	0	0.261510641257477	0.250954523455285	0.290916558285988	0	0	0	0.00838715088484442	0	0	0	0	0.0976714244489334	0.104637818132721	0.0384467512495194	0	0	0	0	0	0	0	0.086194512282718	0	0	0	0.282635576753224	0.485975826892059	0.364691255698301	0.334603360687769	0.0593383770953864	0.125343489369908	0.0650443832262014	0.237072158838346
"GB-GCA-000468795.1-AWPJ01000352.1"	0	0	0	0	0	0	0	0.0258707111211719	0.0544285007422068	0	0.0391226102605566	0	0	0	0	0	0	0	0.0327427511187107	0	0	0.25	0	0	0	0	0	0	0	0	0	0.0106550171812152	0.02407028523288	0	0	0	0.321238509917755	0	0	0	0	0	0	0	0	0.904525188335981	0.907056190364	0.804973072075169	1.31119125499734	0.595672941837595	0.654922676100103	0.815818584070797	0.846013917362053	1.81136096250749	0.88098292040775	0.391457830904198	0	0	0.309133489461358	0	0	0	0.716557383485806	0.69434468227745	0	0	0.484842779137639	0	0	0	0	0	0	0	0
"GB-GCA-000980245.1-LARE01000167.1"	0.825514146528761	0.378126817917394	0.361037796922464	0.163276730733346	0.274961333562468	0.280034572169404	0.553090230883015	0.48830967241212	0.170707570509649	0.334805182201951	0.0625961764168905	0	0	0	0	0	0	0	0	0.113383826930927	0.194471454368662	0.245145631067961	0.27275444627111	0	0	0	0	0	0	0	0	0	0	0	0	0.157210732252655	0.21673923560716	0.0568828213879408	0.317005056985433	0	0	0	0.0278202809848379	0.120099664796458	0.0205352864672462	0	0	0	0	0	0	0	0	0.0554951275278031	0	0.0419419104540212	0.0522150159393207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085298917074618	0.161500265149689	0.114784205693297	0.127426285375611
"GB-GCA-000980335.1-LARC01000083.1"	0	0	0	0	0	0	0	0	0.0197921820880752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298628442226062	0.0940827928577148	0	0	0	0	0	0	0	0	0	0.00765032896414546	3.65078256008944	5.29850024189647	7.73606370875996	6.55143784436561	4.03965875028822	1.77099343300265	1.26879436588229	5.03547085825567	3.48109774678689	6.12293791498391	1.03264490339773	1.48034711587545	1.3549902601123	1.04839386060555	1.02837875807811	1.13535865382317	0.833102876106195	1.31088845898421	0	0	0	0	0	0	0	0	0	0	0	1.77899418405748	4.62515800732506	5.83694219544342	0	0	0	0	0	0	0	0
"GB-GCA-000980385.1-LARF01000116.1"	0.0095990017038228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9825907899663	4.35749867001983	5.52542372881356	5.4389347691636	0.285727243865935	0	0.262135922330097	0.175609027051263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498040119898547	0.475059382422803	0.556145548040914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08448300384014	1.27802426479249	2.70794426088206	0	0	0	1.48383677795443	3.69509206309307	2.64401160381268	2.8795427901524	0	0	0	0
"GB-GCA-000980425.1-LARJ01000052.1"	0.0887907657603609	0.0509016870273415	0.0597579801802699	0.272905392797164	0.122750595340387	0.248919619706137	0.0353720496494951	0.701743039161789	0.358733300346363	0.286282692027755	0.151274093007485	0.0364930207097892	0.128821710752319	0.0480875192850989	0.0118593012499704	0.252714339198802	0.222469410456062	0.172573189522342	0.0763997526103249	0.199555535398431	0.152798999861092	0.293689320388349	0.470781646988492	0.221838271367932	0.0460405156537753	0.0508679341260253	0.107728071667517	0.0506195837045436	0.0483792936623125	0.126943166919859	0.0779575131553303	0.103886417516848	0.081838969791792	0.117936117936118	0.112204824807467	0.132755729457798	0.04644412191582	0.0426621160409556	0.0867990036983923	0	0	0	0.116845180136319	0.548514886980838	0.246423437606955	0.0486854917234664	0.0353398515726234	0.0171880371261602	0.0419357544242221	0.118010677156505	0.157755097162798	0.0449391592920354	0.0750729073427078	0.228639925414549	0.11813947208533	0.05941770647653	0.0742002858085083	0.0540540540540541	0.0437158469945355	0.0485979491665452	0.0771661644741677	0.54401934290997	0.106011229337626	0.0550687161806254	0.0684228532329798	0.184747026221113	0.225946149501036	0.035329447094153	0.054462808186179	0.107749689183589	0.0879249706916764	0.0890075656430797	0.0602612929663019	0.0918273645546373	0.168913913172322
"GB-GCA-000980425.1-LARJ01000055.1"	1.37505699407262	1.94153577661431	0.883920123499826	0.947005038253406	0.378071833648393	0.750216076058773	1.16406199755611	0.355722277916114	0.326571004453241	0.407588917463244	0.432956886883493	0.992154000547395	0.425111645482652	1.15410046284237	0.453025307748867	0.767502807937102	0.577936838032597	0.218798151001541	0.298322843526031	0.630414077735952	0.208362272537852	0.259708737864078	0.354954416380212	0.531132015102067	0.546480903194811	0.295669867107522	0.915688609173896	1.43962096055722	0.813376874697629	1.16746092855805	0.908205028259599	0.953624037718761	1.31183054519196	1.24078624078624	1.20875197633498	0.852431525992174	1.23270440251572	2.06911262798635	1.48690467205072	0.368918607332257	0.764985329048484	0.63719188418758	0.525803310613437	0.394357108286877	0.506537066192073	2.016604315072	1.88479208387325	1.11722241320041	1.05957672845201	0.685585838718741	1.16404139876186	2.09485619469027	1.39173620535328	1.99116517569757	1.35354080874907	0.957673622033484	0.742002858085083	0.290184921763869	0.159250585480094	0.131214462749672	0.135959432644962	0.892476176930735	1.08170717342652	1.91303931427477	2.0184741703729	1.17978802709623	0.981453586895123	0.344462109167992	0.408471061396343	0.555325321176958	0.62768659632669	0.415368639667705	1.46314419322181	1.40036730945822	2.30256334271744
"GB-GCA-000980475.1-LARM01000062.1"	2.79090974538648	1.15255962769052	1.99193267267566	1.78671393916776	2.70051309748852	2.06741573033708	1.73644607370249	2.5320958509847	2.26620484908461	2.71725944975496	1.15802926371247	0	0	0	0	1.05297641332834	1.14378294723606	1.44838212634823	0.978644450103685	1.11569685700032	1.47242672593416	1.57038834951456	1.64026303990435	0.642051150786033	0.200176155016414	0.263877408278756	0.527300561319952	0.240949218433628	0	1.04259879716147	0.921847593061781	0.940305266242242	0.89060055361656	0.83046683046683	1.52496557351966	0.558971492453885	0.230285437832608	0.28796928327645	0.339648275341535	3.30643301821536	3.93321223976527	3.58839640042479	0.208652107386285	0.301145428146342	0.208775412417003	0	0	0	0	1.10143298679404	1.73530606879078	0.895326327433628	2.56691594721797	1.14763923727497	1.00249780598123	0.747964069763378	1.32461250961856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530336745290016	0.715904160439666	0.872359963269054	0.761594310268188
"GB-GCA-001304995.1-BBZU01000039.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453949831523774	0.224887556221889	0.545454545454546	0.214646924000437	0.140595945394349	0.0277816363383803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241056456120738	0.0716013546202225	0	0.109442222054495	0	0	0	0.267074697454444	0.544929822360048	0.201930316927921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0513171399247349	0	0.0305968744115986	0	0	0	0	0	0	0	0
"GB-GCA-003471845.1-QRKF01000046.1"	0	0	0	0	0	0	0	0.481841994631827	0.321622958931222	0.747246348682614	0.289507315928119	0.093513365568835	0.167468223978014	0.176320904045363	0.21583928274946	0	0	0	0	0.498888838496077	0.27318609066074	0.419902912621359	0.358690778657899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225962646991008	0.185133435797122	0.0726622324073557	0.692724996522465	0.625593776327818	0.26353617632966	0	0	0	0	0	0	0	0	0.0421762969211303	0	0	0	0.0711237553342817	0.287275565964091	0.0874763084997813	0.117586536341589	0	0	0	0	0	0	0	0.278598211106223	0.207210940737671	0.256447831184056	0.389408099688474	0.682157836378537	0.753749617385981	0.672692250703808
"GB-GCA-003482275.1-QUMI01000015.1"	0.0551942597969811	0.0618091913903432	0	0.0956335137152454	0.108020523899541	0.190146931719965	0.0482346131584025	0.0291045500113184	0.074220682830282	0.0824882332961328	0.0730288724863723	0	0	0	0	0	0	0	0	0	0.0879751817382044	0.0485436893203883	0.0410999850545509	0.0639918090484418	0.0940827928577148	0	0.073708680614617	0.0627682837936341	0.0634978229317852	0.0915655630241608	0.0701617618397973	0	0	0	0	0	0.0599903241412675	0.0639931740614334	0.0792512642463582	0	0.115271761911415	0	0.0417304214772569	0.0806639539677703	0	0	0	0	0	0	0.083658006071181	0.0449391592920354	0.1068345219877	0.0310772714155697	0	0	0.0494668572056722	0.0654338549075391	0	0	0	0.241786374626653	0	0.186754776612556	0	0	0	0.220809044338456	0.234609019878925	0	0.185619382571317	0	0	0	0
"GB-GCA-008669045.1-RQAJ01000001.1"	1.97499460056154	1.64703315881326	1.65579403416165	0	0	0	0	0	0	0	0	0	0	0	0	29.8015724447772	31.9533781496349	31.3343605546995	31.1929275657584	0	0	0	0	2.04133870864529	1.08695652173913	0.772556749539009	1.20768838237796	0	0	0	0	0	0	0	0	1.48127445500279	1.14755684567005	1.16254266211604	1.01517095629859	4.78210744754439	9.8470029341903	15.1752277681516	6.44039504798998	7.22032014627064	4.01464850434664	0.971147440168093	0.771586759335611	0	0	0	0	0	0	0.965615218983773	0.918112468777425	0.873789801125441	0.945366604375069	0.9900426742532	1.5175644028103	1.59887252757934	2.6383479091644	0	0	0	21.6387273349299	13.1526917965838	13.4084918094521	0	0	0	0	32.8104138851802	14.4120908258208	13.6861034588307	11.2994517706327
"GB-GCA-008673455.1-RPUK01000107.1"	0	0	0	0	0	0	0.019293845263361	0	0	0	0	0	0	0.0140255264581538	0	0	0	0	0	0	0	0	0	0.104519954779122	0	0	0	0	0	0.00624310656982915	0.0311830052621321	0	0.007221085569864	0	0	0	0	0	0.0188693486300853	5.42771501037584	5.84392902053933	6.03096528981052	0.0472944776742245	0.161327907935541	0.130056814292559	0	0	0	0	0.123630233211576	0.382436599182542	0.556554203539823	1.08855715646926	0.299673688650137	0.178896914872072	0.419419104540212	0.360008794107948	0.116642958748222	0.068696330991413	0.0971958983330903	0.132284853384287	0	0	0	0	0	0.018828845791753	0	0	0	0	0	0	0	0
"GB-GCA-008680325.1-NALL01000016.1"	0	0	0	0.751072961373391	0.42471705987774	1.59377700950735	0.408386391407808	3.13358988455195	2.77585353785255	0.747246348682614	2.0995800839832	2.34467658060396	3.65424252834078	1.80528561982809	2.15602096724461	0.500748783227256	0.764134062001257	0.699537750385208	0.738530941899807	0	0	0	0	0.187709306542096	0.612539034350228	0.410122718891079	0	1.99238681461084	2.53991291727141	1.084219507627	1.18885207561879	0.253056658053861	0.358647249969912	0.638820638820639	0	0	0	0	0	0	0	0	0	0	0	1.63736995848921	2.27353045117211	2.14850464077002	10.0785596466214	0	0	0	0	0	0	0	0	0.344238975817923	0	0.379064003499052	0.169030645991034	0	0	0	0	0	0	3.95689807454513	2.27905905025241	1.68255283878989	1.59730363423212	0	0	0	0
"GB-GCA-013303885.1-JAAISE010000123.1"	2.72371673345972	3.86125654450262	7.51954583935063	4.20087702929651	4.61542238479857	7.79948141745894	6.44414431796257	1.97264172298936	1.48441365660564	0.863700325100684	1.62228423880441	4.09177994708512	0.833047062864995	3.58452383337675	3.47714712649131	1.9327967053538	2.19084006383905	2.42835130970724	2.41568741586932	0.793686788516486	0.870491271935917	0.327669902912621	0.915408758033179	0	0.192169108815758	0	0.263650280659976	1.50441402769904	0.707547169811321	2.93842215886625	2.2237380627558	4.37654830718415	2.62606811890721	2.74938574938575	1.50966491559137	2.20444382336501	2.26028059990324	3.14633105802048	2.88701034040305	1.66935669817846	3.55595920078245	3.30054217204181	2.76811795799138	1.62582680552817	1.9679649531111	0	0.247378961008364	0.203391772659562	1.07914674718332	5.47344759763979	5.81781676506442	5.44109513274336	5.63913030924263	3.41184044040933	3.53743333558361	3.25049806018664	6.26030559525118	0.443812233285918	0.137392661982826	0	0	6.0091025458683	2.39114217283757	3.40947181918307	4.32774546698597	5.39655787119567	4.06703069101864	0	0	0	0	2.26969292389853	2.45383984958781	2.39516375880012	1.84027263298266
"GB-GCA-014868765.1-WHEU01000011.1"	1.00069592762353	1.33071553228621	1.12544196006175	1.94765814517634	2.43046178773967	3.12532411408816	2.21236092353206	4.03906477379297	3.22612568035626	2.14954631471687	2.44125088025873	0.738983669373232	4.77928546891103	1.4967240377487	0.659377149498352	0	0	0	0	1.28350492085809	0.537111635875353	1.1504854368932	1.53190853385144	1.03240118598153	2.02978621186644	1.88211356266294	1.26438736746612	1.1197051915445	6.43746976294146	0.815765925124342	0.890664587799649	0	0	0	0	0.747624371157071	2.03386550556362	0.77858361774744	1.21895992150351	1.86765044961955	2.91672488472824	4.14733664971215	0.116845180136319	0.123684729417248	0.112944075569854	0	0	0	0	1.15200899128969	0.874823720630064	0.636061946902655	0.923974244217942	2.29749827965105	2.90285559981098	2.14952291076859	2.02264482796526	0.566145092460882	1.26463700234192	0.456820722165525	0.892922760343941	2.2898591949936	1.39188817778476	1.58502130919887	0	0	0	0	0	0	0	0.608218365227711	0.578508412476498	0.811141720232629	0.711216476515039
"GB-GCA-015555245.1-JADNKD010000034.1"	1.1158839480694	3.59584060500291	1.96703351426722	3.52910990856503	0.93781454840056	1.01987899740709	0.405170750530581	0.847265789218381	7.8673923800099	5.38114416031831	13.2286586161029	0	0	0	0	1.59116435791838	2.88968419016298	1.68258859784284	1.89180339796995	0.0136060592317112	0.0509329999536973	0.0533980582524272	0.0709908832760424	0.130116678398498	0.0180158539514773	0	0	0.00404956669636349	0	0.070755207791397	0.0175404404599493	0.671266082416558	0.016849199663016	0.0245700245700246	0.0637527413678788	0	0	0	0	0	0	0	0.00556405619696759	0.0573610339326366	0.0171127387227052	0	0	0	0	0	0.131462580968999	0	0	0.0954516193478213	0.141767366502397	0.122330572157562	0.0247334286028361	0.0512091038406828	0.187353629976581	0.140934052582981	0.128610274123613	0	0	0	0	0	0	0.0529941706412295	0.211567062569388	0.149191877331123	0.26621727237202	0	0	0	0
"GB-GCA-016742415.1-JAEPEL010000544.1"	0	0	0	0	0	0	0.0128625635089073	0.0905474889241018	0.0098960910440376	0.0242612450870979	0.0156490441042226	0.0843901103913876	0.0214702851253865	0.0761385722014066	0.305969972249235	0	0	0	0	0	0.0138908181691902	0	0.0112090868330593	0.0405281457306798	0.0900792697573865	0.0667641635404082	0.178601803027726	0.0890904673199968	0.423318819545235	0.0416207104655276	0.637302670044826	0	0.004814057046576	0.00491400491400491	0	0	0	0	0	0	0.0384239206371385	0.0279470124643676	0	0	0	0	0.0412298268347273	0.0601581299415607	0	0.0505760044956448	0	0.0725940265486726	0.0259867756186296	0.0865723989433728	0.219401876729899	0.101359616930551	0.0329779048037815	0.20199146514936	0	0	0	0.0106670459394112	0.300365149789941	0.00718287602355983	0	0	0	0	0.0586522549697312	0	0	0.178015131286159	0.0361567757797811	0.0191307009488828	0.0207438138983553
"GB-GCA-018326525.1-BJIB01000024.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0506195837045436	0.0544267053701016	0.0894845275008844	0.114987331904112	0	0	0	0	0	0.0677310111272375	0.152872582480091	0.162276398218733	0	0	0	0	0	0	0.122994926459284	0.129579455766286	0.123180932737481	0.190108753389807	0.224782242202866	0.227071730764634	0.19704092920354	0.202119365922675	0	0	0	0	0	0.415300546448087	0.24784954074938	0.444624090541633	0	0	0	0	0	0	0	0	0	0	0	0.147037554837777	0.130088766452403	0.109645873462735
"GB-GCA-018376935.1-JAHAAJ010000118.1"	0.0743922632046267	0	0	0	0	0	0	0.517414222423439	0.299356754082138	0.150419719540007	0.208653921389635	0.0182465103548946	0	0.198361017051033	0.0379497639999051	0	0	0	0.0509331684068833	0	0	0	0	0	0	0	0	0.352312302583624	0.544267053701016	0.328803612677668	0.763983628922237	0.0346288058389494	0.04814057046576	0.0393120393120393	0.0561024124037334	0.0384292901062046	0.0445089501693275	0.0213310580204778	0.0415125669861876	0.345861194373991	0.349308369428531	0.262701917165055	0	0	0.0171127387227052	0.16143084097781	0.206149134173636	0.277873266872923	0.0167743017696888	0.0449564484405732	0.0286827449386906	0.058766592920354	0.083735165882251	0	0	0	0.0192371111355392	0	0	0	0	0	0.0314107346185559	0.289709332950247	0	0.165299970829417	0.0988514404067031	0.0618265324147677	0	0	0.00976944118796405	0.166889185580774	0.289254206238249	0.275482093663912	0.251889168765743
