fid	AUC	study
648	PL21	0.5125634115409	PRJNA891951
649	PL21	0.4975	PRJNA293971
650	PL21	0.501367521367521	PRJNA306884
651	PL21	0.503760442319764	PRJNA428736
652	PL4	0.511429678419217	PRJEB41443
653	PL4	0.439068869341343	PRJNA560950
654	PL4	0.522094594594595	PRJNA780023
655	PL4	0.482958148383006	PRJNA891951
656	PL4	0.5	PRJNA293971
657	PL4	0.499316239316239	PRJNA306884
658	PL4	0.501684050412864	PRJNA428736
659	PL8	0.56567222006974	PRJEB41443
660	PL8	0.494099978545377	PRJNA560950
661	PL8	0.518648648648649	PRJNA780023
662	PL8	0.532617311350666	PRJNA891951
663	PL8	0.52125	PRJNA293971
664	PL8	0.519487179487179	PRJNA306884
665	PL8	0.474165821623449	PRJNA428736
