"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","reject","df"
"1CMET2-PWY",5893.08672801592,-0.0121139008301469,0.0385584438702588,-0.31416985786324,0.753703259143855,0.995808266612793,FALSE,210.444540434405
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY",0.14143659471048,0.20174024431792,0.206112180978892,0.978788557569923,0.328775840957047,0.992374441997354,FALSE,216.713401378464
"4-HYDROXYMANDELATE-DEGRADATION-PWY",0.107262487106087,0.033484436203091,0.137768034234845,0.243049386521783,0.808200146820386,0.995808266612793,FALSE,213.814104162587
"AEROBACTINSYN-PWY",0.106211661640355,-0.000353968907441431,0.136664531108465,-0.00259005686823381,0.997935835631941,0.997935835631941,FALSE,215.168435250557
"ALLANTOINDEG-PWY",10.2686082279746,0.391202323988694,0.192027966509379,2.03721536555243,0.0427577670533688,0.475405900176897,FALSE,233.217053708289
"ANAEROFRUCAT-PWY",4749.09359537456,0.0115387749431679,0.0460474568864504,0.250584412764024,0.802394389562084,0.995808266612793,FALSE,198.670913949752
"ANAGLYCOLYSIS-PWY",6319.76651327723,0.023638837145116,0.0469435604597519,0.503558675856793,0.615130213778302,0.995808266612793,FALSE,198.38816663017
"ARG+POLYAMINE-SYN",1889.95558300409,-0.125018351170444,0.0938399515664112,-1.33225080665102,0.184053956124993,0.866289523671157,FALSE,237.639929534431
"ARGDEG-IV-PWY",0.114149946694458,-0.0638550037602553,0.106384700222529,-0.600227322412786,0.549039525051786,0.995808266612793,FALSE,198.456354886672
"ARGDEG-PWY",1.71374746132079,0.371864171931104,0.272888983064591,1.3626939708412,0.174312813045164,0.866289523671157,FALSE,229.812347208289
"ARGININE-SYN4-PWY",5301.24360897746,-0.0212670102489732,0.039556932791432,-0.537630416420447,0.591390570918765,0.995808266612793,FALSE,214.110874381088
"ARGSYN-PWY",6885.85068970877,-0.00544119300434624,0.0369347310894462,-0.147319144984949,0.883019041881487,0.995808266612793,FALSE,213.661741283032
"ARGSYNBSUB-PWY",6905.54480355657,-0.0147253365483075,0.036946185118292,-0.398561759520255,0.690614693811148,0.995808266612793,FALSE,213.370680725134
